Ligand,Conformer,E_vdw,Area,Volume,Sigma_moment(1),Sigma_moment(2),Sigma_moment(3),Sigma_moment(4),Sigma_moment(5),Sigma_moment(6),H_bond(accept),H_bond(donor)
174_cs,CONF_0007,-26.2126,684.5146,1090.1987,-100.0,136.0,-49.5,54.2,-30.6,31.3,0.0,0.1228
174_cs,CONF_0008,-26.4326,690.4623,1101.8584,-100.0,134.0,-44.7,49.6,-23.8,24.5,0.0,0.025
174_cs,CONF_0009,-26.3881,689.4276,1100.8309,-100.0,133.0,-44.6,49.5,-23.8,24.5,0.0,0.0244
174_cs,CONF_0011,-26.7953,699.2964,1107.7796,-100.0,137.0,-48.6,53.2,-28.8,28.9,0.0,0.061
174_cs,CONF_0012,-26.1913,684.3431,1103.8232,-100.0,133.0,-46.3,51.8,-26.9,28.4,0.0,0.0966
174_cs,CONF_0013,-25.936,677.5828,1095.6545,-100.0,136.0,-48.0,54.0,-29.4,30.8,0.0,0.1301
174_cs,CONF_0014,-26.1199,682.7693,1103.3571,-100.0,133.0,-46.0,51.6,-26.5,27.9,0.0,0.0906
177_cs,CONF_0001,-18.7928,493.2088,780.2466,-100.0,81.4,-40.0,33.7,-24.2,22.3,0.0,0.0961
177_cs,CONF_0002,-18.798,493.3269,780.5293,-100.0,81.4,-40.2,33.9,-24.6,22.7,0.0,0.1039
177_cs,CONF_0004,-18.8904,495.7831,781.2765,-100.0,81.1,-39.3,32.8,-22.8,20.4,0.0,0.0525
177_cs,CONF_0005,-19.135,502.3773,788.1655,-100.0,81.2,-39.4,32.5,-22.6,20.0,0.0,0.0516
177_cs,CONF_0006,-19.1458,502.3778,786.4488,-100.0,81.4,-38.7,32.2,-22.2,20.0,0.0,0.0758
177_cs,CONF_0009,-19.1263,502.1423,788.647,-100.0,81.3,-39.6,32.7,-22.8,20.3,0.0,0.0528
177_cs,CONF_0010,-19.2895,506.3467,788.7653,-100.0,81.4,-39.6,32.6,-22.7,20.2,0.0,0.0696
177_cs,CONF_0011,-18.6904,490.4923,780.6742,-100.0,80.7,-39.1,32.8,-23.1,21.1,0.0,0.0859
177_cs,CONF_0013,-19.1311,501.9308,786.2761,-100.0,81.6,-39.0,32.5,-22.5,20.3,0.0,0.0704
177_cs,CONF_0014,-19.0899,501.5136,787.3966,-100.0,81.4,-38.7,32.0,-22.1,19.8,0.0,0.0821
177_cs,CONF_0015,-19.0821,500.6181,784.7938,-100.0,81.8,-39.6,33.4,-23.8,22.0,0.0,0.1054
177_cs,CONF_0016,-19.1917,503.5542,789.1494,-100.0,81.4,-40.4,34.0,-24.7,22.8,0.0,0.1071
177_cs,CONF_0017,-19.1267,502.3981,785.075,-100.0,82.3,-38.9,32.4,-22.1,19.7,0.0,0.0645
177_cs,CONF_0019,-18.9154,496.7275,792.0626,-100.0,79.6,-39.2,31.8,-22.7,20.3,0.0,0.0859
177_cs,CONF_0020,-19.0928,501.4054,785.3745,-100.0,80.1,-39.6,32.5,-23.3,21.1,0.0,0.103
177_cs,CONF_0022,-19.2216,504.8012,790.4314,-100.0,80.0,-39.4,32.1,-23.0,20.6,0.0,0.0875
177_cs,CONF_0023,-18.867,495.5242,789.6486,-100.0,80.1,-39.8,33.3,-24.4,22.8,0.0,0.1418
178_cs,CONF_0001,-18.7405,491.8395,779.2113,-100.0,81.5,-40.3,34.3,-24.9,23.3,0.0,0.1179
178_cs,CONF_0002,-18.7879,493.0432,779.9081,-100.0,81.3,-40.1,33.9,-24.5,22.7,0.0,0.1032
178_cs,CONF_0004,-18.905,496.1544,781.1414,-100.0,80.9,-39.2,32.7,-22.7,20.3,0.0,0.0515
178_cs,CONF_0005,-19.2151,504.3698,790.4361,-100.0,81.3,-39.4,32.5,-22.6,20.0,0.0,0.0516
178_cs,CONF_0006,-19.1852,503.4512,788.0193,-100.0,81.2,-38.4,31.9,-21.7,19.4,0.0,0.0645
178_cs,CONF_0009,-19.1552,502.8834,789.0716,-100.0,81.1,-39.4,32.5,-22.6,20.0,0.0,0.0512
178_cs,CONF_0010,-19.2837,506.2546,789.2825,-100.0,81.3,-39.5,32.5,-22.7,20.2,0.0,0.0722
178_cs,CONF_0011,-18.6821,490.2729,780.5996,-100.0,80.7,-39.2,32.9,-23.2,21.3,0.0,0.0874
178_cs,CONF_0013,-19.2668,505.8193,788.2789,-100.0,81.2,-39.4,32.4,-22.6,20.1,0.0,0.0709
178_cs,CONF_0014,-19.2366,504.7545,790.0186,-100.0,81.4,-38.7,32.2,-22.2,20.0,0.0,0.0688
178_cs,CONF_0015,-19.1791,503.8817,789.4419,-100.0,81.1,-38.4,31.8,-21.9,19.6,0.0,0.0824
178_cs,CONF_0016,-19.2327,504.5964,789.6411,-100.0,81.5,-38.9,32.4,-22.5,20.3,0.0,0.0713
178_cs,CONF_0017,-19.1842,503.3695,788.9192,-100.0,81.4,-40.4,34.0,-24.7,22.8,0.0,0.1083
178_cs,CONF_0018,-19.1353,502.6323,784.8208,-100.0,82.3,-38.8,32.3,-21.9,19.6,0.0,0.0637
178_cs,CONF_0019,-19.1333,502.5808,784.8514,-100.0,82.2,-38.8,32.3,-22.0,19.7,0.0,0.0641
178_cs,CONF_0021,-18.9258,496.985,792.4307,-100.0,79.6,-39.4,32.0,-23.0,20.6,0.0,0.0908
178_cs,CONF_0022,-19.1784,503.7424,788.9153,-100.0,80.0,-39.3,32.3,-23.1,20.9,0.0,0.1
178_cs,CONF_0024,-19.2116,504.5708,790.0857,-100.0,80.1,-39.4,32.1,-22.9,20.5,0.0,0.0842
178_cs,CONF_0025,-18.8649,495.4767,789.5324,-100.0,80.2,-39.8,33.4,-24.6,23.0,0.0,0.1461
179_cs,CONF_0001,-13.1005,339.424,397.7737,-100.0,103.0,-58.5,52.2,-37.7,33.0,0.0,0.0572
179_cs,CONF_0002,-13.1392,340.4286,398.6271,-100.0,102.0,-58.2,51.8,-37.3,32.7,0.0,0.069
17_cs,CONF_0003,-21.3439,569.8997,915.3652,-100.0,149.0,-17.5,144.0,53.5,272.0,4.2447,1.2745
17_cs,CONF_0004,-21.9952,586.2332,920.59,-100.0,153.0,-23.4,147.0,34.0,274.0,3.9618,1.5794
17_cs,CONF_0007,-21.3907,571.0317,915.2313,-100.0,148.0,-18.0,146.0,52.4,277.0,4.2903,1.4016
17_cs,CONF_0008,-21.3561,569.0192,909.519,-100.0,149.0,-19.5,144.0,53.6,272.0,4.1466,1.2447
17_cs,CONF_0012,-21.3513,570.0839,915.7319,-100.0,149.0,-17.6,144.0,53.1,273.0,4.2449,1.2833
17_cs,CONF_0022,-21.3592,570.2683,916.0703,-100.0,148.0,-17.4,144.0,54.3,272.0,4.2472,1.2555
17_cs,CONF_0023,-21.7888,581.3587,917.5459,-100.0,149.0,-16.6,142.0,47.1,274.0,4.0719,1.2693
17_cs,CONF_0035,-21.6966,578.9658,916.4515,-100.0,150.0,-20.2,150.0,26.4,317.0,4.041,1.6124
17_cs,CONF_0036,-21.7224,579.9134,923.585,-100.0,147.0,-12.6,141.0,69.0,271.0,4.4464,1.0356
17_cs,CONF_0044,-21.7307,580.1456,924.2225,-100.0,147.0,-13.0,141.0,67.9,270.0,4.4285,1.034
17_cs,CONF_0056,-21.3256,568.587,910.569,-100.0,155.0,-12.7,171.0,95.1,380.0,5.3731,1.4822
17_cs,CONF_0061,-21.7439,580.52,924.2825,-100.0,148.0,-13.9,143.0,64.7,273.0,4.4309,1.1469
17_cs,CONF_0064,-22.0108,587.0316,916.7007,-100.0,160.0,-23.1,164.0,47.8,309.0,4.6865,1.6787
17_cs,CONF_0068,-21.9277,585.4258,926.8406,-100.0,150.0,-18.8,146.0,41.0,286.0,4.0961,1.5372
17_cs,CONF_0113,-21.789,581.9259,923.2316,-100.0,152.0,-14.7,151.0,70.4,296.0,4.6491,1.2523
180_cs,CONF_0001,-13.1063,339.5534,397.8914,-100.0,102.0,-58.4,52.1,-37.5,32.8,0.0,0.0576
180_cs,CONF_0002,-13.108,339.6657,398.3718,-100.0,102.0,-58.4,52.0,-37.4,32.8,0.0,0.0602
181_cs,CONF_0001,-19.2675,508.6873,804.3962,-100.0,83.0,-37.4,31.6,-20.5,18.2,0.0,0.0681
181_cs,CONF_0002,-19.0777,503.1124,800.011,-100.0,85.1,-40.8,35.4,-25.3,24.2,0.0,0.1833
181_cs,CONF_0003,-19.1059,504.4817,802.8686,-100.0,83.7,-38.8,32.8,-21.6,18.9,0.0,0.0348
181_cs,CONF_0005,-18.9933,501.3839,797.1291,-100.0,84.2,-40.2,35.0,-24.9,23.4,0.0,0.1398
181_cs,CONF_0006,-19.0852,503.7409,795.4189,-100.0,85.4,-40.3,34.7,-23.8,21.6,0.0,0.089
181_cs,CONF_0007,-19.0014,501.8265,800.8767,-100.0,83.4,-38.4,32.0,-20.8,17.9,0.0,0.0175
181_cs,CONF_0008,-19.2535,508.4842,804.8254,-100.0,84.4,-39.6,34.2,-23.9,22.2,0.0,0.1264
181_cs,CONF_0010,-19.1113,504.8686,801.7411,-100.0,82.9,-37.9,31.8,-20.8,18.3,0.0,0.0618
181_cs,CONF_0013,-19.2727,508.8229,804.2785,-100.0,83.0,-37.4,31.6,-20.5,18.2,0.0,0.0672
181_cs,CONF_0019,-19.0833,504.1173,792.281,-100.0,83.8,-38.5,32.6,-21.5,19.0,0.0,0.0571
181_cs,CONF_0020,-19.076,503.9348,792.1299,-100.0,83.8,-38.5,32.6,-21.5,19.0,0.0,0.057
181_cs,CONF_0031,-19.3237,510.2169,806.5043,-100.0,84.4,-39.9,34.2,-23.6,21.4,0.0,0.0793
181_cs,CONF_0032,-19.32,510.123,806.4127,-100.0,84.4,-39.9,34.3,-23.6,21.4,0.0,0.0791
181_cs,CONF_0037,-19.0795,503.5909,795.2544,-100.0,85.5,-40.3,34.8,-23.8,21.7,0.0,0.089
181_cs,CONF_0041,-19.0262,502.193,793.0946,-100.0,85.5,-40.3,34.8,-23.8,21.7,0.0,0.0879
181_cs,CONF_0043,-19.0158,502.4175,794.3588,-100.0,82.6,-37.8,31.7,-20.7,18.0,0.0,0.027
181_cs,CONF_0046,-18.9959,501.76,798.2591,-100.0,83.1,-39.8,35.1,-26.1,26.4,0.0,0.2754
181_cs,CONF_0056,-18.9794,500.0523,794.6071,-100.0,83.4,-39.4,33.9,-23.3,21.3,0.0,0.0775
181_cs,CONF_0060,-19.1049,504.4006,794.807,-100.0,83.4,-38.1,32.7,-21.7,19.6,0.0,0.0761
181_cs,CONF_0063,-19.1921,507.1289,807.3976,-100.0,81.7,-36.5,30.2,-19.0,16.3,0.0,0.0282
181_cs,CONF_0064,-18.8187,496.7581,794.6219,-100.0,82.4,-38.7,33.5,-23.8,22.8,0.0,0.1802
181_cs,CONF_0068,-19.1349,505.1867,800.0615,-100.0,82.9,-37.5,31.0,-19.7,16.9,0.0,0.0292
181_cs,CONF_0071,-18.9886,501.5814,798.1254,-100.0,83.1,-39.8,35.1,-26.2,26.5,0.0,0.2778
181_cs,CONF_0084,-19.1194,504.7696,799.4748,-100.0,82.9,-37.5,31.0,-19.8,16.9,0.0,0.0318
181_cs,CONF_0087,-19.0832,504.2739,801.1227,-100.0,84.0,-40.1,35.0,-24.9,23.5,0.0,0.1397
181_cs,CONF_0091,-19.1271,504.6099,798.2062,-100.0,82.1,-36.5,30.6,-19.7,17.6,0.0,0.0807
181_cs,CONF_0094,-19.1054,504.009,797.6391,-100.0,82.2,-36.8,31.0,-20.2,18.1,0.0,0.0817
181_cs,CONF_0108,-18.9315,500.2126,790.2055,-100.0,84.0,-39.0,33.4,-22.5,20.2,0.0,0.0574
181_cs,CONF_0114,-19.0813,504.2442,800.9759,-100.0,84.1,-40.2,35.2,-25.3,24.0,0.0,0.16
181_cs,CONF_0122,-18.896,499.1678,794.7935,-100.0,82.2,-37.3,30.6,-19.3,16.4,0.0,0.0191
181_cs,CONF_0151,-18.9963,501.7609,800.9758,-100.0,83.2,-38.2,31.8,-20.5,17.6,0.0,0.0173
181_cs,CONF_0163,-18.9312,500.2061,790.0981,-100.0,84.0,-39.0,33.4,-22.5,20.2,0.0,0.0585
181_cs,CONF_0174,-19.019,502.5018,794.1991,-100.0,82.6,-37.8,31.7,-20.7,18.0,0.0,0.027
181_cs,CONF_0229,-18.932,500.0009,792.7211,-100.0,83.2,-38.6,32.3,-21.1,18.2,0.0,0.0281
181_cs,CONF_0242,-19.1193,504.7821,799.3484,-100.0,83.0,-37.5,31.1,-19.7,17.0,0.0,0.0316
181_cs,CONF_0272,-19.0854,504.3471,801.2135,-100.0,84.0,-40.2,35.1,-25.1,23.7,0.0,0.1493
181_cs,CONF_0289,-19.11,504.5708,799.4345,-100.0,83.0,-37.6,31.2,-20.0,17.2,0.0,0.038
182_cs,CONF_0001,-19.271,508.7573,803.6207,-100.0,83.0,-37.3,31.5,-20.4,18.1,0.0,0.0698
182_cs,CONF_0002,-19.0737,503.095,800.3569,-100.0,85.1,-40.7,35.5,-25.4,24.4,0.0,0.1886
182_cs,CONF_0003,-19.0552,503.121,801.3306,-100.0,84.0,-40.2,35.1,-25.1,24.1,0.0,0.1943
182_cs,CONF_0005,-18.9936,501.3779,797.2421,-100.0,84.2,-40.2,35.0,-24.8,23.4,0.0,0.1389
182_cs,CONF_0006,-19.0389,502.5347,793.351,-100.0,85.5,-40.3,34.8,-23.8,21.7,0.0,0.0886
182_cs,CONF_0007,-19.0067,502.0104,801.4307,-100.0,83.3,-38.2,31.8,-20.5,17.6,0.0,0.0168
182_cs,CONF_0008,-19.282,509.2539,806.3742,-100.0,84.3,-39.4,34.0,-23.7,22.0,0.0,0.1287
182_cs,CONF_0010,-19.1032,504.6565,801.5227,-100.0,83.0,-38.0,31.9,-20.9,18.4,0.0,0.0631
182_cs,CONF_0013,-19.2679,508.6875,803.4523,-100.0,82.9,-37.3,31.4,-20.3,18.0,0.0,0.0668
182_cs,CONF_0019,-19.1663,506.2369,795.3358,-100.0,83.7,-38.6,32.8,-21.8,19.4,0.0,0.0617
182_cs,CONF_0020,-19.1912,506.9073,795.9336,-100.0,83.6,-38.4,32.5,-21.4,18.8,0.0,0.0563
182_cs,CONF_0025,-19.0037,501.475,801.2672,-100.0,84.7,-40.5,35.1,-25.2,24.2,0.0,0.2029
182_cs,CONF_0028,-19.007,501.5361,801.1262,-100.0,84.7,-40.5,35.0,-25.0,23.9,0.0,0.1886
182_cs,CONF_0031,-19.1953,506.8618,803.13,-100.0,84.5,-39.9,34.2,-23.5,21.3,0.0,0.0749
182_cs,CONF_0032,-19.1971,506.9072,803.1073,-100.0,84.4,-39.9,34.2,-23.5,21.2,0.0,0.0743
182_cs,CONF_0037,-19.0398,502.5593,793.3737,-100.0,85.5,-40.3,34.8,-23.9,21.7,0.0,0.0894
182_cs,CONF_0041,-19.0458,502.6584,793.67,-100.0,85.5,-40.3,34.8,-23.8,21.7,0.0,0.0886
182_cs,CONF_0043,-19.0965,504.515,798.0913,-100.0,82.5,-37.8,31.8,-20.8,18.2,0.0,0.0296
182_cs,CONF_0046,-18.8159,496.9478,794.5935,-100.0,83.2,-39.8,35.0,-25.9,26.0,0.0,0.2652
182_cs,CONF_0056,-18.9676,499.7824,794.1399,-100.0,83.6,-39.5,34.0,-23.4,21.5,0.0,0.0794
182_cs,CONF_0060,-19.1403,505.3414,796.1362,-100.0,83.4,-38.0,32.5,-21.6,19.4,0.0,0.0749
182_cs,CONF_0063,-19.1837,506.9109,807.024,-100.0,81.7,-36.5,30.2,-19.0,16.3,0.0,0.0277
182_cs,CONF_0064,-18.8127,496.6103,794.08,-100.0,82.4,-38.7,33.4,-23.7,22.7,0.0,0.1821
182_cs,CONF_0068,-19.1249,504.9168,800.0202,-100.0,82.9,-37.5,31.0,-19.6,16.8,0.0,0.029
182_cs,CONF_0084,-19.1296,505.0498,800.0149,-100.0,82.9,-37.5,31.0,-19.6,16.8,0.0,0.0285
182_cs,CONF_0087,-19.0813,504.2148,800.9519,-100.0,84.0,-40.0,35.0,-24.9,23.5,0.0,0.1422
182_cs,CONF_0091,-19.0852,503.5353,797.2717,-100.0,82.0,-36.5,30.6,-19.7,17.6,0.0,0.0762
182_cs,CONF_0094,-19.0777,503.3528,797.1512,-100.0,82.0,-36.4,30.6,-19.7,17.6,0.0,0.0788
182_cs,CONF_0108,-18.9358,500.3074,790.4131,-100.0,84.1,-39.0,33.4,-22.5,20.2,0.0,0.0568
182_cs,CONF_0114,-19.0711,503.9618,800.8191,-100.0,83.9,-40.0,35.0,-25.0,23.8,0.0,0.152
182_cs,CONF_0162,-18.9471,500.5895,790.7216,-100.0,84.1,-39.0,33.4,-22.5,20.2,0.0,0.0581
182_cs,CONF_0173,-19.0924,504.4028,797.994,-100.0,82.5,-37.7,31.7,-20.7,18.0,0.0,0.0279
182_cs,CONF_0227,-18.9489,500.4268,793.3355,-100.0,83.2,-38.6,32.3,-21.1,18.3,0.0,0.0282
182_cs,CONF_0240,-19.1264,504.9253,799.5916,-100.0,83.0,-37.5,31.0,-19.7,16.8,0.0,0.0283
182_cs,CONF_0270,-19.0749,504.056,800.7442,-100.0,83.9,-40.1,35.1,-25.1,23.8,0.0,0.1511
182_cs,CONF_0289,-19.1269,504.9008,799.6038,-100.0,83.0,-37.6,31.1,-19.7,16.9,0.0,0.0289
182_cs,CONF_0540,-19.0976,504.5033,801.1521,-100.0,83.0,-38.0,32.0,-20.9,18.5,0.0,0.0636
183_cs,CONF_0001,-25.8622,687.5366,1128.6687,-100.0,158.0,-25.7,83.9,5.370994,78.3,0.8036,0.1593
183_cs,CONF_0002,-25.8893,689.5155,1118.0132,-100.0,161.0,-24.1,87.6,7.935677,83.3,0.8689,0.1585
183_cs,CONF_0003,-26.0486,691.6057,1119.7481,-100.0,157.0,-25.8,82.3,8.931688,77.6,0.8612,0.0585
183_cs,CONF_0004,-26.1123,692.3919,1124.7433,-100.0,153.0,-25.2,74.5,3.669504,59.0,0.5594,0.025
183_cs,CONF_0005,-26.4911,703.5227,1118.6096,-100.0,161.0,-28.2,84.5,1.339646,75.3,0.7432,0.1495
183_cs,CONF_0006,-26.5067,703.9405,1121.3451,-100.0,161.0,-28.0,84.5,1.784932,75.4,0.7513,0.1436
183_cs,CONF_0008,-26.3559,702.0219,1134.2211,-100.0,156.0,-21.7,76.8,8.905343,61.7,0.6164,0.0141
183_cs,CONF_0009,-26.2606,697.6187,1118.0471,-100.0,158.0,-23.7,78.3,5.393559,62.9,0.5701,0.0291
183_cs,CONF_0010,-26.1006,692.9487,1121.4789,-100.0,157.0,-25.6,82.2,9.148271,77.7,0.8649,0.0586
183_cs,CONF_0012,-26.7433,712.3934,1136.4047,-100.0,160.0,-22.5,79.3,8.468075,64.1,0.6185,0.0162
183_cs,CONF_0014,-26.6216,708.4368,1129.3852,-100.0,158.0,-22.0,78.4,8.078171,62.5,0.5863,0.0188
183_cs,CONF_0016,-26.8631,715.1309,1127.0628,-100.0,162.0,-22.0,81.7,9.695874,67.7,0.7056,0.0212
183_cs,CONF_0017,-26.0873,694.3229,1125.6479,-100.0,155.0,-18.1,81.1,20.0,80.2,0.9898,0.0143
183_cs,CONF_0018,-25.8071,687.9541,1112.3725,-100.0,160.0,-24.6,84.6,5.550971,73.7,0.7141,0.1375
183_cs,CONF_0021,-25.9164,691.0848,1116.8311,-100.0,161.0,-23.9,84.6,5.921408,71.7,0.645,0.1186
183_cs,CONF_0023,-26.3243,702.1138,1118.5574,-100.0,162.0,-23.4,85.8,7.54364,75.1,0.7565,0.1215
183_cs,CONF_0027,-26.4205,701.6525,1119.4923,-100.0,161.0,-27.6,84.5,2.379909,75.3,0.7547,0.1369
183_cs,CONF_0029,-26.1117,693.254,1121.4494,-100.0,157.0,-25.4,81.9,9.399516,77.2,0.859,0.0529
183_cs,CONF_0032,-26.4639,702.7058,1119.7947,-100.0,161.0,-27.5,84.4,2.424008,74.8,0.7459,0.1297
183_cs,CONF_0039,-26.0577,691.8448,1120.5762,-100.0,157.0,-25.5,82.2,9.205947,77.6,0.8629,0.058
183_cs,CONF_0044,-26.2562,697.3289,1117.6506,-100.0,158.0,-23.9,78.4,5.217405,62.9,0.5719,0.0296
183_cs,CONF_0061,-26.0454,692.0356,1107.4051,-100.0,161.0,-22.0,91.8,19.1,100.0,1.2765,0.1188
183_cs,CONF_0062,-26.2468,698.4367,1129.3744,-100.0,156.0,-19.9,78.8,13.7,69.0,0.8136,0.0134
183_cs,CONF_0074,-25.8492,687.2406,1128.4384,-100.0,158.0,-25.8,83.9,5.283642,78.2,0.8056,0.1587
183_cs,CONF_0077,-26.4643,703.7206,1122.8692,-100.0,158.0,-19.9,80.6,13.9,70.9,0.8582,0.0171
183_cs,CONF_0083,-26.7092,711.4203,1135.6722,-100.0,160.0,-22.5,79.4,8.700559,64.4,0.626,0.0159
183_cs,CONF_0093,-26.0312,693.2285,1122.0015,-100.0,161.0,-24.5,86.5,6.619136,81.1,0.8123,0.155
183_cs,CONF_0099,-26.829,714.1412,1127.1172,-100.0,162.0,-21.9,81.7,9.847191,67.6,0.7135,0.0184
183_cs,CONF_0118,-26.1663,693.5298,1124.8649,-100.0,154.0,-26.0,74.2,2.285149,57.8,0.5033,0.0325
183_cs,CONF_0130,-26.3338,701.242,1124.4512,-100.0,159.0,-18.0,85.1,22.3,87.0,1.1076,0.0168
183_cs,CONF_0136,-26.2154,695.9418,1117.6265,-100.0,158.0,-24.6,78.0,4.372955,62.0,0.5542,0.0343
183_cs,CONF_0137,-25.8938,688.5919,1129.6437,-100.0,157.0,-26.4,82.5,3.343322,74.3,0.72,0.1449
183_cs,CONF_0139,-26.5728,707.0011,1128.7091,-100.0,158.0,-20.9,79.5,10.9,66.5,0.7252,0.0228
183_cs,CONF_0160,-25.905,689.8915,1114.5823,-100.0,161.0,-25.0,85.7,5.268968,78.3,0.7785,0.1473
183_cs,CONF_0162,-26.2637,700.7205,1118.333,-100.0,163.0,-23.7,86.0,7.231951,75.0,0.7452,0.1185
184_cs,CONF_0001,-25.9443,688.6997,1117.0624,-100.0,157.0,-23.4,85.3,15.7,88.7,1.0541,0.0659
184_cs,CONF_0002,-25.7199,684.1954,1124.7271,-100.0,158.0,-26.0,83.8,4.933084,77.7,0.7988,0.1572
184_cs,CONF_0003,-26.4985,703.5915,1120.6973,-100.0,160.0,-25.9,85.3,7.701801,82.1,0.8607,0.1123
184_cs,CONF_0004,-26.4186,701.5577,1118.0693,-100.0,160.0,-25.6,85.4,7.939882,81.8,0.8594,0.1073
184_cs,CONF_0005,-25.9826,692.0771,1122.1573,-100.0,161.0,-24.1,87.3,7.806331,82.7,0.8598,0.1531
184_cs,CONF_0007,-26.1189,692.5525,1123.3832,-100.0,153.0,-25.3,74.3,3.481057,58.7,0.552,0.0244
184_cs,CONF_0008,-25.9269,688.2753,1116.6848,-100.0,157.0,-23.4,85.2,15.5,88.2,1.049,0.0656
184_cs,CONF_0010,-26.2241,698.0467,1129.4955,-100.0,156.0,-20.1,78.7,13.4,68.5,0.8218,0.0134
184_cs,CONF_0011,-26.2847,697.9473,1118.3634,-100.0,158.0,-23.6,78.5,5.440725,63.1,0.5738,0.029
184_cs,CONF_0014,-26.7323,712.1405,1136.4316,-100.0,160.0,-22.5,79.4,8.555528,64.4,0.6243,0.0182
184_cs,CONF_0015,-26.5301,705.5576,1125.5425,-100.0,158.0,-20.2,80.7,13.7,71.3,0.8375,0.0174
184_cs,CONF_0016,-26.4063,703.159,1134.5514,-100.0,156.0,-22.0,76.5,8.212144,60.7,0.5766,0.0137
184_cs,CONF_0017,-26.8705,715.3672,1127.1164,-100.0,163.0,-22.1,82.2,9.763004,68.5,0.7157,0.0241
184_cs,CONF_0018,-26.634,709.5496,1133.7704,-100.0,160.0,-22.2,79.5,8.542974,63.7,0.6209,0.0154
184_cs,CONF_0020,-25.9026,690.6828,1117.1748,-100.0,161.0,-23.6,83.6,6.492163,70.1,0.6388,0.0898
184_cs,CONF_0022,-26.3189,702.0031,1121.5102,-100.0,163.0,-25.8,84.8,3.382254,70.6,0.6029,0.0994
184_cs,CONF_0024,-26.4437,702.1626,1118.2377,-100.0,160.0,-26.0,85.5,7.494906,82.3,0.8548,0.1195
184_cs,CONF_0026,-25.9437,688.6916,1117.4159,-100.0,157.0,-23.4,85.2,15.4,88.1,1.0446,0.0654
184_cs,CONF_0031,-26.5037,703.7707,1120.7434,-100.0,160.0,-25.8,85.5,8.024657,82.6,0.8691,0.1128
184_cs,CONF_0039,-25.9402,688.6014,1117.169,-100.0,157.0,-23.3,85.2,15.6,88.4,1.0527,0.0655
184_cs,CONF_0041,-26.1484,693.3241,1124.9036,-100.0,153.0,-25.2,74.5,3.709622,59.0,0.5561,0.025
184_cs,CONF_0055,-26.0505,693.4228,1125.6709,-100.0,155.0,-17.2,82.6,22.8,84.7,1.1772,0.0198
184_cs,CONF_0059,-26.1278,694.0392,1112.5518,-100.0,158.0,-23.8,78.6,5.458238,63.2,0.5768,0.0282
184_cs,CONF_0069,-26.4646,703.6251,1123.6196,-100.0,158.0,-18.7,83.1,18.6,80.5,1.0052,0.0245
184_cs,CONF_0073,-26.4107,703.4005,1127.0212,-100.0,159.0,-18.8,84.0,19.6,81.7,1.0932,0.0171
184_cs,CONF_0081,-25.8537,687.3592,1128.9012,-100.0,158.0,-25.9,83.6,5.220055,77.8,0.7946,0.1554
184_cs,CONF_0086,-26.7403,711.6318,1124.1816,-100.0,162.0,-19.9,84.7,16.0,78.1,0.9506,0.0257
184_cs,CONF_0103,-25.9533,691.1427,1118.8622,-100.0,161.0,-24.3,86.6,7.174263,81.1,0.817,0.1492
184_cs,CONF_0127,-26.1109,691.9791,1125.1791,-100.0,154.0,-25.3,74.9,4.085152,60.0,0.5892,0.0264
184_cs,CONF_0129,-25.9441,691.7671,1117.8572,-100.0,160.0,-25.8,83.1,2.778737,69.1,0.5725,0.1101
184_cs,CONF_0136,-25.7044,683.5443,1120.4856,-100.0,158.0,-25.9,83.9,5.414242,78.1,0.8233,0.1596
184_cs,CONF_0138,-26.6188,708.3594,1129.8937,-100.0,158.0,-21.5,78.8,9.620798,64.7,0.6391,0.0164
184_cs,CONF_0154,-25.9833,691.8595,1120.9259,-100.0,161.0,-24.2,87.6,7.847263,83.1,0.8656,0.16
184_cs,CONF_0158,-26.2941,701.3025,1119.0898,-100.0,163.0,-25.8,84.8,3.466494,70.4,0.6012,0.0968
184_cs,CONF_0169,-26.1141,692.1498,1124.4622,-100.0,153.0,-24.9,75.0,4.622237,60.3,0.6026,0.0252
185_cs,CONF_0001,-18.8158,495.3044,713.4905,-100.0,98.6,-45.2,45.9,-25.0,30.6,0.0737,0.0292
185_cs,CONF_0002,-18.8232,495.4931,713.6974,-100.0,98.7,-45.3,46.0,-24.9,30.6,0.0742,0.0294
186_cs,CONF_0001,-18.8223,495.4809,713.5099,-100.0,98.7,-45.2,46.0,-24.8,30.7,0.0775,0.0291
186_cs,CONF_0002,-18.8048,494.9827,713.2358,-100.0,98.9,-45.2,46.3,-24.8,31.2,0.0848,0.0306
187_cs,CONF_0002,-22.3516,599.5263,965.8657,-100.0,164.0,-49.0,82.4,-25.1,54.4,0.0327,0.0674
187_cs,CONF_0004,-22.8208,610.7533,971.0077,-100.0,164.0,-50.3,80.7,-25.1,51.4,0.029,0.0191
187_cs,CONF_0005,-22.689,607.4361,974.5371,-100.0,164.0,-52.3,83.3,-28.6,56.1,0.0219,0.1368
187_cs,CONF_0008,-22.8207,610.7312,971.0607,-100.0,164.0,-50.2,80.8,-25.0,51.5,0.0296,0.0193
187_cs,CONF_0011,-22.3646,599.8598,965.921,-100.0,164.0,-49.1,82.3,-25.2,54.2,0.0323,0.0673
187_cs,CONF_0014,-22.5647,604.2311,972.2637,-100.0,165.0,-53.4,84.6,-30.1,57.7,0.0216,0.145
