Ligand,Conformer,E_vdw,Area,Volume,Sigma_moment(1),Sigma_moment(2),Sigma_moment(3),Sigma_moment(4),Sigma_moment(5),Sigma_moment(6),H_bond(accept),H_bond(donor)
166_cs,CONF_0002,-20.0974,522.8131,796.9121,-100.0,125.0,-56.5,56.6,-36.9,35.2,0.0,0.0873
166_cs,CONF_0004,-19.7999,515.955,791.099,-100.0,122.0,-52.5,52.9,-32.6,31.1,0.0,0.068
166_cs,CONF_0005,-20.2023,526.5534,790.5699,-100.0,125.0,-53.6,55.5,-33.6,32.9,0.0,0.075
166_cs,CONF_0006,-20.4039,530.5152,787.3071,-100.0,129.0,-57.5,58.2,-37.4,35.8,0.0,0.0968
166_cs,CONF_0007,-20.3819,529.552,797.0167,-100.0,129.0,-61.6,63.9,-48.2,52.6,0.0,0.4463
166_cs,CONF_0008,-20.2958,528.6102,790.9278,-100.0,125.0,-56.3,58.0,-38.3,37.9,0.0,0.1421
166_cs,CONF_0009,-20.0891,521.8681,776.9082,-100.0,128.0,-59.1,60.7,-41.2,41.1,0.0,0.1418
166_cs,CONF_0010,-20.3867,530.079,786.7548,-100.0,129.0,-57.5,58.2,-37.4,35.7,0.0,0.0855
166_cs,CONF_0011,-20.0876,521.8353,776.539,-100.0,128.0,-59.6,61.6,-43.1,44.6,0.0,0.162
166_cs,CONF_0012,-20.4029,530.5109,787.1266,-100.0,129.0,-57.5,58.3,-37.5,35.8,0.0,0.0956
166_cs,CONF_0013,-20.0631,521.175,775.7377,-100.0,128.0,-58.8,60.1,-40.3,39.6,0.0,0.1148
166_cs,CONF_0014,-20.0661,521.3185,776.4517,-100.0,128.0,-59.4,61.1,-42.1,42.6,0.0,0.1597
166_cs,CONF_0015,-20.3133,527.8036,791.4468,-100.0,125.0,-57.4,57.0,-38.0,36.4,0.0,0.1469
166_cs,CONF_0016,-20.0668,521.6246,783.4432,-100.0,128.0,-61.0,62.1,-43.9,43.6,0.0,0.2707
166_cs,CONF_0017,-20.4192,530.4673,798.0294,-100.0,128.0,-59.4,59.6,-40.7,39.5,0.0,0.1853
167_cs,CONF_0001,-19.9815,524.8275,849.4591,-100.0,90.4,-45.0,38.4,-27.2,24.0,0.0,0.0465
167_cs,CONF_0003,-19.9092,524.3973,845.6126,-100.0,89.7,-44.8,39.4,-29.7,28.6,0.0,0.2417
167_cs,CONF_0005,-20.257,532.879,847.8081,-100.0,91.0,-45.2,39.9,-29.6,28.0,0.0,0.1849
167_cs,CONF_0006,-19.9806,525.4479,838.6112,-100.0,90.4,-44.7,38.9,-27.8,25.1,0.0,0.0599
167_cs,CONF_0008,-19.9931,526.22,848.1358,-100.0,90.3,-44.6,38.0,-26.7,23.3,0.0,0.0347
167_cs,CONF_0012,-19.9831,524.843,849.6245,-100.0,90.4,-45.0,38.4,-27.3,24.1,0.0,0.0472
167_cs,CONF_0013,-19.7307,518.9759,838.1323,-100.0,90.1,-45.8,40.4,-30.4,28.8,0.0,0.1766
167_cs,CONF_0014,-19.9599,525.0535,844.8501,-100.0,90.3,-45.7,40.4,-30.4,28.8,0.0,0.1675
167_cs,CONF_0019,-19.8799,523.0696,844.9997,-100.0,91.1,-46.2,40.4,-30.0,28.0,0.0,0.1529
167_cs,CONF_0021,-19.9105,523.2816,836.6216,-100.0,88.7,-42.3,35.7,-24.1,20.8,0.0,0.0369
167_cs,CONF_0024,-19.9119,523.3022,836.7175,-100.0,88.6,-42.3,35.6,-24.0,20.8,0.0,0.0365
167_cs,CONF_0025,-19.8795,523.072,845.1752,-100.0,91.0,-46.2,40.4,-30.0,28.0,0.0,0.1526
167_cs,CONF_0027,-19.8578,522.0723,840.936,-100.0,89.7,-43.7,37.5,-26.2,23.3,0.0,0.0478
167_cs,CONF_0028,-19.7861,519.8678,841.4611,-100.0,89.1,-44.4,38.8,-29.3,28.6,0.0,0.2563
167_cs,CONF_0031,-20.2647,533.079,848.0548,-100.0,91.0,-45.3,40.1,-29.9,28.4,0.0,0.1947
167_cs,CONF_0035,-20.117,529.0953,849.6986,-100.0,88.6,-42.6,36.1,-24.8,21.6,0.0,0.0346
167_cs,CONF_0036,-19.7983,520.1833,841.7815,-100.0,89.1,-44.5,38.9,-29.3,28.6,0.0,0.2503
167_cs,CONF_0038,-19.6554,516.6735,847.1043,-100.0,88.5,-44.4,38.2,-27.6,25.0,0.0,0.0809
167_cs,CONF_0039,-19.9646,525.0314,838.4981,-100.0,90.3,-44.6,38.8,-27.8,25.0,0.0,0.0604
167_cs,CONF_0041,-19.764,519.4761,846.8298,-100.0,88.2,-42.8,36.2,-24.7,21.5,0.0,0.0296
167_cs,CONF_0042,-20.115,528.3336,852.6714,-100.0,87.2,-41.5,34.8,-23.4,20.2,0.0,0.0367
167_cs,CONF_0043,-19.8015,520.5358,838.5766,-100.0,90.0,-44.0,37.7,-26.4,23.3,0.0,0.046
167_cs,CONF_0055,-19.7579,519.3682,837.2371,-100.0,91.4,-47.0,42.5,-33.1,32.6,0.0,0.2605
167_cs,CONF_0056,-20.3266,533.9414,860.7126,-100.0,89.3,-43.3,36.3,-24.9,21.5,0.0,0.0242
167_cs,CONF_0057,-20.1059,528.0879,852.4934,-100.0,87.2,-41.4,34.8,-23.4,20.2,0.0,0.037
167_cs,CONF_0059,-19.9603,525.4304,845.7178,-100.0,89.7,-44.3,38.3,-27.5,25.1,0.0,0.1279
167_cs,CONF_0072,-20.2714,533.3434,853.1426,-100.0,87.4,-41.2,34.4,-22.9,19.5,0.0,0.0138
167_cs,CONF_0076,-19.7714,520.165,834.9234,-100.0,91.3,-45.2,39.3,-28.4,26.2,0.0,0.1394
167_cs,CONF_0077,-19.9811,525.7077,845.7063,-100.0,88.8,-43.8,37.3,-26.1,22.8,0.0,0.0308
167_cs,CONF_0079,-19.9421,524.5214,844.4288,-100.0,90.4,-46.3,41.4,-32.3,31.8,0.0,0.2627
167_cs,CONF_0083,-19.7014,517.8279,848.672,-100.0,87.6,-42.6,36.0,-24.7,21.5,0.0,0.0347
167_cs,CONF_0127,-19.6162,515.7798,833.261,-100.0,90.8,-46.4,41.0,-31.1,29.7,0.0,0.1928
167_cs,CONF_0134,-20.3077,534.2796,855.0693,-100.0,88.9,-42.0,35.7,-24.1,20.9,0.0,0.0306
167_cs,CONF_0153,-19.7356,519.2473,834.051,-100.0,91.4,-45.1,39.2,-28.3,26.1,0.0,0.1395
167_cs,CONF_0186,-19.6608,516.7958,847.3617,-100.0,88.5,-44.4,38.3,-27.7,25.1,0.0,0.0818
167_cs,CONF_0215,-19.8066,520.4013,842.1203,-100.0,89.1,-44.4,38.8,-29.2,28.5,0.0,0.2509
167_cs,CONF_0227,-19.714,518.2766,848.5982,-100.0,87.7,-42.6,36.0,-24.6,21.4,0.0,0.0319
167_cs,CONF_0278,-20.3053,533.3849,859.6382,-100.0,89.4,-43.3,36.4,-25.0,21.6,0.0,0.0246
167_cs,CONF_0281,-19.7381,518.8747,836.8868,-100.0,91.4,-47.1,42.7,-33.5,33.2,0.0,0.2771
167_cs,CONF_0318,-19.8055,520.6264,838.7349,-100.0,90.0,-44.1,37.8,-26.5,23.5,0.0,0.0477
168_cs,CONF_0001,-19.8659,521.7497,845.2515,-100.0,90.0,-44.6,37.7,-26.5,23.2,0.0,0.0476
168_cs,CONF_0003,-19.8651,523.2268,844.0944,-100.0,89.9,-45.0,39.6,-29.9,28.8,0.0,0.2444
168_cs,CONF_0004,-19.9231,523.6592,849.8866,-100.0,89.7,-44.8,38.4,-27.6,24.8,0.0,0.0778
168_cs,CONF_0005,-20.1981,531.3343,846.2385,-100.0,91.2,-45.3,40.2,-29.9,28.5,0.0,0.1953
168_cs,CONF_0006,-19.9772,525.4057,838.6048,-100.0,90.3,-44.5,38.7,-27.6,24.9,0.0,0.0632
168_cs,CONF_0008,-19.85,522.2874,844.4444,-100.0,91.1,-46.3,40.5,-30.3,28.4,0.0,0.1664
168_cs,CONF_0012,-19.7412,519.2782,838.7447,-100.0,90.1,-45.8,40.4,-30.4,28.8,0.0,0.1767
168_cs,CONF_0013,-19.933,523.5119,846.1571,-100.0,89.8,-44.2,37.4,-26.2,22.9,0.0,0.046
168_cs,CONF_0014,-19.8614,522.3955,842.0882,-100.0,90.5,-46.5,41.6,-32.5,32.0,0.0,0.2674
168_cs,CONF_0017,-19.9191,524.1762,846.7449,-100.0,90.7,-45.5,39.6,-29.1,27.1,0.0,0.1605
168_cs,CONF_0020,-19.9003,523.0226,836.4058,-100.0,88.6,-42.2,35.6,-24.0,20.7,0.0,0.0358
168_cs,CONF_0023,-19.8915,522.7924,836.541,-100.0,88.6,-42.3,35.6,-24.1,20.8,0.0,0.0363
168_cs,CONF_0024,-19.9177,524.1395,846.6414,-100.0,90.7,-45.5,39.5,-29.1,27.0,0.0,0.1606
168_cs,CONF_0026,-19.9589,524.7684,843.5646,-100.0,89.1,-42.7,36.3,-24.9,21.7,0.0,0.0442
168_cs,CONF_0027,-19.7955,520.1909,844.0495,-100.0,88.3,-42.7,35.8,-24.4,21.1,0.0,0.0424
168_cs,CONF_0030,-20.2005,531.3923,846.3109,-100.0,91.2,-45.4,40.2,-30.0,28.5,0.0,0.1958
168_cs,CONF_0033,-20.2951,533.954,854.7744,-100.0,88.9,-42.0,35.7,-24.1,20.9,0.0,0.0305
168_cs,CONF_0034,-20.1031,528.7531,849.2306,-100.0,88.4,-42.5,36.0,-24.7,21.5,0.0,0.0349
168_cs,CONF_0035,-19.8382,521.1944,843.2178,-100.0,89.1,-44.5,39.1,-29.7,29.3,0.0,0.2689
168_cs,CONF_0037,-19.6692,517.0394,847.7512,-100.0,88.5,-44.3,38.0,-27.3,24.6,0.0,0.0711
168_cs,CONF_0039,-19.6389,516.2357,842.8495,-100.0,88.1,-42.9,36.2,-24.8,21.5,0.0,0.0308
168_cs,CONF_0040,-20.1134,528.2615,852.425,-100.0,87.3,-41.5,34.8,-23.5,20.3,0.0,0.0375
168_cs,CONF_0041,-19.9584,524.758,843.4712,-100.0,89.1,-42.8,36.3,-24.9,21.8,0.0,0.0445
168_cs,CONF_0053,-19.7453,519.0856,837.0007,-100.0,91.4,-47.0,42.6,-33.4,33.0,0.0,0.2751
168_cs,CONF_0054,-20.3794,535.2731,861.607,-100.0,89.2,-43.3,36.2,-24.8,21.3,0.0,0.0231
168_cs,CONF_0055,-20.1063,528.0827,852.3393,-100.0,87.3,-41.5,34.9,-23.5,20.3,0.0,0.0379
168_cs,CONF_0057,-20.1356,530.0253,851.0312,-100.0,89.5,-44.1,38.1,-27.4,25.0,0.0,0.1294
168_cs,CONF_0070,-20.263,533.1384,853.2312,-100.0,87.5,-41.1,34.4,-22.8,19.4,0.0,0.0134
168_cs,CONF_0073,-19.7731,520.199,835.1352,-100.0,91.3,-45.1,39.2,-28.3,26.0,0.0,0.1364
168_cs,CONF_0075,-19.9808,525.7178,845.7437,-100.0,88.8,-43.8,37.3,-26.1,22.8,0.0,0.0309
168_cs,CONF_0076,-19.8476,522.0491,841.5642,-100.0,90.4,-46.3,41.4,-32.2,31.7,0.0,0.258
168_cs,CONF_0080,-19.7081,518.0621,849.2791,-100.0,87.7,-42.7,36.1,-24.8,21.6,0.0,0.0362
168_cs,CONF_0124,-19.605,515.3995,832.6177,-100.0,91.2,-47.1,41.6,-31.8,30.3,0.0,0.1918
168_cs,CONF_0131,-20.298,534.0171,854.791,-100.0,88.9,-42.0,35.7,-24.1,20.8,0.0,0.0296
168_cs,CONF_0150,-19.7658,520.0147,834.9821,-100.0,91.3,-45.1,39.2,-28.2,26.0,0.0,0.1371
168_cs,CONF_0184,-19.6572,516.7367,847.5321,-100.0,88.5,-44.3,38.1,-27.3,24.6,0.0,0.0705
168_cs,CONF_0213,-19.8003,520.2433,842.236,-100.0,89.2,-44.7,39.3,-30.0,29.7,0.0,0.2847
168_cs,CONF_0225,-19.7076,518.0354,848.9721,-100.0,87.7,-42.6,36.0,-24.7,21.5,0.0,0.034
168_cs,CONF_0274,-20.293,533.0483,859.2075,-100.0,89.3,-43.3,36.3,-24.9,21.4,0.0,0.023
168_cs,CONF_0293,-19.9638,524.8956,843.8107,-100.0,89.0,-42.7,36.3,-24.8,21.7,0.0,0.0441
169_cs,CONF_0001,-23.5136,619.1272,998.3431,-100.0,92.6,-41.2,37.3,-24.7,22.5,0.0,0.0559
169_cs,CONF_0002,-22.8582,600.559,981.806,-100.0,92.0,-41.3,37.5,-25.4,24.0,0.0,0.1322
169_cs,CONF_0003,-22.8826,601.7222,986.4918,-100.0,91.2,-41.9,38.2,-27.0,26.0,0.0,0.1601
169_cs,CONF_0005,-22.7893,599.8693,984.9366,-100.0,92.2,-41.9,38.3,-26.2,24.6,0.0,0.0985
169_cs,CONF_0010,-22.7781,599.0867,984.1526,-100.0,91.4,-40.8,36.7,-24.1,21.9,0.0,0.0523
169_cs,CONF_0013,-23.6023,620.6217,1004.9524,-100.0,91.4,-43.2,38.5,-27.8,26.1,0.0,0.1602
169_cs,CONF_0025,-23.1985,609.1472,995.1114,-100.0,91.7,-43.2,38.6,-27.8,26.4,0.0,0.1759
169_cs,CONF_0031,-23.4137,616.3764,997.7603,-100.0,93.2,-42.4,38.9,-26.9,25.3,0.0,0.1033
169_cs,CONF_0032,-23.3358,612.6015,991.1031,-100.0,91.4,-43.7,38.1,-27.3,25.0,0.0,0.1349
169_cs,CONF_0033,-23.4238,616.6455,998.0129,-100.0,93.1,-42.2,38.7,-26.5,24.9,0.0,0.0924
16_cs,CONF_0001,-22.4305,587.0426,932.4939,-100.0,100.0,-39.2,36.3,-19.8,18.0,0.0,0.009
16_cs,CONF_0002,-21.4331,560.9507,926.0676,-100.0,89.8,-40.8,33.8,-22.1,18.8,0.0,0.0443
16_cs,CONF_0003,-21.9742,574.3223,934.3686,-100.0,95.4,-39.6,33.2,-18.9,15.4,0.0,0.0002
16_cs,CONF_0004,-21.4509,561.7285,920.6049,-100.0,97.4,-43.0,39.7,-25.3,24.0,0.0,0.0524
16_cs,CONF_0005,-21.4789,562.1186,928.0145,-100.0,89.8,-40.2,33.1,-20.9,17.3,0.0,0.0087
16_cs,CONF_0006,-21.4811,562.1763,927.9562,-100.0,89.9,-40.4,33.4,-21.3,17.7,0.0,0.0149
16_cs,CONF_0008,-21.4766,562.0736,927.7561,-100.0,89.8,-40.3,33.2,-21.1,17.5,0.0,0.0109
16_cs,CONF_0009,-21.9443,574.4387,924.7374,-100.0,97.9,-37.5,34.2,-17.4,15.7,0.0,0.0
16_cs,CONF_0010,-21.4744,562.0132,927.7481,-100.0,89.8,-40.4,33.2,-21.1,17.5,0.0,0.0112
16_cs,CONF_0011,-21.4173,560.5411,925.8685,-100.0,89.9,-40.9,33.9,-22.2,18.9,0.0,0.0457
16_cs,CONF_0013,-21.4772,562.077,927.8808,-100.0,89.8,-40.5,33.3,-21.2,17.6,0.0,0.0131
16_cs,CONF_0015,-22.3801,585.5173,937.5454,-100.0,98.0,-37.9,33.9,-17.9,15.7,0.0,0.0129
16_cs,CONF_0016,-21.4722,562.3406,921.4084,-100.0,97.3,-43.1,39.8,-25.6,24.3,0.0,0.0645
16_cs,CONF_0017,-21.4411,561.4767,920.134,-100.0,97.3,-43.0,39.7,-25.3,24.0,0.0,0.0541
16_cs,CONF_0018,-20.9401,548.7131,927.8386,-100.0,88.6,-41.0,34.1,-23.2,20.4,0.0,0.0836
16_cs,CONF_0019,-20.9976,550.2451,929.5814,-100.0,88.5,-41.0,34.0,-23.1,20.3,0.0,0.0816
16_cs,CONF_0020,-22.159,579.7802,922.3413,-100.0,98.6,-37.7,35.0,-18.3,16.8,0.0,0.0007
16_cs,CONF_0022,-22.4126,586.6448,931.4765,-100.0,99.8,-39.0,36.1,-19.6,17.8,0.0,0.0117
16_cs,CONF_0023,-20.9984,550.2683,929.5574,-100.0,88.6,-41.0,34.0,-23.1,20.3,0.0,0.0823
16_cs,CONF_0024,-22.3905,585.4153,937.3833,-100.0,98.4,-38.0,33.7,-17.6,15.2,0.0,0.0
16_cs,CONF_0025,-21.3266,558.7983,933.9749,-100.0,89.5,-41.3,34.0,-22.7,19.3,0.0,0.0364
16_cs,CONF_0026,-21.4868,562.6982,922.0102,-100.0,97.4,-43.1,39.7,-25.5,24.1,0.0,0.0578
16_cs,CONF_0027,-21.2387,556.4706,931.1224,-100.0,89.7,-41.5,34.3,-23.0,19.6,0.0,0.035
16_cs,CONF_0028,-21.4955,562.4203,927.9888,-100.0,90.0,-40.4,33.2,-21.1,17.4,0.0,0.0082
16_cs,CONF_0029,-22.138,579.2678,921.1575,-100.0,98.8,-37.7,35.1,-18.2,16.8,0.0,0.0007
16_cs,CONF_0030,-21.4825,562.1162,927.533,-100.0,89.9,-40.3,33.1,-20.9,17.3,0.0,0.0071
16_cs,CONF_0031,-21.4889,562.262,927.6968,-100.0,89.9,-40.3,33.2,-21.0,17.3,0.0,0.0071
170_cs,CONF_0001,-23.41,616.227,997.0839,-100.0,93.1,-42.1,38.5,-26.2,24.3,0.0,0.0727
170_cs,CONF_0008,-22.8352,599.9294,980.7995,-100.0,91.9,-41.4,37.6,-25.5,23.9,0.0,0.1191
170_cs,CONF_0022,-23.3971,615.8674,996.9528,-100.0,93.1,-42.2,38.6,-26.4,24.6,0.0,0.0835
170_cs,CONF_0027,-23.4196,616.4756,997.3235,-100.0,93.0,-42.0,38.3,-25.9,23.9,0.0,0.0649
170_cs,CONF_0041,-22.6425,595.5239,979.8929,-100.0,91.4,-42.2,38.6,-27.5,26.4,0.0,0.1556
170_cs,CONF_0114,-22.834,599.9005,980.7862,-100.0,92.0,-41.4,37.6,-25.5,23.9,0.0,0.1192
171_cs,CONF_0002,-17.0348,446.9897,671.335,-100.0,85.6,-41.3,35.5,-24.2,22.2,0.0,0.1169
171_cs,CONF_0004,-17.1156,449.1173,676.0538,-100.0,85.4,-41.9,36.2,-25.3,23.6,0.0,0.1384
171_cs,CONF_0005,-17.1145,449.0539,676.0663,-100.0,85.3,-41.8,36.1,-25.0,23.2,0.0,0.121
171_cs,CONF_0008,-17.1727,450.6494,675.6622,-100.0,85.5,-41.2,34.7,-22.8,20.0,0.0,0.0589
171_cs,CONF_0012,-17.1168,449.1456,672.5277,-100.0,86.7,-42.5,36.5,-25.2,22.9,0.0,0.0938
171_cs,CONF_0015,-17.115,449.1512,676.4804,-100.0,85.3,-42.0,36.1,-25.2,23.2,0.0,0.1143
171_cs,CONF_0020,-17.0916,448.7011,672.4876,-100.0,85.7,-41.9,36.3,-25.3,23.9,0.0,0.1541
171_cs,CONF_0021,-17.122,449.349,676.6227,-100.0,85.2,-41.8,35.8,-24.8,22.7,0.0,0.1043
171_cs,CONF_0025,-17.1477,450.1776,675.1783,-100.0,85.1,-41.1,34.9,-23.0,20.3,0.0,0.059
171_cs,CONF_0027,-17.1252,449.4612,675.5858,-100.0,84.5,-41.6,35.8,-25.0,23.2,0.0,0.1258
171_cs,CONF_0030,-17.1637,450.3503,678.37,-100.0,85.2,-42.0,36.4,-25.4,23.6,0.0,0.102
171_cs,CONF_0032,-17.0851,448.4362,672.623,-100.0,85.3,-41.2,34.8,-22.9,20.1,0.0,0.0635
171_cs,CONF_0034,-17.0669,447.7104,670.9116,-100.0,86.0,-41.6,35.6,-24.1,21.8,0.0,0.0955
171_cs,CONF_0037,-17.1594,450.5772,676.6791,-100.0,85.6,-41.8,36.3,-25.6,24.4,0.0,0.1655
171_cs,CONF_0040,-17.1558,450.491,676.4604,-100.0,85.6,-41.9,36.4,-25.9,25.0,0.0,0.1821
171_cs,CONF_0044,-16.9004,443.8686,669.6684,-100.0,85.1,-41.0,35.2,-23.6,21.6,0.0,0.1026
171_cs,CONF_0045,-17.1503,450.357,676.4549,-100.0,85.7,-42.0,36.5,-25.8,24.7,0.0,0.1682
171_cs,CONF_0046,-16.9257,444.5368,671.22,-100.0,83.5,-40.1,33.6,-22.1,19.5,0.0,0.0715
171_cs,CONF_0047,-17.1649,450.7272,681.9213,-100.0,84.3,-41.5,35.5,-24.5,22.3,0.0,0.0822
171_cs,CONF_0049,-17.1883,451.4808,678.8971,-100.0,84.5,-39.9,33.4,-21.3,18.4,0.0,0.0206
171_cs,CONF_0052,-17.0586,447.8721,676.2737,-100.0,86.0,-42.6,36.7,-25.2,22.6,0.0,0.0606
171_cs,CONF_0054,-17.1547,450.4578,676.7761,-100.0,85.7,-42.0,36.6,-26.0,25.1,0.0,0.1789
171_cs,CONF_0058,-17.1281,449.7964,677.0055,-100.0,84.3,-39.8,33.5,-21.6,18.9,0.0,0.0364
171_cs,CONF_0062,-17.178,450.7974,675.8961,-100.0,85.5,-41.2,34.7,-22.8,19.9,0.0,0.059
171_cs,CONF_0064,-17.1628,450.813,681.1182,-100.0,84.2,-41.8,35.8,-25.5,23.8,0.0,0.1332
171_cs,CONF_0065,-17.1534,450.27,678.7811,-100.0,84.7,-41.7,35.9,-25.0,23.1,0.0,0.1086
171_cs,CONF_0073,-17.1714,450.9021,681.6713,-100.0,84.3,-41.5,35.5,-24.5,22.3,0.0,0.0834
171_cs,CONF_0076,-17.2394,452.568,681.5714,-100.0,84.5,-39.7,33.4,-21.5,18.9,0.0,0.048
171_cs,CONF_0078,-17.1661,450.7676,681.6827,-100.0,84.3,-41.5,35.5,-24.5,22.2,0.0,0.0818
171_cs,CONF_0082,-16.9451,444.613,673.1085,-100.0,84.3,-41.3,35.6,-24.7,23.1,0.0,0.1454
171_cs,CONF_0083,-17.0752,448.2711,677.186,-100.0,85.2,-42.0,35.9,-24.6,22.1,0.0,0.0645
172_cs,CONF_0002,-17.1097,448.86,673.441,-100.0,85.5,-41.2,35.6,-24.4,22.6,0.0,0.132
172_cs,CONF_0004,-17.0979,448.6587,675.7131,-100.0,85.3,-41.8,36.2,-25.2,23.4,0.0,0.1365
172_cs,CONF_0005,-17.1807,450.814,678.4526,-100.0,85.1,-41.5,35.8,-24.8,23.1,0.0,0.1219
172_cs,CONF_0006,-17.0973,448.8124,674.9814,-100.0,84.5,-40.1,33.8,-21.8,19.0,0.0,0.0459
172_cs,CONF_0009,-17.1724,450.6841,675.5414,-100.0,85.5,-41.2,34.7,-22.8,19.9,0.0,0.0589
172_cs,CONF_0013,-17.1098,448.9839,672.4569,-100.0,86.6,-42.2,36.2,-24.7,22.2,0.0,0.0742
172_cs,CONF_0016,-17.1339,449.6567,677.0463,-100.0,85.2,-42.0,36.0,-25.1,23.0,0.0,0.1101
172_cs,CONF_0021,-17.0688,448.1401,671.829,-100.0,85.6,-41.8,36.2,-25.2,23.7,0.0,0.1496
172_cs,CONF_0022,-17.1464,449.9619,677.0568,-100.0,85.2,-41.9,35.9,-24.8,22.7,0.0,0.1017
172_cs,CONF_0026,-17.2286,452.3225,678.3558,-100.0,84.9,-40.5,34.0,-22.1,19.3,0.0,0.0564
172_cs,CONF_0028,-17.1186,449.2944,675.2308,-100.0,84.4,-41.5,35.6,-24.8,23.0,0.0,0.122
172_cs,CONF_0031,-17.1736,450.5883,678.7838,-100.0,85.2,-42.0,36.5,-25.5,23.6,0.0,0.1027
172_cs,CONF_0033,-17.1751,450.9683,676.1607,-100.0,84.8,-40.4,34.0,-22.0,19.3,0.0,0.0567
172_cs,CONF_0035,-17.0517,447.2989,670.7584,-100.0,85.9,-41.5,35.4,-23.8,21.4,0.0,0.0807
172_cs,CONF_0038,-17.154,450.4623,676.6257,-100.0,85.7,-41.9,36.4,-25.7,24.5,0.0,0.1692
172_cs,CONF_0041,-17.146,450.2553,676.4034,-100.0,85.7,-41.9,36.3,-25.7,24.5,0.0,0.1672
172_cs,CONF_0045,-16.8948,443.6889,669.5927,-100.0,85.3,-41.2,35.5,-23.9,21.9,0.0,0.1018
172_cs,CONF_0046,-16.9209,444.4131,671.091,-100.0,83.5,-40.1,33.5,-22.0,19.4,0.0,0.0666
172_cs,CONF_0047,-17.1799,451.1234,682.2877,-100.0,84.3,-41.5,35.5,-24.5,22.3,0.0,0.084
172_cs,CONF_0049,-17.179,451.2426,678.6455,-100.0,84.5,-39.9,33.4,-21.3,18.4,0.0,0.0203
172_cs,CONF_0052,-17.0706,448.1571,677.0902,-100.0,86.0,-42.7,36.7,-25.3,22.9,0.0,0.0713
172_cs,CONF_0054,-17.1572,450.5372,676.9571,-100.0,85.7,-41.9,36.4,-25.7,24.6,0.0,0.1682
172_cs,CONF_0058,-16.8976,443.7982,669.6708,-100.0,85.2,-41.3,35.5,-24.0,22.0,0.0,0.1028
172_cs,CONF_0062,-17.1772,450.8112,675.7334,-100.0,85.5,-41.2,34.7,-22.8,19.9,0.0,0.0601
172_cs,CONF_0064,-17.1472,450.4212,681.0598,-100.0,84.1,-41.7,35.7,-25.3,23.6,0.0,0.1307
172_cs,CONF_0065,-17.1615,450.4915,679.4861,-100.0,84.7,-41.8,36.1,-25.2,23.4,0.0,0.1143
172_cs,CONF_0073,-17.1903,451.3877,682.0704,-100.0,84.3,-41.5,35.4,-24.5,22.3,0.0,0.0832
172_cs,CONF_0078,-17.1843,451.243,682.1322,-100.0,84.3,-41.5,35.5,-24.5,22.3,0.0,0.0837
172_cs,CONF_0082,-16.9923,445.9029,674.9043,-100.0,84.1,-41.0,35.3,-24.4,22.8,0.0,0.1412
172_cs,CONF_0083,-17.0884,448.5714,677.686,-100.0,85.1,-41.9,35.8,-24.5,22.0,0.0,0.0635
173_cs,CONF_0001,-25.9738,678.4706,1095.6281,-100.0,136.0,-47.7,53.8,-29.1,30.5,0.0,0.1253
173_cs,CONF_0002,-26.7316,697.7202,1105.8563,-100.0,137.0,-48.5,53.4,-28.6,28.9,0.0,0.0512
173_cs,CONF_0003,-26.7286,697.615,1105.6422,-100.0,137.0,-48.6,53.5,-28.7,29.0,0.0,0.0522
173_cs,CONF_0004,-26.3487,688.5561,1100.5496,-100.0,133.0,-44.2,49.3,-23.3,24.1,0.0,0.0169
173_cs,CONF_0005,-26.1282,682.9942,1101.99,-100.0,133.0,-46.3,51.9,-27.1,28.9,0.0,0.1287
173_cs,CONF_0006,-25.8913,675.8612,1080.6193,-100.0,137.0,-49.9,55.5,-31.6,33.1,0.0,0.1563
173_cs,CONF_0007,-25.9352,677.0102,1084.311,-100.0,137.0,-50.1,55.7,-31.9,33.3,0.0,0.1482
173_cs,CONF_0008,-26.4007,689.7546,1100.7196,-100.0,133.0,-44.3,49.1,-23.3,23.8,0.0,0.0137
173_cs,CONF_0009,-26.7802,698.9484,1107.3354,-100.0,137.0,-48.5,53.1,-28.7,28.8,0.0,0.0572
173_cs,CONF_0011,-25.9622,678.5881,1096.4754,-100.0,135.0,-47.2,52.6,-27.7,28.3,0.0,0.072
173_cs,CONF_0012,-26.1487,682.966,1098.7672,-100.0,134.0,-46.6,52.1,-27.2,29.0,0.0,0.1286
173_cs,CONF_0013,-26.0226,679.9563,1097.1491,-100.0,135.0,-47.5,52.6,-27.9,28.4,0.0,0.0747
173_cs,CONF_0014,-25.9344,677.614,1096.8763,-100.0,134.0,-47.1,52.6,-27.6,29.0,0.0,0.0893
174_cs,CONF_0001,-26.7308,697.7752,1105.7735,-100.0,137.0,-47.5,53.1,-27.6,28.5,0.0,0.0479
174_cs,CONF_0002,-25.9199,677.1618,1094.7069,-100.0,136.0,-47.9,54.0,-29.3,30.8,0.0,0.1328
174_cs,CONF_0003,-26.7942,699.2514,1106.3584,-100.0,137.0,-48.0,52.9,-28.1,28.3,0.0,0.0493
174_cs,CONF_0004,-26.3666,688.904,1100.8014,-100.0,133.0,-44.4,49.4,-23.4,24.0,0.0,0.0142
174_cs,CONF_0005,-26.2169,684.742,1103.5613,-100.0,134.0,-46.6,52.0,-26.8,28.2,0.0,0.0903
174_cs,CONF_0006,-26.0273,679.1809,1083.6257,-100.0,137.0,-50.0,55.0,-31.2,32.1,0.0,0.125
