Ligand,Conformer,5-7,5-6,6-7,1-5,2-5,3-5,6-5-7
137_cs,CONF_0033,227.4,231.48,312.32,223.98,219.78,222.4,85.78
137_cs,CONF_0039,227.37,231.52,312.29,224.03,219.74,222.39,85.77
137_cs,CONF_0041,227.33,231.51,312.28,223.96,219.77,222.45,85.77
138_cs,CONF_0001,231.55,228.09,312.39,224.47,220.37,224.53,85.63
138_cs,CONF_0002,233.29,228.0,310.76,225.86,219.71,225.69,84.7
138_cs,CONF_0003,231.61,227.18,307.61,223.43,220.14,224.93,84.2
138_cs,CONF_0004,231.61,227.17,307.54,223.54,220.17,224.91,84.18
138_cs,CONF_0005,233.04,227.64,312.48,222.4,221.44,227.41,85.42
138_cs,CONF_0006,231.5,227.71,312.02,224.81,220.45,225.08,85.6
138_cs,CONF_0007,231.89,226.8,311.66,220.88,220.19,225.15,85.6
138_cs,CONF_0008,229.94,227.44,312.14,221.11,221.57,227.91,86.07
138_cs,CONF_0009,231.88,227.21,307.91,223.3,220.38,225.46,84.24
138_cs,CONF_0010,232.04,227.3,313.66,222.99,220.45,224.26,86.13
138_cs,CONF_0012,231.48,227.63,312.94,224.08,220.5,224.38,85.94
138_cs,CONF_0013,232.5,227.65,312.89,223.57,219.98,226.19,85.68
138_cs,CONF_0016,230.7,226.57,308.21,220.45,220.45,225.84,84.75
138_cs,CONF_0017,230.64,226.7,308.26,220.29,220.42,225.96,84.75
138_cs,CONF_0018,232.05,227.27,313.63,223.09,220.47,224.16,86.12
138_cs,CONF_0019,230.69,226.56,308.21,220.53,220.47,225.8,84.76
138_cs,CONF_0020,231.96,226.81,311.58,220.81,220.09,225.05,85.55
138_cs,CONF_0021,231.46,227.65,312.94,224.0,220.47,224.38,85.94
138_cs,CONF_0023,231.18,228.1,313.97,222.12,221.44,226.51,86.25
138_cs,CONF_0025,231.91,226.81,311.59,220.83,220.14,225.13,85.56
138_cs,CONF_0026,229.94,227.44,312.15,221.09,221.54,227.88,86.07
138_cs,CONF_0027,232.48,227.72,312.89,223.44,219.94,226.37,85.66
138_cs,CONF_0028,231.96,226.8,311.59,220.83,220.08,225.01,85.55
138_cs,CONF_0029,231.23,226.83,308.01,219.82,221.25,226.81,84.5
138_cs,CONF_0031,232.49,227.69,312.91,223.46,219.96,226.3,85.68
138_cs,CONF_0033,231.93,226.81,311.67,220.79,220.11,225.07,85.59
138_cs,CONF_0034,231.59,227.2,307.54,223.4,220.19,225.08,84.18
138_cs,CONF_0035,231.96,226.8,311.6,220.82,220.11,225.03,85.56
138_cs,CONF_0036,231.97,226.78,311.57,220.83,220.09,225.02,85.55
138_cs,CONF_0038,231.96,226.79,311.56,220.88,220.15,225.08,85.55
138_cs,CONF_0039,232.03,227.28,313.65,223.01,220.46,224.22,86.13
138_cs,CONF_0041,231.98,226.76,311.53,220.92,220.14,225.01,85.54
138_cs,CONF_0042,231.99,226.8,311.56,220.81,220.07,225.0,85.54
138_cs,CONF_0043,231.91,226.84,311.57,220.83,220.17,225.17,85.55
138_cs,CONF_0044,232.03,227.28,313.65,223.05,220.49,224.1,86.13
138_cs,CONF_0045,231.96,226.78,311.58,220.87,220.12,225.06,85.56
138_cs,CONF_0046,229.94,227.46,312.17,221.1,221.54,227.83,86.07
138_cs,CONF_0047,229.9,227.41,312.13,221.09,221.57,227.86,86.08
139_cs,CONF_0001,232.12,231.98,317.13,222.72,219.53,224.44,86.21
139_cs,CONF_0002,231.5,232.2,319.34,222.06,219.83,226.77,87.05
139_cs,CONF_0003,232.07,232.26,317.25,222.03,219.62,225.68,86.2
139_cs,CONF_0004,232.07,232.27,317.26,222.03,219.62,225.7,86.2
139_cs,CONF_0006,232.14,231.9,316.96,223.44,219.63,224.17,86.16
139_cs,CONF_0008,231.57,232.21,319.35,222.19,219.77,226.53,87.04
139_cs,CONF_0010,231.56,232.22,319.36,222.18,219.78,226.63,87.04
139_cs,CONF_0015,232.05,232.13,317.05,222.47,219.73,225.59,86.16
139_cs,CONF_0017,232.14,231.89,316.93,223.41,219.63,224.19,86.16
13_cs,CONF_0001,235.19,237.63,363.59,224.63,222.18,238.11,100.52
13_cs,CONF_0002,235.84,235.17,368.91,227.89,220.67,228.01,103.11
13_cs,CONF_0004,236.43,235.72,369.73,227.43,221.14,229.91,103.09
13_cs,CONF_0005,236.25,235.61,371.49,228.6,220.55,227.2,103.86
13_cs,CONF_0007,237.37,236.38,373.38,228.5,220.85,228.77,104.02
13_cs,CONF_0008,236.01,233.95,361.38,229.37,220.79,226.49,100.52
13_cs,CONF_0010,235.37,236.75,356.07,230.42,219.93,227.64,97.91
13_cs,CONF_0017,236.89,235.64,368.44,231.1,221.43,227.72,102.47
13_cs,CONF_0019,236.86,235.68,368.37,231.07,221.4,227.66,102.44
13_cs,CONF_0020,236.56,235.65,370.98,227.59,221.27,229.24,103.56
13_cs,CONF_0024,236.94,236.35,359.73,223.71,220.73,233.4,98.94
13_cs,CONF_0053,236.93,236.43,359.57,223.55,220.68,233.48,98.86
13_cs,CONF_0116,235.98,233.87,361.46,229.59,220.88,226.39,100.58
140_cs,CONF_0001,232.11,231.99,317.12,222.77,219.55,224.43,86.2
140_cs,CONF_0002,231.48,232.19,319.3,222.16,219.85,226.72,87.04
140_cs,CONF_0003,232.08,232.26,317.22,222.06,219.62,225.67,86.18
140_cs,CONF_0004,232.1,232.25,317.22,222.09,219.63,225.64,86.18
140_cs,CONF_0006,232.13,231.91,316.95,223.46,219.67,224.27,86.16
140_cs,CONF_0009,231.53,232.24,319.34,222.14,219.83,226.65,87.03
140_cs,CONF_0016,231.52,232.21,319.31,222.16,219.84,226.7,87.03
140_cs,CONF_0017,232.15,231.9,316.95,223.42,219.65,224.28,86.16
141_cs,CONF_0003,232.74,233.54,322.19,223.99,220.46,227.08,87.42
141_cs,CONF_0004,232.56,233.1,321.52,224.36,219.45,224.04,87.33
141_cs,CONF_0006,234.17,233.11,318.93,229.34,220.25,222.78,86.08
141_cs,CONF_0008,234.15,233.22,322.96,225.69,219.57,224.73,87.42
141_cs,CONF_0009,234.1,234.6,320.47,227.17,220.07,224.7,86.27
141_cs,CONF_0010,233.41,233.24,318.78,227.97,219.68,222.28,86.18
141_cs,CONF_0011,233.18,233.23,318.44,224.2,220.05,226.26,86.12
141_cs,CONF_0014,233.27,233.27,322.81,225.46,219.84,223.2,87.57
141_cs,CONF_0016,233.29,233.33,322.87,225.01,219.74,223.36,87.57
141_cs,CONF_0020,232.67,232.98,321.47,223.69,219.12,223.04,87.32
141_cs,CONF_0022,233.6,233.9,324.29,225.06,220.5,225.74,87.84
141_cs,CONF_0026,232.67,232.97,321.48,223.76,219.14,223.07,87.32
141_cs,CONF_0027,232.74,233.27,322.42,224.42,219.48,224.14,87.56
141_cs,CONF_0032,233.9,233.04,322.62,226.13,219.78,223.1,87.41
141_cs,CONF_0035,234.06,232.47,321.07,225.17,220.45,226.68,86.98
141_cs,CONF_0036,232.73,233.26,322.42,224.38,219.48,224.16,87.56
141_cs,CONF_0040,233.9,233.54,321.2,229.12,220.4,222.1,86.81
141_cs,CONF_0041,234.07,232.46,321.02,225.17,220.43,226.64,86.96
141_cs,CONF_0042,234.72,234.03,322.31,227.72,220.69,224.74,86.88
141_cs,CONF_0043,234.23,232.77,321.78,230.84,220.71,222.58,87.11
141_cs,CONF_0045,234.19,233.51,322.41,226.07,221.04,227.86,87.16
141_cs,CONF_0047,232.8,234.05,324.29,222.65,220.1,226.87,87.99
141_cs,CONF_0049,234.36,233.13,320.1,229.66,220.71,222.8,86.43
141_cs,CONF_0051,235.15,232.79,321.76,228.35,221.12,225.83,86.88
141_cs,CONF_0054,233.88,233.05,321.93,227.67,220.21,223.55,87.17
141_cs,CONF_0072,234.53,233.15,323.09,230.56,220.99,223.51,87.39
141_cs,CONF_0080,234.52,233.28,322.28,227.09,220.31,224.02,87.09
141_cs,CONF_0093,234.5,233.27,322.28,227.06,220.3,224.06,87.1
142_cs,CONF_0003,232.74,233.56,322.27,224.12,220.45,226.97,87.44
142_cs,CONF_0004,232.6,233.1,321.52,224.32,219.44,224.05,87.32
142_cs,CONF_0006,234.18,233.15,318.92,229.27,220.24,222.8,86.07
142_cs,CONF_0008,234.06,233.19,322.9,225.81,219.75,225.18,87.43
142_cs,CONF_0009,234.09,234.61,320.43,227.21,220.11,224.75,86.26
142_cs,CONF_0010,233.45,233.26,318.83,227.98,219.67,222.3,86.18
142_cs,CONF_0011,233.17,233.21,318.43,224.23,220.05,226.23,86.12
142_cs,CONF_0014,233.24,233.25,322.86,225.29,219.84,223.29,87.59
142_cs,CONF_0016,233.26,233.28,322.88,225.17,219.78,223.33,87.59
142_cs,CONF_0020,232.68,233.0,321.51,223.7,219.13,223.05,87.32
142_cs,CONF_0022,233.58,233.91,324.27,225.07,220.5,225.7,87.84
142_cs,CONF_0026,232.67,232.99,321.52,223.68,219.12,223.07,87.33
142_cs,CONF_0027,232.75,233.25,322.41,224.41,219.5,224.19,87.56
142_cs,CONF_0032,233.91,233.03,322.64,226.13,219.8,223.07,87.41
142_cs,CONF_0035,234.05,232.46,321.05,225.22,220.44,226.66,86.98
142_cs,CONF_0036,232.75,233.25,322.4,224.45,219.5,224.18,87.56
142_cs,CONF_0040,233.89,233.52,321.12,229.05,220.44,222.11,86.79
142_cs,CONF_0041,234.06,232.46,321.07,225.2,220.42,226.64,86.98
142_cs,CONF_0042,234.72,234.04,322.3,227.7,220.71,224.79,86.87
142_cs,CONF_0043,234.19,232.75,321.79,230.84,220.73,222.51,87.12
142_cs,CONF_0045,234.19,233.5,322.4,226.09,221.04,227.85,87.16
142_cs,CONF_0047,232.81,234.07,324.29,222.62,220.07,226.92,87.99
142_cs,CONF_0049,234.36,233.12,320.11,229.67,220.71,222.78,86.43
142_cs,CONF_0051,235.13,232.78,321.73,228.39,221.11,225.8,86.88
142_cs,CONF_0054,233.9,233.06,321.9,227.58,220.16,223.58,87.16
142_cs,CONF_0072,234.52,233.17,323.11,230.58,220.99,223.46,87.4
142_cs,CONF_0080,234.48,233.26,322.22,227.14,220.31,224.01,87.08
142_cs,CONF_0093,234.51,233.31,322.26,227.09,220.29,224.01,87.08
145_cs,CONF_0001,236.31,235.13,278.99,223.88,218.38,220.37,72.57
145_cs,CONF_0002,235.24,233.07,282.83,223.84,219.17,220.67,74.3
145_cs,CONF_0003,236.33,235.15,279.03,223.89,218.38,220.42,72.57
145_cs,CONF_0004,236.33,235.15,279.0,223.88,218.37,220.41,72.56
145_cs,CONF_0005,236.34,235.16,279.05,223.9,218.37,220.39,72.57
145_cs,CONF_0006,235.28,232.94,282.83,224.17,219.22,220.52,74.32
145_cs,CONF_0007,233.04,235.22,282.8,220.63,219.18,223.91,74.3
145_cs,CONF_0008,236.31,235.53,277.57,223.28,218.43,220.61,72.07
145_cs,CONF_0009,236.3,235.51,277.53,223.24,218.42,220.6,72.06
145_cs,CONF_0010,235.25,236.19,278.56,220.41,218.39,223.65,72.44
145_cs,CONF_0011,236.31,235.51,277.59,223.3,218.42,220.59,72.08
145_cs,CONF_0012,235.49,236.27,277.65,220.64,218.43,223.35,72.11
145_cs,CONF_0013,233.04,235.18,282.76,220.57,219.16,223.96,74.3
145_cs,CONF_0014,235.5,236.28,277.75,220.6,218.42,223.4,72.13
145_cs,CONF_0015,235.38,236.22,278.01,220.55,218.41,223.42,72.24
145_cs,CONF_0016,235.17,236.3,279.1,220.49,218.4,223.9,72.59
145_cs,CONF_0017,235.42,236.25,277.91,220.56,218.4,223.42,72.2
145_cs,CONF_0018,235.28,236.03,277.74,219.97,217.54,221.87,72.22
145_cs,CONF_0019,235.3,236.08,277.74,219.95,217.56,221.93,72.2
145_cs,CONF_0020,235.3,236.07,277.72,219.92,217.57,221.91,72.2
145_cs,CONF_0021,235.29,236.03,277.73,219.96,217.58,221.93,72.21
145_cs,CONF_0022,235.34,236.03,277.78,219.95,217.56,221.94,72.22
145_cs,CONF_0023,236.01,235.26,277.77,221.92,217.58,219.92,72.23
145_cs,CONF_0024,235.31,236.04,277.75,219.96,217.58,221.97,72.21
145_cs,CONF_0025,235.3,236.06,277.74,219.97,217.56,221.89,72.2
145_cs,CONF_0026,236.02,235.32,277.73,221.96,217.57,219.92,72.21
145_cs,CONF_0027,234.94,234.31,280.22,222.45,219.24,222.35,73.33
145_cs,CONF_0028,236.05,235.3,277.77,221.9,217.57,219.94,72.22
145_cs,CONF_0029,235.29,236.02,277.76,219.94,217.59,221.92,72.22
145_cs,CONF_0030,234.85,234.23,279.96,222.5,219.25,222.26,73.29
145_cs,CONF_0031,236.03,235.33,277.75,221.93,217.55,219.91,72.21
145_cs,CONF_0032,232.88,235.62,281.03,221.41,219.32,223.27,73.72
145_cs,CONF_0033,235.28,236.04,277.75,219.94,217.62,221.94,72.21
145_cs,CONF_0034,236.03,235.33,277.77,221.9,217.56,219.96,72.22
145_cs,CONF_0035,235.32,236.04,277.72,219.9,217.57,221.93,72.2
145_cs,CONF_0036,236.02,235.36,277.77,221.89,217.52,219.97,72.21
145_cs,CONF_0037,236.02,235.28,277.74,221.9,217.61,219.9,72.22
145_cs,CONF_0038,235.26,236.04,277.69,219.92,217.57,221.87,72.2
145_cs,CONF_0039,235.27,236.05,277.74,219.95,217.55,221.89,72.21
145_cs,CONF_0040,235.27,236.04,277.77,219.93,217.56,221.88,72.22
146_cs,CONF_0001,237.26,237.28,277.36,223.03,218.85,223.05,71.53
146_cs,CONF_0002,237.08,234.29,277.25,223.5,219.3,221.27,72.05
146_cs,CONF_0004,234.64,234.52,282.39,222.77,219.09,221.03,74.01
146_cs,CONF_0005,237.16,234.33,277.28,223.49,219.27,221.28,72.04
146_cs,CONF_0006,236.37,235.99,280.73,223.49,220.09,223.1,72.93
146_cs,CONF_0007,234.66,234.52,282.4,222.82,219.11,221.0,74.01
146_cs,CONF_0009,234.67,234.49,282.38,222.81,219.14,220.98,74.01
146_cs,CONF_0010,234.23,237.12,277.27,221.27,219.35,223.58,72.06
146_cs,CONF_0011,234.68,234.54,282.41,222.85,219.12,220.98,74.01
146_cs,CONF_0012,233.39,235.53,280.46,220.76,218.43,222.7,73.47
146_cs,CONF_0013,234.64,234.51,282.39,222.77,219.09,221.01,74.02
146_cs,CONF_0015,234.62,234.52,282.4,222.74,219.09,221.03,74.02
146_cs,CONF_0016,235.5,233.38,280.33,222.57,218.42,220.73,73.43
146_cs,CONF_0017,237.4,237.45,277.64,223.12,219.04,223.07,71.56
146_cs,CONF_0018,234.15,234.05,282.38,221.01,218.41,222.79,74.19
146_cs,CONF_0019,234.23,234.08,282.21,221.04,218.37,222.6,74.12
146_cs,CONF_0020,234.23,237.1,277.27,221.24,219.37,223.6,72.07
146_cs,CONF_0021,234.1,234.25,282.5,222.71,218.4,221.11,74.2
146_cs,CONF_0022,235.54,233.44,280.49,222.62,218.43,220.76,73.46
146_cs,CONF_0023,233.09,234.78,281.43,221.36,220.12,223.18,73.96
146_cs,CONF_0024,233.42,235.51,280.62,220.73,218.43,222.69,73.51
146_cs,CONF_0025,235.55,233.37,280.55,222.7,218.41,220.75,73.49
146_cs,CONF_0026,236.38,235.97,280.79,223.52,220.1,223.04,72.95
146_cs,CONF_0027,234.44,234.89,276.9,221.73,217.92,222.16,72.31
146_cs,CONF_0028,235.51,233.42,280.5,222.56,218.4,220.78,73.48
146_cs,CONF_0029,234.13,235.8,277.22,220.64,219.1,223.12,72.3
146_cs,CONF_0030,234.12,235.82,277.27,220.59,219.1,223.2,72.32
146_cs,CONF_0031,234.14,235.66,277.19,220.6,219.12,223.1,72.32
146_cs,CONF_0033,235.73,234.11,277.21,223.05,219.06,220.58,72.31
146_cs,CONF_0034,234.13,235.81,277.21,220.6,219.06,223.09,72.29
146_cs,CONF_0035,234.61,234.82,276.91,221.79,217.92,221.94,72.3
146_cs,CONF_0036,235.14,234.41,276.97,222.23,217.92,221.68,72.29
146_cs,CONF_0037,235.85,234.12,277.2,223.21,219.1,220.55,72.29
146_cs,CONF_0038,237.1,234.2,277.27,223.59,219.38,221.25,72.07
146_cs,CONF_0039,237.18,234.28,277.27,223.49,219.24,221.23,72.04
146_cs,CONF_0040,233.42,235.57,280.45,220.74,218.42,222.72,73.45
146_cs,CONF_0041,234.55,234.87,276.89,221.74,217.92,222.07,72.3
146_cs,CONF_0042,234.6,234.85,276.91,221.76,217.92,222.06,72.29
146_cs,CONF_0043,234.63,234.83,276.9,221.76,217.93,222.05,72.29
146_cs,CONF_0044,236.14,234.09,277.26,222.75,218.28,221.17,72.26
147_cs,CONF_0001,234.34,234.16,278.47,221.77,218.2,221.29,72.94
147_cs,CONF_0002,233.34,234.84,281.24,221.14,219.46,221.94,73.84
147_cs,CONF_0003,233.86,236.43,279.26,220.64,218.84,223.86,72.85
147_cs,CONF_0004,234.2,234.15,279.11,221.56,219.56,221.68,73.16
147_cs,CONF_0005,235.1,234.86,278.52,222.47,218.62,220.63,72.69
147_cs,CONF_0006,235.07,234.77,279.08,222.47,218.6,220.75,72.88
147_cs,CONF_0007,234.99,234.73,278.79,222.37,218.65,220.69,72.81
147_cs,CONF_0008,235.2,235.05,277.33,222.25,218.58,220.63,72.28
147_cs,CONF_0009,233.37,234.81,281.02,221.09,219.46,221.89,73.77
147_cs,CONF_0010,234.89,233.43,281.06,221.86,219.5,221.28,73.76
147_cs,CONF_0011,234.84,233.38,281.11,221.96,219.48,221.2,73.79
148_cs,CONF_0001,236.45,233.81,279.38,223.79,218.82,220.57,72.9
148_cs,CONF_0002,233.33,234.86,281.33,221.1,219.43,221.95,73.87
148_cs,CONF_0003,234.78,233.33,281.19,221.9,219.44,221.05,73.84
148_cs,CONF_0004,235.15,235.06,277.11,222.25,218.62,220.64,72.22
148_cs,CONF_0005,235.11,234.77,279.19,222.47,218.57,220.68,72.91
148_cs,CONF_0006,234.86,233.33,281.23,221.94,219.46,221.13,73.83
149_cs,CONF_0001,232.31,232.32,345.78,223.3,218.87,223.37,96.18
149_cs,CONF_0002,231.74,231.72,351.24,222.82,219.84,222.89,98.55
149_cs,CONF_0003,231.63,232.07,342.06,222.18,219.12,222.8,95.07
149_cs,CONF_0004,231.75,231.73,351.27,222.85,219.84,222.83,98.56
149_cs,CONF_0005,231.74,231.74,351.27,222.76,219.82,222.83,98.56
149_cs,CONF_0006,231.73,231.73,351.29,222.83,219.84,222.83,98.57
149_cs,CONF_0007,231.66,231.63,350.91,222.71,219.8,222.65,98.48
14_cs,CONF_0008,234.05,235.41,372.6,227.27,221.0,231.45,105.06
14_cs,CONF_0009,232.63,234.39,362.92,224.17,220.56,231.74,101.99
150_cs,CONF_0001,233.16,233.17,338.64,227.04,222.24,227.11,93.13
150_cs,CONF_0002,232.29,232.43,349.05,225.26,220.97,225.0,97.37
150_cs,CONF_0003,231.82,231.88,351.08,224.1,219.8,224.08,98.42
150_cs,CONF_0004,232.08,232.08,350.44,223.33,219.58,223.41,98.05
150_cs,CONF_0005,232.08,232.08,350.81,223.39,219.56,223.33,98.19
150_cs,CONF_0006,232.07,232.08,351.14,223.42,219.57,223.41,98.32
150_cs,CONF_0007,232.09,232.08,350.72,223.4,219.57,223.31,98.16
150_cs,CONF_0008,232.07,232.09,351.04,223.36,219.57,223.39,98.28
150_cs,CONF_0009,232.42,232.15,342.46,224.97,220.68,224.27,94.98
150_cs,CONF_0010,232.11,232.12,350.99,223.28,219.56,223.35,98.23
150_cs,CONF_0011,233.24,232.02,336.32,226.27,220.67,222.18,92.58
150_cs,CONF_0012,232.4,232.15,342.3,224.92,220.62,224.28,94.93
150_cs,CONF_0013,232.38,232.19,342.24,224.77,220.56,224.31,94.9
150_cs,CONF_0016,232.37,232.18,342.17,224.79,220.62,224.27,94.88
150_cs,CONF_0017,231.84,231.86,351.03,224.15,219.88,224.11,98.41
151_cs,CONF_0001,234.88,233.14,321.18,233.74,220.79,223.83,86.67
151_cs,CONF_0002,234.98,233.28,321.88,233.47,220.89,224.09,86.85
151_cs,CONF_0005,234.84,233.22,321.13,233.22,220.79,224.11,86.64
151_cs,CONF_0007,235.03,233.25,321.84,233.39,220.85,224.11,86.83
152_cs,CONF_0001,234.88,233.15,321.13,233.63,220.79,223.91,86.65
152_cs,CONF_0002,234.94,233.23,321.81,233.34,220.9,224.25,86.85
152_cs,CONF_0003,235.04,234.28,321.86,234.12,220.49,224.37,86.6
152_cs,CONF_0005,234.87,233.2,321.09,233.28,220.75,224.05,86.62
152_cs,CONF_0007,235.02,233.22,321.94,233.68,220.86,223.98,86.87
152_cs,CONF_0009,235.01,234.28,321.84,234.19,220.49,224.42,86.6
153_cs,CONF_0002,235.81,235.68,356.97,229.26,221.2,228.27,98.42
153_cs,CONF_0006,234.64,235.79,356.53,229.33,220.71,226.2,98.55
153_cs,CONF_0007,235.3,233.26,352.31,225.8,219.75,227.3,97.51
153_cs,CONF_0008,236.07,234.9,353.59,225.38,221.23,232.03,97.32
153_cs,CONF_0011,235.88,233.48,352.19,223.66,221.21,230.36,97.24
153_cs,CONF_0016,236.04,234.91,353.56,225.41,221.26,232.06,97.31
153_cs,CONF_0017,235.59,234.32,351.5,229.97,221.82,222.71,96.84
153_cs,CONF_0018,237.04,234.17,350.82,231.28,220.03,221.58,96.23
153_cs,CONF_0021,234.5,237.04,355.28,220.68,220.16,230.82,97.78
153_cs,CONF_0025,235.81,234.3,351.79,229.77,221.78,223.02,96.89
153_cs,CONF_0041,236.03,234.26,354.18,230.09,218.9,220.68,97.72
153_cs,CONF_0047,234.82,234.96,367.13,227.84,219.84,225.12,102.8
154_cs,CONF_0001,235.68,234.04,361.31,231.76,220.42,221.23,100.57
154_cs,CONF_0002,235.87,235.66,356.94,229.22,221.16,228.16,98.4
154_cs,CONF_0003,234.91,234.97,367.02,225.39,219.85,227.64,102.72
154_cs,CONF_0004,235.0,234.02,362.08,221.9,219.61,231.2,101.07
154_cs,CONF_0005,235.84,235.64,356.86,229.38,221.18,228.12,98.38
154_cs,CONF_0006,234.89,234.95,367.05,227.79,219.85,225.18,102.74
154_cs,CONF_0008,234.9,234.96,366.99,227.72,219.85,225.29,102.72
154_cs,CONF_0012,236.1,234.89,353.55,225.33,221.18,232.06,97.29
154_cs,CONF_0016,234.89,234.83,366.87,227.66,219.84,225.24,102.71
154_cs,CONF_0017,234.78,235.56,364.53,223.44,219.99,228.59,101.61
154_cs,CONF_0021,234.78,235.63,358.1,224.19,219.8,228.2,99.15
154_cs,CONF_0022,236.06,234.92,353.56,225.43,221.23,231.95,97.3
154_cs,CONF_0026,237.13,234.12,350.95,231.35,220.03,221.52,96.27
154_cs,CONF_0027,234.5,237.0,355.27,220.65,220.14,230.82,97.79
154_cs,CONF_0028,234.62,236.97,355.99,220.66,220.03,230.6,98.03
154_cs,CONF_0030,234.78,233.1,354.15,233.17,220.09,219.48,98.39
154_cs,CONF_0031,234.26,236.16,358.17,228.72,219.48,221.23,99.17
154_cs,CONF_0041,235.71,234.32,351.71,229.87,221.79,222.72,96.88
154_cs,CONF_0045,234.32,235.75,351.77,229.84,221.76,222.73,96.89
154_cs,CONF_0048,233.17,235.09,354.7,233.31,219.96,219.71,98.48
154_cs,CONF_0050,234.3,235.91,361.66,222.66,219.73,229.95,100.55
154_cs,CONF_0057,234.93,233.15,354.45,233.37,220.04,219.63,98.44
154_cs,CONF_0061,234.75,233.14,354.28,233.1,220.06,219.4,98.44
154_cs,CONF_0062,235.9,234.32,361.89,222.65,219.73,229.91,100.64
154_cs,CONF_0067,234.25,236.0,354.28,230.05,218.93,220.69,97.77
154_cs,CONF_0069,234.54,237.02,355.46,220.67,220.2,230.84,97.84
154_cs,CONF_0070,234.61,234.28,372.92,229.65,219.72,223.96,105.37
154_cs,CONF_0072,237.04,234.51,355.45,220.59,220.18,230.86,97.84
154_cs,CONF_0073,234.52,234.32,373.0,229.71,219.73,223.78,105.42
154_cs,CONF_0077,235.77,234.31,351.74,229.87,221.73,222.76,96.88
154_cs,CONF_0080,234.33,236.27,358.2,228.78,219.62,221.54,99.13
154_cs,CONF_0089,234.3,235.76,351.72,229.83,221.73,222.76,96.88
154_cs,CONF_0092,234.55,236.3,357.99,228.57,219.66,222.07,98.98
154_cs,CONF_0096,234.3,235.75,351.73,229.87,221.74,222.74,96.88
154_cs,CONF_0100,234.61,236.39,357.95,228.58,219.76,222.32,98.93
155_cs,CONF_0001,231.52,233.15,316.67,222.48,219.11,224.6,85.92
155_cs,CONF_0002,232.26,232.52,317.02,223.78,218.7,223.8,86.01
155_cs,CONF_0003,232.22,232.38,317.52,222.67,219.23,223.97,86.22
155_cs,CONF_0004,233.91,232.41,316.47,224.96,219.67,225.17,85.48
155_cs,CONF_0005,231.95,232.55,317.49,223.51,218.83,224.81,86.24
155_cs,CONF_0006,232.05,232.36,318.87,224.04,219.88,224.91,86.73
155_cs,CONF_0007,231.44,232.86,319.49,223.7,219.81,225.32,86.96
155_cs,CONF_0008,232.24,232.35,317.5,222.74,219.27,223.9,86.22
155_cs,CONF_0009,231.95,232.53,317.5,223.41,218.9,224.79,86.24
155_cs,CONF_0010,231.76,232.3,320.77,224.67,220.85,225.07,87.45
155_cs,CONF_0011,232.41,231.46,310.62,224.4,219.59,223.73,84.08
155_cs,CONF_0012,231.76,232.29,320.75,224.59,220.86,225.07,87.45
155_cs,CONF_0013,231.4,232.82,319.62,223.71,219.82,225.3,87.02
155_cs,CONF_0014,231.39,232.82,319.61,223.7,219.83,225.31,87.02
156_cs,CONF_0001,231.98,233.02,316.98,221.82,219.52,226.01,85.95
156_cs,CONF_0002,232.63,232.14,317.72,223.6,218.66,223.52,86.25
156_cs,CONF_0003,231.29,232.6,318.15,222.96,219.3,225.38,86.6
156_cs,CONF_0004,232.76,231.82,317.99,223.49,218.87,224.43,86.39
156_cs,CONF_0005,232.98,231.65,319.98,225.56,219.96,223.37,87.05
156_cs,CONF_0006,232.5,233.2,316.51,224.21,220.89,225.14,85.63
156_cs,CONF_0007,232.68,231.8,318.25,223.23,218.87,224.37,86.5
156_cs,CONF_0008,231.81,231.64,319.82,223.79,219.41,223.7,87.27
156_cs,CONF_0009,232.52,233.27,316.58,224.14,220.87,225.21,85.63
156_cs,CONF_0011,232.44,232.88,313.12,224.65,219.54,223.83,84.59
156_cs,CONF_0013,232.81,233.63,309.26,224.61,220.5,223.91,83.06
156_cs,CONF_0014,232.48,232.88,313.26,224.64,219.57,223.84,84.62
156_cs,CONF_0015,232.51,232.9,313.35,224.65,219.56,223.82,84.64
156_cs,CONF_0016,232.82,233.62,309.53,224.62,220.56,223.89,83.15
156_cs,CONF_0017,232.84,233.61,309.03,224.61,220.5,223.88,82.98
156_cs,CONF_0018,232.43,232.89,313.21,224.74,219.55,223.74,84.62
156_cs,CONF_0019,232.35,232.87,312.99,224.69,219.58,223.73,84.56
156_cs,CONF_0020,231.28,232.63,318.24,222.83,219.33,225.56,86.63
156_cs,CONF_0021,232.37,232.87,313.09,224.64,219.58,223.82,84.59
157_cs,CONF_0001,231.92,232.06,315.55,224.05,218.63,224.15,85.7
157_cs,CONF_0002,231.96,232.06,315.59,224.06,218.64,224.05,85.71
157_cs,CONF_0003,231.88,230.65,313.04,224.54,219.43,222.14,85.19
157_cs,CONF_0004,231.65,231.92,316.63,224.91,219.0,223.64,86.16
157_cs,CONF_0005,232.6,232.28,318.56,226.09,220.98,223.93,86.51
157_cs,CONF_0006,232.72,232.3,318.53,226.15,220.94,223.84,86.47
157_cs,CONF_0007,231.84,233.8,318.83,224.47,220.11,225.65,86.43
157_cs,CONF_0008,231.65,231.84,316.96,224.87,219.02,223.53,86.29
157_cs,CONF_0009,231.96,232.08,315.58,224.07,218.63,224.1,85.7
157_cs,CONF_0010,232.72,232.34,318.52,226.02,220.92,223.91,86.46
157_cs,CONF_0017,232.15,231.67,318.75,224.61,220.04,224.08,86.82
