Ligand,Conformer,5-7,5-6,6-7,1-5,2-5,3-5,6-5-7
112_cs,CONF_0152,239.3,237.37,379.6,241.41,222.84,222.04,105.57
112_cs,CONF_0153,239.04,236.83,378.2,233.15,221.41,226.91,105.27
112_cs,CONF_0159,238.26,238.06,373.78,234.27,223.16,233.47,103.39
112_cs,CONF_0160,236.97,238.77,376.37,230.38,222.07,231.91,104.58
112_cs,CONF_0163,238.73,238.99,376.08,223.9,220.98,233.35,103.86
112_cs,CONF_0170,238.05,236.13,366.01,233.13,219.89,221.36,101.05
112_cs,CONF_0173,240.24,238.63,365.98,232.07,219.32,226.34,99.68
112_cs,CONF_0176,237.92,236.26,376.42,243.24,222.5,221.85,105.09
113_cs,CONF_0001,233.92,232.19,343.39,227.27,220.3,224.95,94.9
113_cs,CONF_0002,233.86,232.22,343.62,227.18,220.24,224.88,94.99
113_cs,CONF_0003,234.24,233.78,345.49,224.62,220.53,228.85,95.16
113_cs,CONF_0004,234.21,233.72,345.48,224.62,220.56,228.97,95.18
113_cs,CONF_0005,232.04,234.66,334.42,220.59,219.88,231.06,91.54
113_cs,CONF_0006,233.22,233.43,347.32,227.4,220.73,224.32,96.19
113_cs,CONF_0008,233.76,234.54,341.67,223.36,219.63,227.09,93.7
113_cs,CONF_0009,233.13,233.21,338.02,222.98,219.8,225.04,92.91
113_cs,CONF_0010,233.77,234.57,341.64,223.36,219.64,227.05,93.68
113_cs,CONF_0011,234.09,235.01,339.19,230.75,222.05,225.8,92.62
113_cs,CONF_0012,235.35,232.99,341.34,229.96,219.68,221.21,93.58
113_cs,CONF_0013,233.29,234.04,347.64,224.75,220.22,228.19,96.12
113_cs,CONF_0014,233.15,233.87,337.09,223.4,220.08,228.1,92.4
113_cs,CONF_0015,234.08,235.13,339.91,230.84,221.95,225.56,92.84
113_cs,CONF_0016,234.04,231.82,351.71,227.91,219.8,223.93,98.04
113_cs,CONF_0017,232.99,233.04,354.65,226.87,220.05,225.12,99.11
113_cs,CONF_0019,233.07,233.76,353.7,228.02,219.91,225.51,98.52
113_cs,CONF_0021,233.06,233.78,353.63,228.05,219.86,225.48,98.49
114_cs,CONF_0001,233.83,232.14,343.45,227.4,220.33,224.87,94.96
114_cs,CONF_0002,233.85,232.17,343.6,227.29,220.27,224.83,95.0
114_cs,CONF_0003,234.19,233.84,345.34,224.49,220.5,228.98,95.1
114_cs,CONF_0004,234.21,233.76,345.38,224.63,220.5,228.83,95.13
114_cs,CONF_0005,232.05,234.64,334.4,220.51,219.86,231.18,91.54
114_cs,CONF_0006,233.15,233.44,347.41,227.46,220.77,224.44,96.24
114_cs,CONF_0008,233.76,234.61,341.67,223.29,219.63,227.11,93.69
114_cs,CONF_0009,233.19,233.17,338.18,222.93,219.8,225.06,92.96
114_cs,CONF_0010,233.76,234.61,341.62,223.3,219.63,227.14,93.67
114_cs,CONF_0011,233.18,233.15,338.2,222.93,219.79,225.04,92.98
114_cs,CONF_0012,234.03,235.09,339.63,230.88,222.0,225.63,92.77
114_cs,CONF_0013,235.44,233.26,341.53,229.75,219.58,221.35,93.55
114_cs,CONF_0014,233.2,234.06,347.6,224.68,220.23,228.14,96.13
114_cs,CONF_0015,233.17,233.83,337.23,223.58,220.2,227.96,92.46
114_cs,CONF_0016,233.44,234.19,346.28,227.03,221.21,227.94,95.55
114_cs,CONF_0017,234.04,231.82,351.73,227.95,219.8,223.95,98.06
114_cs,CONF_0018,232.83,233.22,354.52,227.07,219.98,225.1,99.05
114_cs,CONF_0020,233.09,233.66,353.78,227.88,219.91,225.39,98.57
114_cs,CONF_0021,233.76,234.43,341.77,223.44,219.6,227.05,93.77
114_cs,CONF_0023,232.66,233.93,345.47,225.95,221.36,228.53,95.53
115_cs,CONF_0003,232.08,232.14,317.4,222.51,219.24,224.33,86.27
115_cs,CONF_0004,232.59,232.31,318.28,222.32,218.85,223.9,86.41
115_cs,CONF_0007,232.7,232.23,319.52,221.75,219.15,224.82,86.82
115_cs,CONF_0009,232.14,232.77,319.3,223.2,219.34,224.15,86.76
115_cs,CONF_0010,232.89,232.69,320.3,221.59,218.84,224.71,86.94
115_cs,CONF_0014,233.26,232.84,320.69,222.79,219.56,225.21,86.95
115_cs,CONF_0020,233.23,232.88,320.69,222.73,219.55,225.22,86.95
115_cs,CONF_0026,232.0,232.34,316.87,221.82,219.74,226.31,86.06
115_cs,CONF_0027,233.42,233.08,321.43,221.99,219.29,225.23,87.11
115_cs,CONF_0028,232.43,232.91,319.26,223.08,219.82,225.1,86.64
115_cs,CONF_0031,232.88,232.68,320.27,221.63,218.84,224.7,86.93
115_cs,CONF_0032,233.26,231.85,318.4,223.8,219.42,225.6,86.4
115_cs,CONF_0035,232.28,232.46,317.77,221.85,219.54,225.83,86.27
115_cs,CONF_0039,232.46,232.87,319.25,222.97,219.8,225.12,86.64
115_cs,CONF_0043,232.75,233.2,320.46,223.0,219.89,225.73,86.91
115_cs,CONF_0046,232.81,232.65,320.59,222.09,219.63,225.76,87.06
115_cs,CONF_0049,232.05,232.56,322.09,221.55,219.51,226.64,87.78
115_cs,CONF_0052,232.48,232.45,318.74,222.02,219.41,225.52,86.56
115_cs,CONF_0058,232.2,232.02,317.78,223.65,219.43,224.9,86.4
115_cs,CONF_0059,232.74,233.22,320.45,222.95,219.87,225.75,86.9
115_cs,CONF_0060,233.52,233.14,321.55,222.01,219.24,225.16,87.11
115_cs,CONF_0061,231.91,232.02,320.41,221.12,219.65,227.1,87.36
115_cs,CONF_0062,232.13,232.99,319.05,222.28,219.84,226.69,86.62
115_cs,CONF_0069,232.5,231.62,317.17,222.77,219.22,225.29,86.22
115_cs,CONF_0070,232.8,232.65,320.48,222.12,219.65,225.8,87.03
115_cs,CONF_0072,232.98,233.33,321.0,222.87,219.69,225.79,87.0
115_cs,CONF_0081,233.36,233.07,321.27,222.02,219.73,226.22,87.07
115_cs,CONF_0103,233.38,233.63,320.59,224.38,220.32,226.4,86.7
115_cs,CONF_0105,231.99,232.48,322.15,221.67,219.61,227.03,87.83
115_cs,CONF_0107,233.54,233.86,322.95,222.94,220.02,226.42,87.41
115_cs,CONF_0118,232.58,232.22,319.01,222.15,219.24,225.88,86.68
115_cs,CONF_0119,233.55,233.89,322.97,222.91,219.99,226.41,87.41
115_cs,CONF_0143,232.02,232.34,316.88,221.84,219.73,226.27,86.06
115_cs,CONF_0150,232.05,232.94,319.07,222.15,219.92,226.81,86.66
115_cs,CONF_0151,233.01,233.04,321.18,222.84,219.39,225.95,87.13
115_cs,CONF_0174,232.34,233.76,322.92,221.65,220.12,227.51,87.71
115_cs,CONF_0176,232.27,233.58,322.5,221.96,220.12,227.54,87.62
115_cs,CONF_0200,232.37,234.73,324.56,221.41,220.28,227.95,88.03
115_cs,CONF_0206,232.16,231.96,317.75,223.52,219.52,225.13,86.41
115_cs,CONF_0233,232.84,231.93,318.43,223.01,219.1,225.03,86.49
116_cs,CONF_0003,232.14,232.13,317.49,222.49,219.23,224.27,86.29
116_cs,CONF_0004,232.57,232.27,318.28,222.29,218.84,223.82,86.43
116_cs,CONF_0007,232.75,232.21,319.57,221.73,219.11,224.76,86.84
116_cs,CONF_0009,232.17,232.78,319.41,223.11,219.33,224.17,86.78
116_cs,CONF_0010,232.9,232.67,320.35,221.58,218.83,224.69,86.95
116_cs,CONF_0014,233.29,232.87,320.75,222.66,219.55,225.22,86.95
116_cs,CONF_0020,233.31,232.87,320.77,222.64,219.53,225.21,86.95
116_cs,CONF_0026,231.96,232.3,316.9,221.74,219.74,226.33,86.09
116_cs,CONF_0027,233.45,233.05,321.48,221.85,219.26,225.25,87.12
116_cs,CONF_0028,232.5,232.77,319.23,222.86,219.76,225.05,86.65
116_cs,CONF_0031,232.87,232.65,320.36,221.58,218.83,224.71,86.97
116_cs,CONF_0032,233.27,231.84,318.52,223.76,219.42,225.56,86.44
116_cs,CONF_0035,232.26,232.43,317.77,221.79,219.53,225.85,86.29
116_cs,CONF_0039,232.51,232.74,319.23,222.79,219.74,225.07,86.65
116_cs,CONF_0043,232.78,233.22,320.53,222.89,219.87,225.74,86.92
116_cs,CONF_0046,232.8,232.61,320.49,222.07,219.64,225.76,87.04
116_cs,CONF_0049,232.08,232.56,322.17,221.53,219.49,226.59,87.8
116_cs,CONF_0052,232.43,232.41,318.73,221.92,219.41,225.5,86.58
116_cs,CONF_0058,232.2,231.99,317.83,223.57,219.43,224.88,86.42
116_cs,CONF_0059,232.78,233.22,320.51,222.88,219.86,225.76,86.91
116_cs,CONF_0060,233.45,233.11,321.56,221.84,219.22,225.15,87.14
116_cs,CONF_0061,231.9,231.99,320.44,221.1,219.64,227.1,87.38
116_cs,CONF_0062,232.15,232.97,319.14,222.22,219.82,226.67,86.65
116_cs,CONF_0069,232.61,231.64,317.21,222.77,219.14,225.14,86.2
116_cs,CONF_0070,232.81,232.64,320.5,222.08,219.64,225.77,87.04
116_cs,CONF_0072,232.94,233.27,320.97,222.84,219.71,225.78,87.02
116_cs,CONF_0081,233.36,233.01,321.33,221.98,219.71,226.17,87.1
116_cs,CONF_0103,233.4,233.6,320.63,224.33,220.31,226.4,86.72
116_cs,CONF_0107,233.53,233.85,323.0,222.86,220.01,226.39,87.43
116_cs,CONF_0118,232.65,232.25,319.11,222.18,219.21,225.81,86.69
116_cs,CONF_0119,233.55,233.86,322.99,222.86,220.03,226.42,87.42
116_cs,CONF_0151,232.13,232.95,319.1,222.27,219.84,226.65,86.65
116_cs,CONF_0152,232.89,232.9,321.14,222.77,219.45,225.96,87.17
116_cs,CONF_0175,232.35,233.74,322.96,221.66,220.11,227.55,87.72
116_cs,CONF_0177,232.24,233.54,322.54,221.88,220.13,227.56,87.65
116_cs,CONF_0201,232.34,234.66,324.59,221.33,220.25,227.96,88.06
116_cs,CONF_0207,232.27,232.03,317.84,223.67,219.4,224.78,86.4
116_cs,CONF_0234,232.8,231.91,318.46,222.97,219.08,224.95,86.52
116_cs,CONF_0330,232.53,232.15,319.0,222.12,219.25,225.85,86.71
116_cs,CONF_0406,231.89,232.0,320.43,221.1,219.62,227.06,87.38
119_cs,CONF_0001,232.66,232.3,317.41,228.53,220.19,221.59,86.1
119_cs,CONF_0002,232.66,232.31,317.38,228.54,220.21,221.6,86.09
11_cs,CONF_0002,233.51,236.05,343.8,223.2,219.98,228.58,94.14
11_cs,CONF_0006,233.5,236.06,343.8,223.21,219.98,228.58,94.14
11_cs,CONF_0007,233.51,236.07,343.83,223.2,219.99,228.55,94.14
11_cs,CONF_0011,234.54,234.68,344.93,223.55,221.53,228.65,94.63
11_cs,CONF_0012,233.51,236.07,343.84,223.19,219.98,228.55,94.14
11_cs,CONF_0014,234.58,234.77,344.96,223.53,221.54,228.6,94.61
11_cs,CONF_0015,234.52,234.82,344.96,223.5,221.61,228.69,94.61
11_cs,CONF_0016,234.55,234.69,344.92,223.53,221.51,228.66,94.63
11_cs,CONF_0017,233.52,233.86,347.92,228.07,219.84,221.05,96.22
11_cs,CONF_0018,233.52,233.86,347.89,228.08,219.85,221.04,96.21
11_cs,CONF_0019,233.51,233.83,347.83,228.11,219.86,221.05,96.2
11_cs,CONF_0020,233.46,233.82,347.81,228.11,219.88,221.11,96.2
11_cs,CONF_0042,234.48,234.62,344.92,223.37,221.56,228.75,94.66
11_cs,CONF_0045,234.5,234.73,344.95,223.52,221.53,228.65,94.64
11_cs,CONF_0048,234.49,234.69,344.93,223.43,221.54,228.66,94.64
11_cs,CONF_0051,234.49,234.71,344.94,223.4,221.53,228.66,94.64
11_cs,CONF_0058,236.11,233.52,343.87,228.56,219.97,223.24,94.14
11_cs,CONF_0059,236.12,233.5,343.84,228.55,219.98,223.23,94.13
11_cs,CONF_0062,233.55,233.79,347.89,228.06,219.86,220.98,96.22
11_cs,CONF_0065,233.5,233.82,347.89,228.06,219.88,221.04,96.22
11_cs,CONF_0067,233.5,233.82,347.88,228.05,219.88,221.09,96.22
11_cs,CONF_0069,233.43,233.79,347.88,227.99,219.88,221.09,96.25
11_cs,CONF_0073,233.52,233.82,347.89,228.04,219.88,221.06,96.21
11_cs,CONF_0074,233.5,233.82,347.88,228.04,219.88,221.04,96.22
11_cs,CONF_0078,233.55,233.84,347.95,227.99,219.84,220.98,96.23
11_cs,CONF_0080,236.1,233.52,343.8,228.61,219.96,223.17,94.12
11_cs,CONF_0084,236.09,233.51,343.81,228.59,219.97,223.18,94.13
11_cs,CONF_0085,234.65,234.56,344.99,228.56,221.51,223.57,94.66
11_cs,CONF_0088,234.52,234.66,344.89,223.67,221.62,228.73,94.63
11_cs,CONF_0092,233.47,233.82,347.93,228.08,219.87,221.05,96.24
11_cs,CONF_0094,236.1,233.52,343.83,228.59,219.98,223.2,94.13
11_cs,CONF_0097,234.57,234.7,344.96,223.58,221.52,228.62,94.63
120_cs,CONF_0001,232.66,232.33,317.44,228.51,220.19,221.61,86.11
120_cs,CONF_0002,232.68,232.35,317.45,228.57,220.2,221.58,86.1
120_cs,CONF_0003,232.66,232.34,317.45,228.52,220.18,221.61,86.11
120_cs,CONF_0004,232.67,232.34,317.44,228.52,220.18,221.6,86.1
121_cs,CONF_0001,240.18,238.82,376.93,237.55,221.39,223.45,103.79
121_cs,CONF_0003,240.63,239.67,378.44,232.96,221.61,226.02,103.98
121_cs,CONF_0004,239.68,237.31,369.42,233.73,220.56,223.01,101.51
121_cs,CONF_0007,239.69,237.31,369.49,233.71,220.55,223.0,101.54
121_cs,CONF_0010,239.36,240.79,378.19,225.96,221.72,233.39,103.93
121_cs,CONF_0015,239.43,239.26,368.46,226.46,221.03,230.77,100.66
121_cs,CONF_0018,238.82,240.31,379.12,223.78,220.49,230.6,104.61
121_cs,CONF_0019,239.0,240.27,376.94,223.59,221.26,237.2,103.72
121_cs,CONF_0051,239.19,239.39,368.39,230.76,221.04,226.52,100.66
121_cs,CONF_0054,239.15,239.35,368.44,230.84,221.06,226.48,100.71
121_cs,CONF_0064,240.24,238.99,376.9,237.1,221.26,223.66,103.71
121_cs,CONF_0109,240.12,238.86,378.87,230.38,220.47,223.96,104.56
121_cs,CONF_0119,236.5,242.22,375.33,223.93,220.14,231.0,103.25
121_cs,CONF_0125,239.66,237.36,369.44,233.57,220.52,223.03,101.51
121_cs,CONF_0137,238.79,240.31,377.07,223.41,221.45,237.73,103.82
122_cs,CONF_0001,240.29,238.83,377.05,237.52,221.47,223.58,103.81
122_cs,CONF_0003,239.69,240.69,378.38,226.08,221.59,232.88,103.94
122_cs,CONF_0005,239.52,237.37,369.38,233.52,220.57,223.14,101.53
122_cs,CONF_0006,240.1,238.87,378.92,230.44,220.46,223.9,104.58
122_cs,CONF_0009,239.52,237.37,369.39,233.55,220.58,223.16,101.53
122_cs,CONF_0011,239.64,240.7,378.31,226.12,221.6,232.72,103.92
122_cs,CONF_0022,239.34,239.31,368.16,226.39,220.99,230.83,100.56
122_cs,CONF_0026,240.05,238.92,378.89,230.33,220.46,223.97,104.57
122_cs,CONF_0046,239.4,239.22,368.33,226.48,220.99,230.74,100.63
122_cs,CONF_0050,239.21,239.2,368.11,226.33,221.06,230.99,100.61
122_cs,CONF_0075,240.3,238.77,377.11,237.7,221.53,223.47,103.85
122_cs,CONF_0097,242.08,236.58,375.48,231.02,220.18,223.98,103.33
122_cs,CONF_0122,239.99,238.87,378.79,230.4,220.5,223.98,104.57
122_cs,CONF_0139,239.63,237.36,369.43,233.62,220.54,223.06,101.52
122_cs,CONF_0154,240.22,238.71,377.0,237.87,221.52,223.41,103.85
123_cs,CONF_0001,232.34,232.35,317.09,222.68,219.54,222.69,86.06
124_cs,CONF_0001,232.33,232.34,317.09,222.7,219.56,222.65,86.06
124_cs,CONF_0002,232.32,232.33,316.99,222.68,219.57,222.72,86.04
125_cs,CONF_0001,233.35,233.68,321.72,223.33,219.62,225.76,87.08
125_cs,CONF_0002,233.92,231.54,319.34,224.99,219.49,225.41,86.64
125_cs,CONF_0003,233.0,232.88,319.05,224.34,220.48,227.5,86.44
125_cs,CONF_0004,233.51,234.02,321.05,224.63,220.18,226.39,86.74
125_cs,CONF_0006,232.07,233.6,320.46,222.55,220.01,227.21,86.97
125_cs,CONF_0007,232.42,233.1,321.31,221.98,219.37,227.14,87.29
125_cs,CONF_0008,233.4,233.19,322.15,224.56,219.73,225.07,87.33
125_cs,CONF_0011,233.35,233.69,321.69,223.37,219.64,225.77,87.07
125_cs,CONF_0013,233.89,233.4,322.36,222.11,219.83,226.89,87.24
125_cs,CONF_0020,234.19,234.72,325.66,223.0,219.85,226.48,87.97
125_cs,CONF_0021,234.19,234.72,325.65,223.03,219.87,226.5,87.97
125_cs,CONF_0024,233.9,231.89,320.37,223.83,219.14,224.86,86.91
125_cs,CONF_0032,233.4,234.28,323.72,222.84,219.59,225.44,87.61
125_cs,CONF_0033,233.41,234.29,323.77,222.84,219.58,225.38,87.62
125_cs,CONF_0043,234.71,233.17,321.43,225.47,219.42,225.05,86.79
125_cs,CONF_0044,232.09,233.62,320.5,222.55,220.0,227.21,86.97
125_cs,CONF_0045,232.12,233.67,320.52,222.53,219.94,227.19,86.96
125_cs,CONF_0046,233.07,234.8,326.12,221.38,220.01,228.11,88.38
125_cs,CONF_0051,235.66,234.05,321.04,225.84,220.8,225.83,86.23
125_cs,CONF_0063,233.25,233.74,322.3,223.85,219.76,225.99,87.29
125_cs,CONF_0066,232.14,233.79,322.8,221.12,220.27,229.19,87.7
125_cs,CONF_0067,234.16,233.93,324.41,225.08,220.64,227.61,87.74
125_cs,CONF_0073,233.67,235.62,323.11,222.53,220.83,231.48,87.02
125_cs,CONF_0076,233.25,233.75,322.32,223.83,219.77,226.0,87.29
125_cs,CONF_0087,232.43,233.97,323.19,221.99,220.08,227.77,87.73
125_cs,CONF_0094,232.99,233.72,323.56,224.96,220.77,227.76,87.78
125_cs,CONF_0098,233.06,233.77,323.59,224.99,220.7,227.62,87.76
125_cs,CONF_0111,232.15,233.52,324.25,221.46,220.28,228.85,88.26
125_cs,CONF_0116,232.5,234.03,323.25,222.02,220.01,227.65,87.72
125_cs,CONF_0168,233.05,234.75,326.1,221.33,220.01,228.17,88.39
125_cs,CONF_0177,232.13,233.5,324.22,221.45,220.3,228.91,88.26
125_cs,CONF_0188,232.14,233.51,324.24,221.44,220.29,228.88,88.26
125_cs,CONF_0239,233.23,233.76,322.25,223.9,219.78,225.97,87.27
125_cs,CONF_0274,233.32,233.82,322.3,223.97,219.74,225.94,87.25
125_cs,CONF_0276,232.45,233.97,323.19,222.04,220.1,227.7,87.72
125_cs,CONF_0361,232.41,233.07,321.37,222.01,219.4,227.18,87.32
125_cs,CONF_0362,232.16,233.87,322.84,221.16,220.27,229.14,87.69
126_cs,CONF_0001,233.34,233.68,321.73,223.28,219.63,225.78,87.09
126_cs,CONF_0002,233.98,231.62,319.42,224.88,219.44,225.39,86.63
126_cs,CONF_0003,232.89,232.83,318.97,224.33,220.48,227.51,86.45
126_cs,CONF_0004,233.52,234.0,321.07,224.53,220.19,226.47,86.75
126_cs,CONF_0006,232.12,233.69,320.5,222.5,219.92,227.18,86.95
126_cs,CONF_0007,232.41,232.98,321.42,222.02,219.38,227.17,87.36
126_cs,CONF_0008,233.48,233.14,322.25,224.23,219.72,225.26,87.35
126_cs,CONF_0011,233.32,233.68,321.75,223.26,219.64,225.78,87.1
126_cs,CONF_0013,233.86,233.44,322.39,222.12,219.83,226.93,87.25
126_cs,CONF_0020,234.19,234.68,325.62,222.98,219.87,226.52,87.97
126_cs,CONF_0021,234.16,234.63,325.63,222.98,219.9,226.37,87.99
126_cs,CONF_0027,233.89,231.91,320.44,223.81,219.13,224.88,86.93
126_cs,CONF_0031,233.36,234.26,323.64,222.75,219.58,225.51,87.59
126_cs,CONF_0032,233.36,234.24,323.63,222.79,219.59,225.45,87.6
126_cs,CONF_0042,234.69,233.19,321.39,225.49,219.42,225.03,86.77
126_cs,CONF_0043,232.1,233.64,320.5,222.47,219.96,227.17,86.97
126_cs,CONF_0044,232.12,233.68,320.5,222.49,219.9,227.16,86.95
126_cs,CONF_0045,233.03,234.8,326.19,221.3,220.04,228.19,88.41
126_cs,CONF_0050,235.61,234.01,320.98,225.9,220.8,225.82,86.23
126_cs,CONF_0062,233.23,233.65,322.27,223.69,219.71,226.03,87.3
126_cs,CONF_0065,232.12,233.82,322.82,221.06,220.27,229.18,87.71
126_cs,CONF_0066,234.11,233.91,324.31,224.98,220.66,227.74,87.73
126_cs,CONF_0072,233.66,235.52,323.1,222.51,220.82,231.39,87.05
126_cs,CONF_0075,233.23,233.65,322.28,223.73,219.73,226.03,87.31
126_cs,CONF_0086,232.49,233.98,323.26,221.94,220.03,227.75,87.74
126_cs,CONF_0093,233.02,233.76,323.72,224.95,220.67,227.51,87.82
126_cs,CONF_0097,233.04,233.8,323.7,224.86,220.65,227.58,87.8
126_cs,CONF_0108,232.64,232.6,322.36,222.89,220.11,228.11,87.72
126_cs,CONF_0110,232.1,233.48,324.29,221.4,220.32,229.02,88.3
126_cs,CONF_0115,232.45,233.91,323.21,222.01,220.11,227.78,87.74
126_cs,CONF_0164,233.04,234.81,326.17,221.32,220.01,228.15,88.4
126_cs,CONF_0173,232.14,233.52,324.29,221.38,220.26,228.91,88.28
126_cs,CONF_0185,232.13,233.52,324.28,221.4,220.28,228.93,88.28
126_cs,CONF_0223,233.89,234.27,324.88,223.37,220.69,228.43,87.89
126_cs,CONF_0236,233.28,233.72,322.19,223.81,219.67,226.01,87.25
126_cs,CONF_0270,233.29,233.69,322.21,223.84,219.67,226.01,87.26
126_cs,CONF_0273,232.44,233.95,323.21,221.93,220.11,227.79,87.74
127_cs,CONF_0001,232.17,233.85,343.49,224.94,220.34,227.33,94.97
127_cs,CONF_0002,232.22,233.84,343.75,224.89,220.22,227.17,95.05
127_cs,CONF_0003,233.82,234.22,345.54,228.93,220.5,224.52,95.17
127_cs,CONF_0004,233.91,234.09,345.4,229.23,220.5,224.2,95.13
127_cs,CONF_0005,233.64,234.18,345.48,228.75,220.5,224.64,95.21
127_cs,CONF_0006,234.68,232.02,334.25,231.12,219.89,220.53,91.48
127_cs,CONF_0007,233.47,233.21,347.46,224.43,220.72,227.38,96.24
127_cs,CONF_0009,234.59,233.77,341.5,227.2,219.64,223.28,93.63
127_cs,CONF_0010,234.6,233.76,341.42,227.21,219.64,223.28,93.6
127_cs,CONF_0011,233.18,233.15,338.17,225.09,219.77,222.96,92.97
127_cs,CONF_0012,234.09,231.62,349.29,227.4,220.8,225.05,97.18
127_cs,CONF_0013,234.51,233.8,341.82,226.99,219.6,223.38,93.75
127_cs,CONF_0014,234.99,234.06,338.74,225.92,222.07,230.62,92.47
127_cs,CONF_0015,233.23,235.44,341.54,221.31,219.62,229.8,93.56
127_cs,CONF_0016,234.01,233.23,347.62,228.23,220.19,224.72,96.15
127_cs,CONF_0017,233.81,233.16,336.95,227.89,220.02,223.44,92.37
127_cs,CONF_0018,233.91,233.15,332.66,226.11,221.66,228.58,90.84
127_cs,CONF_0019,231.82,234.05,351.7,223.92,219.82,227.91,98.04
127_cs,CONF_0020,233.8,233.15,353.43,225.45,219.91,228.31,98.38
127_cs,CONF_0022,233.82,233.19,353.44,225.44,219.9,228.35,98.37
127_cs,CONF_0023,233.61,233.05,353.86,225.43,219.94,227.74,98.63
127_cs,CONF_0024,234.6,233.73,341.43,227.23,219.63,223.26,93.61
127_cs,CONF_0025,233.83,233.02,353.54,225.51,219.86,228.0,98.45
127_cs,CONF_0029,232.17,233.79,343.74,224.97,220.27,227.17,95.07
128_cs,CONF_0001,232.12,233.88,343.43,224.91,220.3,227.36,94.95
128_cs,CONF_0002,232.18,233.85,343.59,224.89,220.26,227.21,95.0
128_cs,CONF_0003,233.86,234.11,345.25,229.08,220.49,224.47,95.08
128_cs,CONF_0004,233.9,234.12,345.16,229.12,220.45,224.33,95.04
128_cs,CONF_0005,233.86,234.07,345.19,229.17,220.51,224.42,95.07
128_cs,CONF_0006,234.68,232.03,334.03,231.07,219.87,220.48,91.4
128_cs,CONF_0007,233.43,233.24,347.37,224.42,220.75,227.45,96.21
128_cs,CONF_0009,234.56,233.78,341.75,227.02,219.63,223.4,93.73
128_cs,CONF_0010,234.6,233.75,341.64,227.1,219.64,223.35,93.68
128_cs,CONF_0011,233.21,233.17,338.2,225.11,219.79,223.0,92.96
128_cs,CONF_0012,234.07,231.63,349.21,227.38,220.8,224.94,97.15
128_cs,CONF_0013,235.14,234.02,339.67,225.73,222.02,230.78,92.77
128_cs,CONF_0014,233.07,235.33,341.47,221.3,219.71,229.96,93.6
128_cs,CONF_0015,234.01,233.2,347.77,228.17,220.21,224.73,96.21
128_cs,CONF_0016,233.82,233.18,337.27,228.06,220.2,223.57,92.48
128_cs,CONF_0017,233.92,233.15,332.72,226.1,221.66,228.58,90.86
128_cs,CONF_0018,231.82,234.0,351.79,223.97,219.8,227.88,98.09
128_cs,CONF_0019,233.76,233.1,353.48,225.35,219.88,228.4,98.43
128_cs,CONF_0021,234.55,233.76,341.61,227.06,219.62,223.39,93.68
128_cs,CONF_0022,233.84,233.04,353.58,225.48,219.87,228.05,98.46
128_cs,CONF_0023,233.86,233.15,353.55,225.43,219.89,228.14,98.41
128_cs,CONF_0025,233.96,232.65,345.8,228.56,221.39,225.87,95.65
128_cs,CONF_0028,232.25,233.82,343.44,224.95,220.28,227.21,94.93
12_cs,CONF_0006,233.5,236.02,343.77,223.2,219.95,228.59,94.14
12_cs,CONF_0010,233.54,236.08,343.81,223.17,219.97,228.57,94.13
12_cs,CONF_0011,233.53,236.07,343.81,223.2,219.96,228.56,94.13
12_cs,CONF_0012,234.54,234.65,344.93,223.62,221.54,228.64,94.64
12_cs,CONF_0013,233.51,236.11,343.81,223.22,219.97,228.58,94.12
12_cs,CONF_0014,234.54,234.63,344.9,223.61,221.55,228.56,94.63
12_cs,CONF_0015,234.54,234.65,344.94,223.63,221.53,228.63,94.64
12_cs,CONF_0016,234.54,234.71,344.94,223.59,221.56,228.6,94.63
12_cs,CONF_0017,233.86,233.54,348.06,221.0,219.82,228.0,96.26
12_cs,CONF_0018,233.84,233.53,348.07,221.01,219.83,228.02,96.27
12_cs,CONF_0019,233.86,233.54,348.07,221.01,219.83,228.02,96.27
12_cs,CONF_0020,233.82,233.5,348.07,221.03,219.85,228.04,96.29
12_cs,CONF_0029,234.44,236.23,343.5,222.88,219.42,230.15,93.74
12_cs,CONF_0040,234.68,234.48,344.97,228.67,221.53,223.34,94.67
12_cs,CONF_0044,234.7,234.5,344.98,228.63,221.52,223.38,94.66
12_cs,CONF_0045,234.63,234.49,344.94,228.67,221.51,223.31,94.66
12_cs,CONF_0047,234.69,234.5,344.96,228.65,221.52,223.34,94.65
12_cs,CONF_0049,234.63,234.5,344.96,228.71,221.54,223.35,94.67
12_cs,CONF_0060,233.82,233.51,347.87,221.02,219.85,228.04,96.21
12_cs,CONF_0062,233.85,233.53,347.95,221.08,219.86,228.05,96.22
12_cs,CONF_0064,233.85,233.51,347.91,221.08,219.87,228.07,96.22
12_cs,CONF_0069,233.82,233.5,347.89,221.08,219.86,228.07,96.22
12_cs,CONF_0071,233.82,233.54,347.95,221.02,219.86,228.07,96.23
12_cs,CONF_0076,233.81,233.53,347.93,221.03,219.85,228.06,96.23
12_cs,CONF_0077,233.5,236.15,343.87,223.19,219.95,228.53,94.14
12_cs,CONF_0081,233.5,236.11,343.83,223.19,219.94,228.56,94.13
12_cs,CONF_0085,233.5,236.13,343.83,223.19,219.95,228.57,94.13
131_cs,CONF_0001,235.6,235.56,356.99,230.01,220.45,225.88,98.52
131_cs,CONF_0002,234.83,235.59,364.24,226.89,220.23,227.32,101.48
131_cs,CONF_0004,235.06,235.78,357.47,231.31,221.15,222.94,98.79
131_cs,CONF_0005,237.89,236.62,372.26,232.02,220.48,222.67,103.35
