Ligand,Conformer,Atom1,Atom2,Atom3,Atom4,Atom5,Atom6,Atom7,Atom8,Atom9
107_cs,CONF_0054,-0.26294,-0.22631,-0.31967,0.23720,0.30062,0.95739,0.92269,0.23875,0.24183
107_cs,CONF_0055,-0.28428,-0.22311,-0.30514,0.23608,0.30416,0.94314,0.96043,0.23924,0.23973
107_cs,CONF_0058,-0.28331,-0.22593,-0.30225,0.23739,0.29622,0.94679,0.95275,0.23794,0.23894
107_cs,CONF_0060,-0.26327,-0.22547,-0.32259,0.23744,0.29266,0.96622,0.94959,0.23724,0.24137
107_cs,CONF_0063,-0.28379,-0.22204,-0.30264,0.23645,0.29946,0.95686,0.94512,0.23945,0.24062
107_cs,CONF_0066,-0.27892,-0.22361,-0.31114,0.23586,0.29771,0.96082,0.96292,0.23852,0.24013
107_cs,CONF_0067,-0.27780,-0.22758,-0.29904,0.23782,0.29904,0.93098,0.93047,0.23822,0.23956
107_cs,CONF_0068,-0.27899,-0.22524,-0.29977,0.23726,0.30269,0.94279,0.95960,0.23944,0.24007
107_cs,CONF_0075,-0.27351,-0.22548,-0.30283,0.23737,0.30755,0.93266,0.93353,0.23907,0.24052
107_cs,CONF_0096,-0.28562,-0.22498,-0.28809,0.23496,0.30614,0.93947,0.92643,0.24028,0.24119
107_cs,CONF_0100,-0.28397,-0.22564,-0.28851,0.23561,0.30156,0.93698,0.93044,0.24014,0.23737
107_cs,CONF_0103,-0.26444,-0.22668,-0.31786,0.23836,0.30187,0.93882,0.93684,0.23722,0.24101
107_cs,CONF_0113,-0.27654,-0.22468,-0.30681,0.23624,0.29764,0.94322,0.95252,0.23744,0.23946
107_cs,CONF_0144,-0.28327,-0.22575,-0.30264,0.23738,0.29595,0.94720,0.95273,0.23795,0.23901
107_cs,CONF_0145,-0.27360,-0.22612,-0.30214,0.23714,0.30650,0.93676,0.92742,0.23874,0.24007
107_cs,CONF_0167,-0.26770,-0.22650,-0.30874,0.23725,0.30576,0.95503,0.91398,0.23993,0.24262
107_cs,CONF_0170,-0.27077,-0.22671,-0.30766,0.23706,0.29846,0.94545,0.93064,0.24042,0.24140
107_cs,CONF_0197,-0.26223,-0.22804,-0.30927,0.23793,0.30711,0.93904,0.90436,0.24014,0.24284
107_cs,CONF_0206,-0.28430,-0.22314,-0.30524,0.23615,0.30414,0.94319,0.96030,0.23921,0.23976
107_cs,CONF_0224,-0.25937,-0.22989,-0.31661,0.23780,0.30703,0.94886,0.91556,0.23835,0.24234
107_cs,CONF_0378,-0.27423,-0.22535,-0.31094,0.23692,0.30340,0.95066,0.94542,0.23785,0.24067
107_cs,CONF_0394,-0.26341,-0.22545,-0.32281,0.23746,0.29253,0.96636,0.94943,0.23731,0.24139
108_cs,CONF_0003,-0.29293,-0.21945,-0.30343,0.23452,0.29525,0.96201,0.97771,0.24091,0.24061
108_cs,CONF_0004,-0.28596,-0.22025,-0.30546,0.23622,0.30323,0.95273,0.95666,0.24075,0.24148
108_cs,CONF_0007,-0.28375,-0.22139,-0.30407,0.23651,0.30381,0.97101,0.93830,0.23972,0.24138
