Ligand,Conformer,def2-SVP,def2-TZVP-GAS,def2-TZVP-COSMO,G(toluene),G(MeOH),G(dmf),G(water),G(MeCN),c.p.,Edisp,E6,E8
15_cs,CONF_0027,-2674.311261,-2676.509836,-2676.562012,-45.72048444,-40.94850141,-43.02635379,-25.624594,-37.35029647,539.696,-108.9231,-48.3315,-60.5916
15_cs,CONF_0028,-2674.31029,-2676.510185,-2676.561972,-45.63017378,-40.69520617,-42.79623947,-25.20119261,-37.20636732,539.152,-108.87,-47.3398,-61.5302
15_cs,CONF_0029,-2674.310599,-2676.511954,-2676.564847,-45.96724502,-40.98776802,-43.2725951,-25.30805048,-37.62979902,539.275,-101.3417,-43.8987,-57.443
15_cs,CONF_0030,-2674.310239,-2676.510121,-2676.561917,-45.628372,-40.69185758,-42.79252174,-25.19755178,-37.20414619,539.233,-108.8916,-47.349,-61.5426
15_cs,CONF_0031,-2674.310234,-2676.510115,-2676.561919,-45.61863357,-40.68613422,-42.78713027,-25.19943022,-37.20018557,539.279,-108.9013,-47.3549,-61.5464
160_cs,CONF_0001,-2406.340194,-2408.256688,-2408.311027,-45.67355335,-41.40927889,-43.61712907,-27.01951456,-37.92661228,496.865,-91.5994,-40.9874,-50.612
160_cs,CONF_0002,-2406.340291,-2408.256541,-2408.31111,-45.60372471,-41.51743248,-43.7160356,-27.23880589,-37.83665899,498.066,-92.5178,-40.8939,-51.6239
160_cs,CONF_0004,-2406.337936,-2408.254691,-2408.309311,-46.08380365,-41.8306335,-44.1203077,-27.1165038,-38.1905381,499.164,-91.5615,-40.3638,-51.1978
160_cs,CONF_0005,-2406.33848,-2408.255103,-2408.309526,-45.60410225,-41.436039,-43.63259353,-27.18115317,-37.92152682,497.04,-91.4502,-41.0987,-50.3515
160_cs,CONF_0007,-2406.3406,-2408.256818,-2408.311329,-45.74882179,-41.5385453,-43.78517111,-27.1214194,-37.97858999,497.978,-92.1426,-40.739,-51.4036
160_cs,CONF_0008,-2406.338668,-2408.255383,-2408.310119,-45.74347072,-41.59202928,-43.82182393,-27.25715534,-37.99051959,497.68,-92.1539,-40.9464,-51.2075
160_cs,CONF_0012,-2406.340266,-2408.256387,-2408.310761,-45.34809259,-41.3084514,-43.53372066,-27.16130144,-37.75423897,498.039,-92.486,-41.0772,-51.4088
160_cs,CONF_0014,-2406.340212,-2408.256714,-2408.311055,-45.66932883,-41.40510341,-43.61549774,-27.00970723,-37.92272806,496.98,-91.5946,-40.9842,-50.6104
160_cs,CONF_0016,-2406.338996,-2408.255472,-2408.309913,-45.69834504,-41.54730478,-43.78584162,-27.13485282,-37.92821639,497.426,-91.9539,-40.8092,-51.1447
160_cs,CONF_0017,-2406.338488,-2408.255115,-2408.309535,-45.58281736,-41.40930731,-43.60365442,-27.15204107,-37.89518092,496.97,-91.4206,-41.0852,-50.3353
160_cs,CONF_0018,-2406.338676,-2408.255399,-2408.310135,-45.7512722,-41.59164953,-43.81904811,-27.24770511,-37.98648644,497.732,-92.1233,-40.9322,-51.1912
160_cs,CONF_0019,-2406.339309,-2408.255471,-2408.309667,-45.58301154,-41.25052255,-43.39034279,-26.93203574,-37.71331771,497.418,-91.7828,-40.9505,-50.8323
160_cs,CONF_0023,-2406.339316,-2408.255477,-2408.309678,-45.58630152,-41.2503957,-43.39006974,-26.92946577,-37.71282764,497.336,-91.8018,-40.9537,-50.8481
160_cs,CONF_0024,-2406.338692,-2408.25542,-2408.310155,-45.7634553,-41.60349998,-43.83052911,-27.25910744,-37.99749488,497.79,-92.1255,-40.9324,-51.193
160_cs,CONF_0027,-2406.338341,-2408.254409,-2408.308734,-45.70819271,-41.37834301,-43.48149511,-27.10368803,-37.86412251,497.441,-93.0435,-41.6221,-51.4214
160_cs,CONF_0028,-2406.338003,-2408.254214,-2408.308593,-45.68407156,-41.39092024,-43.54852793,-27.04332213,-37.82357185,498.34,-92.7108,-41.0546,-51.6562
160_cs,CONF_0032,-2406.337912,-2408.254672,-2408.309286,-46.08545053,-41.82501767,-44.11377687,-27.10066252,-38.1837562,499.097,-91.5556,-40.3624,-51.1932
160_cs,CONF_0035,-2406.338573,-2408.254483,-2408.308875,-45.58339046,-41.40720028,-43.57604037,-27.17962826,-37.91593312,497.996,-93.4799,-41.631,-51.8488
160_cs,CONF_0038,-2406.338421,-2408.254171,-2408.30856,-45.41979018,-41.32544375,-43.46895916,-27.30414764,-37.82107032,497.859,-93.7806,-42.0122,-51.7684
160_cs,CONF_0039,-2406.338448,-2408.254364,-2408.308766,-45.84422913,-41.5032643,-43.64282078,-27.09574865,-37.91225543,498.534,-93.0287,-41.2825,-51.7462
160_cs,CONF_0040,-2406.338526,-2408.254267,-2408.308622,-45.55814248,-41.32974272,-43.44049224,-27.18653261,-37.80408688,498.494,-93.9231,-41.9043,-52.0188
160_cs,CONF_0042,-2406.337084,-2408.252897,-2408.306951,-45.74179321,-41.34122768,-43.4584692,-26.91117925,-37.81690877,498.602,-92.9661,-41.6088,-51.3573
160_cs,CONF_0044,-2406.337998,-2408.254211,-2408.308571,-45.61883675,-41.33812548,-43.48736104,-27.04427156,-37.77969437,498.363,-92.7082,-41.0499,-51.6583
160_cs,CONF_0054,-2406.336867,-2408.253558,-2408.308048,-46.03671145,-41.67373699,-43.88693471,-27.03391403,-38.11634175,497.191,-92.4185,-41.3098,-51.1087
160_cs,CONF_0055,-2406.337851,-2408.253906,-2408.308436,-45.80358891,-41.61830841,-43.88748707,-27.16584411,-38.07912745,498.74,-92.8342,-41.0506,-51.7836
160_cs,CONF_0058,-2406.33708,-2408.252892,-2408.306944,-45.74536734,-41.34624583,-43.46357777,-26.92169294,-37.82521643,498.643,-92.9643,-41.6071,-51.3572
160_cs,CONF_0069,-2406.33741,-2408.254349,-2408.308756,-45.37650283,-41.26760726,-43.48762424,-27.07359808,-37.70547791,497.985,-92.1182,-40.4801,-51.6381
160_cs,CONF_0075,-2406.337728,-2408.253861,-2408.308072,-46.01806238,-41.55281394,-43.67529403,-26.90118875,-37.8630883,497.427,-93.0414,-41.2137,-51.8277
160_cs,CONF_0077,-2406.336114,-2408.252487,-2408.306838,-45.70487355,-41.44841533,-43.62159869,-27.07296576,-37.83533743,497.935,-92.8044,-40.9787,-51.8258
160_cs,CONF_0079,-2406.338987,-2408.255464,-2408.309863,-45.64314155,-41.53443104,-43.78652033,-27.13441742,-37.9234204,497.451,-91.9529,-40.801,-51.1519
160_cs,CONF_0080,-2406.336069,-2408.251383,-2408.305638,-45.53272408,-41.3043497,-43.39075908,-27.20125298,-37.77481848,498.788,-94.4187,-42.3327,-52.086
160_cs,CONF_0115,-2406.338159,-2408.254378,-2408.308672,-45.14490666,-41.1716938,-43.43763949,-27.09917308,-37.6957255,497.956,-93.0135,-41.121,-51.8924
160_cs,CONF_0136,-2406.337197,-2408.2531,-2408.307743,-46.13419988,-41.76735064,-43.94512444,-27.17987073,-38.1342991,498.614,-93.3445,-41.173,-52.1715
160_cs,CONF_0141,-2406.33745,-2408.25437,-2408.308777,-45.38174326,-41.26821198,-43.4881951,-27.0606843,-37.7022867,498.058,-92.1232,-40.4836,-51.6396
160_cs,CONF_0180,-2406.338415,-2408.254183,-2408.308561,-45.43221653,-41.33244563,-43.47613281,-27.30322828,-37.8301125,497.836,-93.7264,-41.995,-51.7315
160_cs,CONF_0218,-2406.338333,-2408.25439,-2408.308717,-45.7272771,-41.394913,-43.49763085,-27.11710571,-37.87993803,497.422,-93.036,-41.6187,-51.4173
160_cs,CONF_0235,-2406.336044,-2408.251301,-2408.305587,-45.54352396,-41.32267984,-43.40840855,-27.22897815,-37.79459774,498.48,-94.5922,-42.3994,-52.1928
160_cs,CONF_0268,-2406.3369,-2408.25359,-2408.308075,-46.05966339,-41.68389059,-43.89046202,-27.03339557,-38.12054816,497.277,-92.4223,-41.3126,-51.1097
160_cs,CONF_0284,-2406.336857,-2408.253554,-2408.308035,-46.06321917,-41.68633341,-43.89449804,-27.02919025,-38.12337328,497.148,-92.4021,-41.3038,-51.0983
160_cs,CONF_0290,-2406.338005,-2408.254234,-2408.308604,-45.62648375,-41.34649636,-43.49680334,-27.05056575,-37.78589372,498.349,-92.6793,-41.0366,-51.6426
161_cs,CONF_0001,-2249.15719,-2250.912093,-2250.967357,-45.7003965,-41.36202424,-43.61020686,-27.29203375,-38.20984479,430.884,-76.024,-33.6054,-42.4186
161_cs,CONF_0009,-2249.157176,-2250.912005,-2250.967204,-45.25218871,-41.16566024,-43.46046526,-27.37109819,-38.04805084,430.315,-76.208,-33.6293,-42.5787
161_cs,CONF_0010,-2249.157457,-2250.912366,-2250.967509,-45.03178665,-41.06380976,-43.37294544,-27.4037244,-37.91067682,430.721,-76.3011,-33.6353,-42.6659
161_cs,CONF_0011,-2249.157372,-2250.912237,-2250.967299,-44.83647587,-40.95026866,-43.28448815,-27.39260597,-37.87221292,430.09,-76.1102,-33.6854,-42.4248
161_cs,CONF_0013,-2249.156995,-2250.911225,-2250.966252,-45.08223452,-41.02741745,-43.22188324,-27.45085578,-37.83488242,431.439,-78.3675,-34.4393,-43.9282
161_cs,CONF_0017,-2249.156984,-2250.911216,-2250.96625,-45.09734988,-41.03924054,-43.23789585,-27.44787107,-37.84993272,431.343,-78.3616,-34.437,-43.9245
161_cs,CONF_0018,-2249.15716,-2250.911341,-2250.96644,-44.85323172,-40.91677324,-43.12486914,-27.55403864,-37.81777334,430.832,-78.1867,-34.564,-43.6227
161_cs,CONF_0024,-2249.156982,-2250.911227,-2250.966256,-45.08626441,-41.03090429,-43.22514539,-27.45475584,-37.83938386,431.382,-78.3294,-34.4268,-43.9027
161_cs,CONF_0034,-2249.156075,-2250.910481,-2250.965343,-45.01880547,-40.81020405,-42.92762023,-27.28331488,-37.69879038,431.149,-77.5234,-34.5239,-42.9995
161_cs,CONF_0036,-2249.157176,-2250.912081,-2250.967339,-45.67784163,-41.34648606,-43.59775702,-27.27964565,-38.19077292,430.771,-76.0042,-33.598,-42.4062
161_cs,CONF_0037,-2249.157451,-2250.912354,-2250.967501,-45.0313312,-41.06361466,-43.37431991,-27.39987615,-37.91047379,430.633,-76.2969,-33.633,-42.6639
161_cs,CONF_0048,-2249.155294,-2250.909688,-2250.964878,-45.10970282,-40.9887307,-43.16570541,-27.44671998,-37.84150304,431.788,-77.6858,-34.2619,-43.4239
161_cs,CONF_0049,-2249.155307,-2250.909681,-2250.964871,-45.17510203,-41.0281177,-43.20756163,-27.43339885,-37.87609565,430.77,-77.7143,-34.2703,-43.444
161_cs,CONF_0053,-2249.155424,-2250.90969,-2250.964696,-45.10796617,-40.91773474,-43.07508731,-27.31345618,-37.75475571,430.918,-77.801,-34.3645,-43.4365
161_cs,CONF_0056,-2249.156195,-2250.91032,-2250.96525,-44.71347991,-40.72834519,-42.8645097,-27.43434705,-37.59846567,430.777,-78.0251,-34.6446,-43.3804
161_cs,CONF_0061,-2249.152859,-2250.907592,-2250.962411,-45.32799803,-41.00196414,-43.16404684,-27.14114744,-37.83776926,430.76,-77.3493,-34.3735,-42.9757
161_cs,CONF_0063,-2249.156189,-2250.910317,-2250.965249,-44.70899316,-40.72834129,-42.86221396,-27.444696,-37.59587664,430.697,-78.0245,-34.6436,-43.3808
161_cs,CONF_0064,-2249.155918,-2250.910192,-2250.965107,-44.77658276,-40.75693903,-42.9158425,-27.38888137,-37.57825962,430.571,-77.9139,-34.5363,-43.3776
161_cs,CONF_0068,-2249.155459,-2250.909933,-2250.964953,-44.74491319,-40.76362776,-42.93960196,-27.45206497,-37.64472074,431.598,-77.5831,-34.3331,-43.25
161_cs,CONF_0072,-2249.156285,-2250.911146,-2250.966027,-44.78821518,-40.73539756,-42.89972378,-27.30610945,-37.60447487,431.559,-78.0746,-34.1926,-43.882
161_cs,CONF_0084,-2249.152302,-2250.907036,-2250.961768,-44.92454584,-40.7111524,-42.78949528,-27.22714736,-37.5315691,432.687,-77.5626,-34.4822,-43.0804
161_cs,CONF_0088,-2249.157003,-2250.911239,-2250.966272,-45.10517433,-41.04631689,-43.24347299,-27.45718324,-37.85445053,431.485,-78.3581,-34.4343,-43.9238
161_cs,CONF_0089,-2249.154999,-2250.908758,-2250.96381,-44.98901188,-40.97258457,-43.09289746,-27.57007132,-37.75009128,431.917,-79.5607,-35.1074,-44.4532
161_cs,CONF_0100,-2249.154999,-2250.908751,-2250.963813,-44.98331221,-40.97310961,-43.09465889,-27.5771959,-37.74939448,431.892,-79.5727,-35.1146,-44.4581
161_cs,CONF_0104,-2249.155929,-2250.909619,-2250.964459,-44.72526861,-40.66956005,-42.75288181,-27.44616627,-37.52391341,431.87,-79.6695,-35.1755,-44.494
161_cs,CONF_0114,-2249.15356,-2250.908147,-2250.962954,-44.92309706,-40.80835119,-42.93136838,-27.30546335,-37.63471215,431.173,-78.0749,-34.4018,-43.6731
161_cs,CONF_0118,-2249.153401,-2250.907456,-2250.962485,-45.1531837,-40.97416231,-43.06664964,-27.48788249,-37.78502708,431.33,-78.9624,-34.8775,-44.0849
161_cs,CONF_0120,-2249.155248,-2250.909709,-2250.964455,-44.56895599,-40.57711615,-42.7217291,-27.32178141,-37.50002188,432.208,-79.3029,-34.6611,-44.6418
161_cs,CONF_0122,-2249.155897,-2250.910186,-2250.965098,-44.77551447,-40.75121041,-42.90848868,-27.38245731,-37.57698536,430.511,-77.903,-34.5303,-43.3727
161_cs,CONF_0123,-2249.154401,-2250.909205,-2250.964386,-45.07601556,-41.01194532,-43.26084225,-27.40448958,-37.88791871,431.488,-77.5007,-34.1197,-43.381
161_cs,CONF_0124,-2249.155483,-2250.909738,-2250.96474,-45.16909276,-40.96486756,-43.12294501,-27.32793101,-37.79679213,431.144,-77.8207,-34.3728,-43.4479
161_cs,CONF_0125,-2249.154756,-2250.90845,-2250.963202,-44.51518293,-40.58222483,-42.70631604,-27.4374376,-37.49177858,431.095,-79.4503,-35.2044,-44.2459
161_cs,CONF_0129,-2249.154555,-2250.908694,-2250.96375,-45.12440015,-40.90781154,-43.02482091,-27.39691011,-37.78718268,431.589,-79.3266,-34.9078,-44.4187
161_cs,CONF_0132,-2249.152613,-2250.907277,-2250.962032,-45.07359708,-40.79767763,-42.8710187,-27.21444325,-37.59055434,430.361,-77.7527,-34.4248,-43.3279
161_cs,CONF_0156,-2249.152852,-2250.906611,-2250.961449,-44.83124907,-40.7317183,-42.80569092,-27.43437922,-37.58287429,431.829,-79.6874,-35.111,-44.5764
161_cs,CONF_0157,-2249.154567,-2250.908693,-2250.96376,-45.14013685,-40.92639894,-43.04637032,-27.41061964,-37.80254621,431.669,-79.3851,-34.9361,-44.449
161_cs,CONF_0169,-2249.153409,-2250.907465,-2250.9625,-45.12761107,-40.95930544,-43.05847498,-27.4789818,-37.77329514,431.348,-78.9194,-34.8394,-44.08
161_cs,CONF_0221,-2249.154423,-2250.909243,-2250.964418,-45.05630981,-40.99409409,-43.24968242,-27.37983944,-37.87228409,431.754,-77.449,-34.0834,-43.3656
161_cs,CONF_0248,-2249.154553,-2250.908693,-2250.963761,-45.06767334,-40.87884036,-42.99330606,-27.43674907,-37.76756351,431.785,-79.3237,-34.8891,-44.4346
161_cs,CONF_0276,-2249.155437,-2250.909689,-2250.964692,-45.15853095,-40.95717925,-43.1157584,-27.3194536,-37.78351667,430.897,-77.81,-34.3686,-43.4414
162_cs,CONF_0001,-2249.157173,-2250.912073,-2250.967332,-45.69010792,-41.35572979,-43.60834767,-27.28189057,-38.203132,430.658,-76.0373,-33.6175,-42.4198
162_cs,CONF_0009,-2249.157306,-2250.912125,-2250.967331,-45.24010056,-41.15585136,-43.44611275,-27.38214149,-38.03742739,430.942,-76.2557,-33.6437,-42.612
162_cs,CONF_0010,-2249.157475,-2250.912367,-2250.967516,-45.08933024,-41.08590097,-43.38344466,-27.3890253,-37.91810474,430.948,-76.365,-33.6593,-42.7057
162_cs,CONF_0011,-2249.157483,-2250.912332,-2250.967395,-44.8323983,-40.94569699,-43.27706244,-27.39194845,-37.86617623,430.808,-76.144,-33.6978,-42.4462
162_cs,CONF_0013,-2249.156924,-2250.911143,-2250.966172,-45.01574522,-40.98168797,-43.17597451,-27.44990168,-37.80963332,431.412,-78.3969,-34.4514,-43.9455
162_cs,CONF_0017,-2249.156948,-2250.911158,-2250.966187,-45.01964893,-40.99142227,-43.18758525,-27.45925136,-37.81671889,431.438,-78.3945,-34.4484,-43.9461
162_cs,CONF_0018,-2249.157192,-2250.911361,-2250.966463,-44.87928789,-40.9258885,-43.12616062,-27.54681071,-37.81299786,431.336,-78.1988,-34.5655,-43.6333
162_cs,CONF_0024,-2249.156944,-2250.911154,-2250.966186,-45.02744555,-40.99583874,-43.18968614,-27.46570879,-37.82163812,431.406,-78.3818,-34.4442,-43.9376
162_cs,CONF_0034,-2249.156028,-2250.910436,-2250.965291,-44.98503731,-40.79924732,-42.91404359,-27.31730715,-37.691228,431.11,-77.5775,-34.5508,-43.0267
162_cs,CONF_0036,-2249.157169,-2250.912064,-2250.967323,-45.69776117,-41.36225588,-43.61336962,-27.28938431,-38.20974157,430.775,-76.0426,-33.6202,-42.4224
162_cs,CONF_0037,-2249.157483,-2250.912376,-2250.967524,-45.01947128,-41.05795617,-43.36517586,-27.40938253,-37.90563136,430.977,-76.356,-33.6563,-42.6997
162_cs,CONF_0048,-2249.155334,-2250.909717,-2250.964932,-45.16848701,-41.03367037,-43.22041956,-27.43669148,-37.87511329,431.332,-77.7183,-34.2731,-43.4452
162_cs,CONF_0049,-2249.155301,-2250.909673,-2250.964868,-45.15602628,-41.02188358,-43.20824561,-27.42802245,-37.86587651,431.2,-77.7239,-34.2761,-43.4479
162_cs,CONF_0053,-2249.155456,-2250.909717,-2250.964725,-45.13440903,-40.93407883,-43.09103379,-27.30844856,-37.76683361,431.318,-77.8543,-34.3868,-43.4675
162_cs,CONF_0056,-2249.156345,-2250.910451,-2250.96538,-44.72720749,-40.73494742,-42.87048834,-27.43837178,-37.60771499,431.474,-78.0352,-34.6454,-43.3898
162_cs,CONF_0061,-2249.152851,-2250.907589,-2250.962407,-45.31761312,-40.99723363,-43.16045517,-27.14278113,-37.83125679,431.137,-77.3709,-34.3815,-42.9893
162_cs,CONF_0063,-2249.156341,-2250.910443,-2250.965374,-44.73432241,-40.7477686,-42.88589875,-27.44811811,-37.61967807,431.461,-78.0391,-34.6477,-43.3914
162_cs,CONF_0064,-2249.156009,-2250.910275,-2250.965191,-44.79877845,-40.77376332,-42.93521449,-27.38753592,-37.59780981,431.177,-77.9437,-34.5495,-43.3942
162_cs,CONF_0068,-2249.155531,-2250.909993,-2250.965013,-44.82095295,-40.81347749,-42.99233126,-27.43558539,-37.67701097,431.229,-77.6006,-34.3406,-43.2599
162_cs,CONF_0072,-2249.156393,-2250.911241,-2250.966123,-44.78884072,-40.73635325,-42.89959052,-27.3138153,-37.60743897,431.751,-78.1036,-34.2046,-43.8989
162_cs,CONF_0084,-2249.152531,-2250.90721,-2250.962084,-44.93644893,-40.80979803,-42.93642021,-27.37108629,-37.68974798,431.863,-78.2297,-34.7617,-43.468
162_cs,CONF_0088,-2249.156936,-2250.911143,-2250.966174,-45.02492805,-40.99081329,-43.1830441,-27.46407803,-37.81668027,431.367,-78.3822,-34.4439,-43.9384
162_cs,CONF_0089,-2249.154936,-2250.908664,-2250.963726,-44.98534632,-40.9794548,-43.09962661,-27.58451852,-37.74742337,431.554,-79.5999,-35.1293,-44.4707
162_cs,CONF_0104,-2249.155818,-2250.909517,-2250.964374,-44.71056469,-40.66030939,-42.73940301,-27.45716647,-37.51526307,431.747,-79.6555,-35.1742,-44.4813
162_cs,CONF_0115,-2249.153568,-2250.908153,-2250.962965,-44.91027155,-40.79752133,-42.91819782,-27.30964391,-37.62540401,431.377,-78.074,-34.4067,-43.6673
162_cs,CONF_0119,-2249.153362,-2250.90742,-2250.962439,-44.94453521,-40.82429817,-42.9024496,-27.50226933,-37.66569729,431.945,-78.972,-34.906,-44.0661
162_cs,CONF_0121,-2249.155354,-2250.909789,-2250.96453,-44.55108023,-40.56970175,-42.7176796,-27.32476807,-37.49372647,432.309,-79.3204,-34.6667,-44.6537
162_cs,CONF_0123,-2249.156002,-2250.910272,-2250.965182,-44.78916159,-40.76947417,-42.93301659,-27.38637428,-37.59057322,431.168,-77.9279,-34.5441,-43.3838
162_cs,CONF_0124,-2249.154416,-2250.909216,-2250.964398,-45.13983709,-41.06838065,-43.3274963,-27.41271978,-37.94163836,431.078,-77.5361,-34.134,-43.4021
162_cs,CONF_0125,-2249.155423,-2250.909673,-2250.964677,-45.15420587,-40.95206972,-43.10746205,-27.32517657,-37.78284999,431.258,-77.8461,-34.3848,-43.4613
162_cs,CONF_0126,-2249.154881,-2250.908549,-2250.963294,-44.52952119,-40.59278432,-42.71604998,-27.44277872,-37.50013271,431.408,-79.4465,-35.199,-44.2475
162_cs,CONF_0130,-2249.154494,-2250.908643,-2250.963698,-45.04439485,-40.85967527,-42.97245162,-27.42551753,-37.75437555,431.517,-79.2995,-34.8974,-44.4021
162_cs,CONF_0133,-2249.152689,-2250.907359,-2250.96211,-45.07399959,-40.79249828,-42.86147102,-27.2121332,-37.58257846,430.331,-77.7198,-34.4126,-43.3071
162_cs,CONF_0157,-2249.15282,-2250.906579,-2250.961418,-44.81795827,-40.71840595,-42.7903483,-27.42609106,-37.5703662,431.507,-79.7007,-35.1154,-44.5854
162_cs,CONF_0158,-2249.154512,-2250.90863,-2250.963627,-44.93118735,-40.8406679,-43.00337832,-27.42583242,-37.75691052,431.777,-79.4361,-34.9734,-44.4627
162_cs,CONF_0170,-2249.153378,-2250.907433,-2250.962461,-45.04088275,-40.89328074,-42.9853039,-27.48127632,-37.72648366,430.953,-78.9458,-34.8631,-44.0827
162_cs,CONF_0221,-2249.154459,-2250.909266,-2250.964455,-45.14848542,-41.07884579,-43.34218134,-27.41745443,-37.95333433,431.216,-77.543,-34.1309,-43.4121
162_cs,CONF_0247,-2249.154475,-2250.908619,-2250.963692,-45.03394607,-40.84797696,-42.962914,-27.41793169,-37.74766864,432.425,-79.3024,-34.874,-44.4285
162_cs,CONF_0250,-2249.156006,-2250.910299,-2250.965208,-44.77037969,-40.7481381,-42.90310322,-27.38390763,-37.56963837,431.172,-77.9325,-34.5457,-43.3868
162_cs,CONF_0276,-2249.155458,-2250.909728,-2250.964739,-45.12258775,-40.9294793,-43.0839647,-27.33030329,-37.77218712,431.27,-77.8101,-34.3716,-43.4386
163_cs,CONF_0004,-2458.351054,-2460.3372,-2460.397941,-48.91197069,-45.2481508,-48.38439876,-31.78299489,-43.72355188,332.723,-64.1068,-29.0793,-35.0275
163_cs,CONF_0007,-2458.351013,-2460.337084,-2460.397537,-48.7729496,-45.08772443,-48.21263557,-31.62836266,-43.56413395,333.606,-64.1199,-29.0878,-35.0322
163_cs,CONF_0008,-2458.349509,-2460.336667,-2460.397094,-48.61328818,-45.04346563,-48.14258474,-31.65691597,-43.5065085,333.125,-63.623,-28.7496,-34.8734
163_cs,CONF_0010,-2458.350983,-2460.337098,-2460.397778,-48.84325539,-45.1989704,-48.30652981,-31.80641825,-43.66559089,332.653,-64.1448,-29.1024,-35.0424
163_cs,CONF_0011,-2458.35079,-2460.337846,-2460.399249,-48.90000116,-45.44399222,-48.5953315,-32.38401049,-44.05287042,333.621,-63.7611,-28.7853,-34.9758
163_cs,CONF_0012,-2458.3503,-2460.336489,-2460.396264,-48.67508989,-44.85546438,-47.97742194,-31.12618641,-43.37611538,332.945,-64.1021,-28.6726,-35.4295
163_cs,CONF_0013,-2458.346021,-2460.332874,-2460.394864,-49.31412078,-45.84370396,-48.8504647,-32.8300396,-44.18901552,332.803,-64.8338,-29.0671,-35.7667
163_cs,CONF_0014,-2458.349303,-2460.335685,-2460.394402,-48.35132688,-44.29060382,-47.21794495,-30.57304746,-42.70603485,333.325,-63.7403,-28.4464,-35.294
163_cs,CONF_0020,-2458.346671,-2460.333627,-2460.392507,-48.45225971,-44.4778809,-47.66296858,-30.41211193,-43.0382729,332.205,-62.5649,-28.0941,-34.4708
163_cs,CONF_0023,-2458.347935,-2460.334815,-2460.395231,-48.52899726,-44.99793452,-47.62364068,-32.20346631,-43.20795738,332.159,-63.8966,-28.9001,-34.9965
163_cs,CONF_0024,-2458.350278,-2460.336669,-2460.396425,-48.73000387,-44.85871711,-47.97340923,-31.07720135,-43.38805358,333.65,-63.9131,-28.5761,-35.337
163_cs,CONF_0026,-2458.34666,-2460.33361,-2460.392371,-48.37943696,-44.39825214,-47.55638371,-30.36727122,-42.93790058,333.167,-62.5486,-28.0872,-34.4614
163_cs,CONF_0027,-2458.349644,-2460.336771,-2460.396964,-48.49212799,-44.98433417,-48.11198518,-31.5336217,-43.43786325,333.256,-63.6849,-28.7824,-34.9024
163_cs,CONF_0028,-2458.347538,-2460.334114,-2460.394611,-48.35337494,-44.75122654,-47.67082176,-31.83975797,-43.11897444,333.055,-65.5,-29.6983,-35.8017
163_cs,CONF_0029,-2458.346677,-2460.33358,-2460.392325,-48.44115187,-44.4391472,-47.59979809,-30.36322782,-42.97006243,332.175,-62.6286,-28.1269,-34.5017
163_cs,CONF_0030,-2458.351285,-2460.337247,-2460.396934,-48.59272114,-44.79732478,-47.78160616,-31.24155977,-43.17950377,333.034,-64.1638,-29.0483,-35.1155
163_cs,CONF_0031,-2458.34955,-2460.336488,-2460.396707,-48.47269443,-44.95581559,-48.0797746,-31.53488495,-43.3849635,333.169,-63.7872,-28.8446,-34.9425
163_cs,CONF_0032,-2458.347904,-2460.334748,-2460.395305,-48.88218247,-45.14700434,-47.97294537,-32.10999571,-43.47768286,332.415,-64.0439,-28.9854,-35.0584
163_cs,CONF_0033,-2458.349351,-2460.334769,-2460.394055,-48.52722858,-44.47719683,-47.28687035,-30.93903942,-42.70108146,332.644,-64.6649,-29.0597,-35.6052
163_cs,CONF_0034,-2458.346359,-2460.332822,-2460.390884,-47.66819463,-43.69323794,-46.60481411,-30.19409388,-42.14557934,332.973,-61.9324,-27.6172,-34.3152
163_cs,CONF_0035,-2458.347462,-2460.333745,-2460.394497,-48.14611917,-44.70798721,-47.80740624,-31.88441425,-43.29063381,332.638,-63.463,-28.7038,-34.7592
163_cs,CONF_0036,-2458.34793,-2460.33482,-2460.395397,-48.91716606,-45.16367647,-48.06900369,-32.06998218,-43.55384026,332.532,-63.9971,-28.9645,-35.0326
163_cs,CONF_0037,-2458.347485,-2460.334047,-2460.394523,-48.34137428,-44.74123854,-47.65992331,-31.82921911,-43.10459025,332.857,-65.5213,-29.6993,-35.8221
163_cs,CONF_0038,-2458.346696,-2460.333583,-2460.39228,-48.4512716,-44.42881389,-47.59665319,-30.31019943,-42.9651169,332.051,-62.6363,-28.1289,-34.5074
163_cs,CONF_0039,-2458.349849,-2460.337229,-2460.396619,-48.38059999,-44.46878958,-47.47440258,-31.00588783,-42.97817117,332.662,-62.915,-28.1671,-34.7479
163_cs,CONF_0040,-2458.346684,-2460.333614,-2460.392489,-48.48620336,-44.48224485,-47.65785514,-30.39256516,-43.03547388,332.242,-62.606,-28.1156,-34.4904
163_cs,CONF_0041,-2458.349513,-2460.336471,-2460.395886,-48.37216855,-44.40758363,-47.38062114,-30.96646387,-42.8772532,332.359,-62.565,-27.9122,-34.6528
163_cs,CONF_0043,-2458.35227,-2460.339647,-2460.399314,-48.64473054,-44.97046074,-47.93380832,-31.48487752,-43.42703264,333.405,-62.6297,-27.9572,-34.6725
163_cs,CONF_0044,-2458.348728,-2460.334195,-2460.392817,-48.31241098,-44.2416625,-47.29032455,-30.26983362,-42.62933259,332.897,-63.9031,-28.5836,-35.3195
163_cs,CONF_0045,-2458.347711,-2460.333564,-2460.392942,-48.37339435,-44.50236476,-47.39426829,-31.03462918,-42.64664919,333.058,-65.0236,-29.1053,-35.9183
