Ligand,Conformer,bending_6_5_7,stretch_1--5,stretch_2--5,stretch_3--5,stretch_5--6,stretch_5--7
S-C3-TUNEPHOS_2,CONF_0008,253.25,198.36,204.75,201.35,205.77,614.53
S-C3-TUNEPHOS_2,CONF_0009,254.71,203.39,204.56,201.26,203.85,614.33
S-C3-TUNEPHOS_2,CONF_0010,249.72,199.12,201.16,203.65,211.83,603.13
S-C3-TUNEPHOS_2,CONF_0011,248.27,210.96,203.47,201.02,198.79,602.43
S-C3-TUNEPHOS_2,CONF_0012,242.62,208.71,203.52,200.98,191.28,602.42
S-C3-TUNEPHOS_2,CONF_0020,244.36,192.13,201.19,203.37,209.42,603.08
S-C3-TUNEPHOS_2,CONF_0025,286.21,212.60,201.97,201.33,204.64,603.95
S-C3-TUNEPHOS_2,CONF_0026,253.42,206.21,201.66,203.65,198.17,614.28
S-C3-TUNEPHOS_2,CONF_0027,244.17,210.05,202.30,201.05,192.36,604.08
S-C3-TUNEPHOS_2,CONF_0028,254.94,204.37,201.68,203.76,203.06,614.36
S-C3-TUNEPHOS_2,CONF_0030,266.52,214.51,198.62,202.11,196.05,600.60
S-C3-TUNEPHOS_2,CONF_0031,271.22,210.15,202.17,200.72,196.57,602.64
S-C3-TUNEPHOS_2,CONF_0032,293.26,207.62,198.89,202.38,196.47,599.30
S-C3-TUNEPHOS_2,CONF_0033,270.98,207.03,202.61,200.60,196.35,602.88
S-C3-TUNEPHOS_2,CONF_0034,248.41,211.43,203.19,201.49,198.94,602.31
S-C3-TUNEPHOS_2,CONF_0035,242.46,209.05,203.80,201.37,191.44,602.34
S-C3-TUNEPHOS_2,CONF_0036,254.64,202.99,204.01,201.35,204.16,614.26
S-C3-TUNEPHOS_2,CONF_0037,253.13,198.25,204.66,201.27,205.79,614.58
S-C3-TUNEPHOS_2,CONF_0039,253.13,198.10,204.10,201.39,206.00,614.53
S-C3-TUNEPHOS_2,CONF_0040,303.35,201.18,203.90,201.02,204.46,613.78
S-C3-TUNEPHOS_2,CONF_0042,244.23,210.06,202.07,200.97,192.32,603.82
S-C3-TUNEPHOS_2,CONF_0043,249.89,212.28,200.85,201.71,199.55,603.15
S-C3-TUNEPHOS_2,CONF_0044,253.86,202.57,202.42,205.20,203.94,611.14
S-C3-TUNEPHOS_2,CONF_0045,252.34,205.76,202.37,205.21,198.52,610.65
S-C3-TUNEPHOS_2,CONF_0046,253.45,198.20,204.15,201.87,206.14,614.51
S-C3-TUNEPHOS_2,CONF_0048,255.02,203.13,203.99,201.69,204.28,614.00
S-C3-TUNEPHOS_2,CONF_0049,300.95,203.75,202.31,204.68,201.99,609.84
S-C3-TUNEPHOS_2,CONF_0051,253.25,198.39,204.55,201.12,205.77,614.10
S-C3-TUNEPHOS_2,CONF_0052,242.94,208.58,203.56,201.20,191.59,602.47
S-C3-TUNEPHOS_2,CONF_0056,292.03,207.47,203.90,201.75,196.77,601.36
S-C3-TUNEPHOS_2,CONF_0057,243.92,210.07,200.68,201.71,191.85,603.38
S-C3-TUNEPHOS_2,CONF_0058,249.79,212.67,200.84,201.66,199.20,603.60
478_1,CONF_0189,316.63,165.05,169.78,206.34,206.49,620.59
478_1,CONF_0205,328.44,162.60,173.73,206.19,209.06,619.17
478_1,CONF_0215,316.50,165.23,170.33,206.40,207.24,621.18
478_1,CONF_0259,314.10,165.02,169.59,206.22,206.76,620.32
478_1,CONF_0728,316.31,161.87,170.69,206.12,206.17,621.07
478_1,CONF_0877,314.36,165.05,169.52,206.07,206.89,620.56
478_1,CONF_0894,335.29,160.11,176.47,205.29,207.27,621.83
478_1,CONF_0917,340.43,174.09,169.21,208.31,210.90,624.98
478_1,CONF_0988,316.45,165.03,170.03,206.32,207.06,620.82
478_1,CONF_1068,340.40,174.10,169.19,208.16,210.77,625.05
478_1,CONF_1166,361.02,164.79,164.37,203.71,207.34,621.14
478_1,CONF_1254,340.74,174.30,169.56,207.99,210.62,625.20
478_1,CONF_1291,316.52,165.13,170.11,206.31,206.88,620.79
478_1,CONF_1332,328.48,162.59,173.68,206.30,208.15,619.45
478_1,CONF_1441,345.61,177.17,166.17,208.27,207.45,624.64
478_1,CONF_1505,339.04,170.14,170.05,207.48,210.80,625.69
478_1,CONF_1594,304.28,169.17,163.85,202.22,206.15,622.83
478_1,CONF_1615,378.69,163.78,165.46,200.11,205.69,620.89
478_1,CONF_1625,333.65,159.95,159.71,203.05,207.70,609.18
478_1,CONF_1632,315.70,164.67,169.44,205.61,206.84,619.59
478_1,CONF_1798,340.46,174.22,169.31,208.83,211.01,624.91
478_1,CONF_1884,357.36,165.30,162.76,202.77,206.44,619.89
478_1,CONF_1911,335.43,170.59,170.72,208.78,209.80,625.10
478_1,CONF_1978,345.53,177.51,166.08,208.31,207.34,624.83
478_1,CONF_1994,339.32,170.39,170.28,208.08,210.63,625.46
478_1,CONF_2014,333.82,159.11,163.99,202.87,209.27,608.02
478_1,CONF_2015,315.59,164.63,169.41,205.65,206.82,619.76
478_1,CONF_2107,340.77,174.37,169.19,208.46,210.60,625.62
478_1,CONF_2299,333.86,160.33,162.55,203.48,210.90,612.28
478_1,CONF_2339,331.71,159.91,174.56,206.60,208.95,619.71
478_1,CONF_2365,314.65,165.03,169.57,205.82,206.96,620.15
478_1,CONF_2516,331.32,171.61,160.14,204.34,207.59,627.57
478_1,CONF_2586,337.46,161.51,160.75,203.90,206.81,614.16
478_1,CONF_2661,327.92,160.19,164.63,202.37,208.23,608.00
478_1,CONF_2712,317.13,161.57,163.94,204.61,205.68,606.01
478_1,CONF_2723,313.77,158.61,171.78,206.63,204.70,620.99
478_1,CONF_2771,376.35,163.41,161.83,204.00,205.04,621.61
478_1,CONF_2793,347.46,176.79,166.00,209.41,208.77,626.76
478_1,CONF_2852,361.21,166.96,162.71,205.08,207.05,622.20
478_1,CONF_2927,369.71,161.80,162.12,204.97,207.32,610.64
