Ligand,Conformer,bending_6_5_7,stretch_1--5,stretch_2--5,stretch_3--5,stretch_5--6,stretch_5--7
1_cs,CONF_0001,369.03,200.93,208.66,202.06,220.37,213.52
1_cs,CONF_0012,253.11,201.38,209.45,203.35,197.67,192.53
100_cs,CONF_0002,116.2,202.6,204.68,204.67,163.54,221.78
100_cs,CONF_0005,116.3,202.91,205.05,205.01,163.66,222.07
100_cs,CONF_0006,154.89,198.6,207.47,204.24,201.19,161.43
100_cs,CONF_0012,123.94,203.13,207.15,204.59,219.64,165.56
101_cs,CONF_0002,280.42,206.52,610.4,206.83,193.5,194.61
101_cs,CONF_0005,271.98,201.26,210.56,203.76,197.07,188.71
101_cs,CONF_0008,278.22,207.05,608.87,205.31,193.16,195.48
101_cs,CONF_0014,276.85,206.98,610.19,205.08,193.6,192.48
102_cs,CONF_0002,280.76,206.33,609.9,206.38,193.58,194.75
102_cs,CONF_0004,271.04,207.81,611.96,208.88,191.15,196.1
102_cs,CONF_0005,272.02,200.98,210.54,203.56,196.93,189.53
102_cs,CONF_0036,275.33,208.07,613.47,205.61,192.63,195.89
107_cs,CONF_0003,307.23,211.18,615.92,211.6,215.97,212.67
107_cs,CONF_0004,313.31,211.53,616.01,212.15,217.98,210.06
107_cs,CONF_0007,311.97,210.93,616.21,212.51,215.53,211.53
107_cs,CONF_0015,317.36,209.35,613.84,211.33,215.11,209.31
107_cs,CONF_0020,317.55,209.22,614.06,211.54,215.34,209.21
107_cs,CONF_0024,308.94,209.84,613.36,212.34,217.97,211.19
107_cs,CONF_0026,311.06,209.8,615.15,212.06,215.12,209.5
107_cs,CONF_0032,315.61,209.9,613.75,212.85,219.06,209.38
107_cs,CONF_0035,317.7,210.57,610.31,211.87,215.67,212.97
108_cs,CONF_0003,307.24,211.55,616.32,211.87,216.2,212.91
108_cs,CONF_0009,314.55,211.85,615.28,212.44,213.73,214.15
108_cs,CONF_0010,307.81,211.11,616.59,212.98,215.08,212.51
108_cs,CONF_0024,308.86,210.13,613.47,212.34,217.73,210.82
108_cs,CONF_0026,311.01,209.88,615.39,212.15,215.36,209.18
109_cs,CONF_0003,95.08,199.87,158.83,200.39,166.86,196.64
111_cs,CONF_0004,248.75,201.09,207.9,202.43,241.28,210.85
111_cs,CONF_0007,302.59,203.13,200.86,204.84,228.11,234.68
111_cs,CONF_0008,248.45,201.17,207.98,202.46,241.5,210.78
111_cs,CONF_0016,188.8,203.71,207.17,204.13,232.53,207.95
111_cs,CONF_0030,188.46,199.05,168.74,200.1,198.17,238.14
111_cs,CONF_0034,214.86,201.65,204.35,203.22,237.66,208.73
112_cs,CONF_0016,188.65,203.7,207.97,204.59,232.38,207.24
112_cs,CONF_0032,303.19,203.3,201.26,205.16,227.43,234.31
112_cs,CONF_0036,221.75,197.26,164.44,198.5,197.01,241.12
113_cs,CONF_0004,210.03,198.68,212.57,204.18,236.48,235.46
113_cs,CONF_0012,173.9,203.83,210.35,204.67,188.78,225.84
113_cs,CONF_0013,214.93,199.32,214.27,205.3,234.93,234.86
113_cs,CONF_0014,182.79,202.61,212.12,203.75,227.5,228.4
114_cs,CONF_0002,215.22,206.38,214.61,200.92,237.45,237
114_cs,CONF_0003,209.89,198.75,212.65,204.71,236.38,235.26
114_cs,CONF_0008,177.39,201.5,215.48,206.32,226.37,184.59
114_cs,CONF_0009,178.64,207.53,614.34,206.06,232.37,222.06
114_cs,CONF_0013,174.6,203.51,210.56,204.59,188.53,225.67
114_cs,CONF_0014,214.62,199.43,213.87,205.01,234.69,234.99
114_cs,CONF_0017,217.38,205.85,211.51,204.37,228.6,215.26
114_cs,CONF_0020,218.43,206.33,213.66,201.96,227.28,225.61
115_cs,CONF_0004,312.74,212.22,616.02,211.36,209.68,217.51
115_cs,CONF_0007,311.95,212.44,616.36,210.8,211.41,215.96
116_cs,CONF_0003,307.42,212.41,616.28,211.61,213.17,216.25
116_cs,CONF_0009,314.76,213.16,615.65,211.94,214.39,214.07
116_cs,CONF_0014,318.22,211.77,614.29,208.75,209.13,215.65
116_cs,CONF_0032,317.59,211.9,610.44,210.25,213.27,215.35
119_cs,CONF_0002,789.33,207.8,217.04,206.03,325.07,319.88
120_cs,CONF_0001,789.05,207.78,216.83,205.41,324.85,319.45
121_cs,CONF_0001,146.07,199.78,202.61,199.84,180.48,237.38
124_cs,CONF_0001,1009.42,210.57,618.67,210.56,463.67,463.61
125_cs,CONF_0001,283.47,209.33,611.54,209.14,195.67,201.7
125_cs,CONF_0008,291.38,207.03,610.83,209.57,197.69,202.51
125_cs,CONF_0021,290.86,209.02,612.51,208.6,197.89,200.1
125_cs,CONF_0032,287.19,210.02,614.2,209.17,198.23,199.72
126_cs,CONF_0003,289.23,204.57,215.26,207.77,198.79,201.05
126_cs,CONF_0004,284.72,208.57,609.86,208.76,200.17,196.94
126_cs,CONF_0006,289.71,206.58,217.1,209.09,199.45,202.07
126_cs,CONF_0007,293.13,207.05,215.58,208.11,205.34,200.31
126_cs,CONF_0011,283.33,210,611.59,208.72,194.96,202.4
126_cs,CONF_0031,287.24,210.73,614.33,209.47,198.6,200.01
127_cs,CONF_0005,209.63,203.85,211.62,198.42,235.46,236.7
127_cs,CONF_0009,177.05,205.82,214.86,201.39,184.15,225.97
127_cs,CONF_0012,212.32,205.92,212.26,202.63,228.51,208.7
127_cs,CONF_0017,182.63,203.88,212.58,202.17,228.28,227.33
128_cs,CONF_0001,214.95,200.41,214.5,206.7,237.43,237.39
128_cs,CONF_0003,209.82,204.37,212.47,199.1,235.84,236.65
128_cs,CONF_0010,177.08,206.04,215.13,201.31,184.51,226.33
128_cs,CONF_0011,178.76,205.89,613.95,207.57,222.06,232.6
128_cs,CONF_0014,174.27,204.35,209.94,203.37,225.74,188.67
128_cs,CONF_0022,217.66,201.81,212.88,206.17,226.25,227.37
13_cs,CONF_0002,364.82,197.76,160.63,199.9,182.72,268.57
13_cs,CONF_0004,368.49,197.44,158.51,198,182.78,268.17
131_cs,CONF_0001,169.37,203.2,211.44,199.22,182.79,183.5
131_cs,CONF_0011,244.19,200.86,210.43,200.48,193.13,197.78
131_cs,CONF_0027,144.81,203.66,205.74,207.84,182.43,182.71
132_cs,CONF_0002,191.36,201.81,213.75,202.8,184.07,190.55
132_cs,CONF_0006,181.43,200.72,210.1,199.12,184.87,185.33
132_cs,CONF_0007,246.53,198.22,160.34,198.42,195.75,195.48
132_cs,CONF_0019,244.44,200.67,210.18,200.88,198.55,193.13
132_cs,CONF_0021,144.46,207.7,205.28,203.43,182.06,182.51
134_cs,CONF_0005,144.39,203.15,204.23,203.24,191.67,188.56
137_cs,CONF_0010,228.37,202.16,202.51,202.35,195.27,154.95
137_cs,CONF_0013,202.68,201.71,619.33,207.12,189.07,157.28
137_cs,CONF_0019,203.03,201.78,619.66,207.37,188.98,157.27
137_cs,CONF_0025,218.73,200.89,621.47,209.92,195.89,155.44
137_cs,CONF_0028,220.46,201.25,621.13,208.24,195.44,155.28
137_cs,CONF_0032,220.95,201.37,621.1,208.17,195.72,155.34
138_cs,CONF_0001,220.81,206.22,615.13,199.24,155.22,194.84
138_cs,CONF_0002,226.44,206.05,607.63,197.43,156.02,197.36
138_cs,CONF_0004,201.92,205.47,615.44,199.12,155.82,191.05
138_cs,CONF_0009,205.84,205.71,616.1,198.84,156.18,192.94
138_cs,CONF_0013,213.44,208.28,613.52,196.39,155.29,202.53
138_cs,CONF_0016,197.41,208.96,624.52,200.09,154.35,195.29
138_cs,CONF_0027,213.87,208.57,613.34,196.18,155.25,202.59
140_cs,CONF_0001,334.93,212.74,615.26,213.17,230.69,233.55
140_cs,CONF_0006,332.06,212.06,614.6,213.01,231.31,233.74
141_cs,CONF_0006,363.46,204.94,217.82,207.09,237.73,226.87
141_cs,CONF_0009,357.02,206.18,220,203.44,237.14,223.86
141_cs,CONF_0011,346.39,211.52,608.3,210.28,224.99,240.43
141_cs,CONF_0014,354.7,209.98,613.12,214.4,232,233.08
141_cs,CONF_0022,365.71,210.24,609.93,209.08,233.71,231.79
142_cs,CONF_0010,352.97,207.7,221.22,210.42,237.5,227.03
142_cs,CONF_0011,346.57,211.65,608.02,210.09,224.9,240.32
142_cs,CONF_0014,354.85,210.38,613.18,214.22,232.09,232.74
142_cs,CONF_0016,354.48,210.47,613.21,214.1,231.95,232.67
145_cs,CONF_0001,118.64,202.89,616.41,207.09,190.89,180.31
145_cs,CONF_0002,124.85,202.34,620.45,205.64,188.69,185.15
145_cs,CONF_0006,125,202.05,620.09,205.79,188.98,185.37
145_cs,CONF_0010,118.02,207.21,617.66,203.14,179.48,190.37
145_cs,CONF_0011,116.68,203.08,618.92,207.92,188.96,178.48
145_cs,CONF_0013,124.69,205.58,620.09,202.18,185.28,188.44
145_cs,CONF_0028,114.2,205.76,624.28,210.35,185.02,177.4
145_cs,CONF_0036,114.13,205.52,624.75,210.55,184.64,177.32
146_cs,CONF_0007,123.06,202.15,623.63,207.17,187.59,183.25
146_cs,CONF_0011,123.02,202.18,623.56,207.19,187.51,183.3
146_cs,CONF_0026,120.89,199.93,621.47,204.39,185.11,179.54
146_cs,CONF_0029,116.33,209.36,629.08,204.54,174.99,178.94
146_cs,CONF_0031,116.46,209.09,629.28,205.09,175.08,178.79
146_cs,CONF_0036,113.49,207.75,625.25,205.69,174.25,179.44
146_cs,CONF_0040,123.85,206.9,620.64,203.56,180.68,188.34
147_cs,CONF_0003,121.08,207.11,619.79,204.37,211.16,212.75
147_cs,CONF_0004,123.24,208.74,627.63,208.48,212.11,212.11
147_cs,CONF_0005,123.38,204.8,621.43,208.69,213.34,208.43
147_cs,CONF_0008,122.02,204.71,622.99,209.76,211.27,206.67
148_cs,CONF_0001,121.27,204.56,620.28,207.61,213.21,211.34
148_cs,CONF_0003,127.62,208.81,626.62,207.6,216.29,214.87
148_cs,CONF_0005,123.78,205.16,621.18,208.35,214.69,209.56
149_cs,CONF_0001,275.22,214.46,611.92,214.53,293.14,293.35
149_cs,CONF_0003,292.71,217.54,618.84,216.1,298.53,297.98
149_cs,CONF_0006,304.6,218.27,617.64,218.33,279.12,279.21
149_cs,CONF_0007,306.78,217.73,618.36,218.56,281.4,281.74
15_cs,CONF_0010,223.5,210.64,180.73,202.98,272.09,188.27
15_cs,CONF_0018,138.35,216,202.5,198.55,183.99,278.88
15_cs,CONF_0023,138.28,216.3,201.92,198.45,184.28,278.88
150_cs,CONF_0006,294.23,210.88,616.55,210.67,278.89,278.85
150_cs,CONF_0008,294.41,211.47,616.38,210.3,279.07,278.93
151_cs,CONF_0002,212.26,198.23,201.57,200.91,179.84,176.97
152_cs,CONF_0005,213.17,197.43,201.16,201.13,180.49,176.95
153_cs,CONF_0011,201.11,203.4,199.56,202.91,189.6,209.35
154_cs,CONF_0001,377.04,202.88,208.19,201.24,204.38,206.94
154_cs,CONF_0003,435.27,200.85,209.35,203.77,208.65,206.27
154_cs,CONF_0026,227.43,207.94,203.47,204.6,167.79,218.2
154_cs,CONF_0027,259.41,202.83,207.88,203.02,216.59,169.01
154_cs,CONF_0028,260.6,202.93,208.32,203.09,216.49,168.8
155_cs,CONF_0001,243.92,207.05,616.29,207.15,194.81,189.29
155_cs,CONF_0002,247.22,207.44,614.77,206.88,191.11,194.33
155_cs,CONF_0003,250.71,207.59,615.36,207.45,185.96,199.21
155_cs,CONF_0004,255.67,204.66,610.24,207.84,185.22,198.49
155_cs,CONF_0006,255.51,209.28,613.81,205.08,193.23,191.01
155_cs,CONF_0009,247.39,208.24,613.08,205.95,187.57,200.51
155_cs,CONF_0010,268.31,207.38,615.08,207.12,192.38,196.99
155_cs,CONF_0012,268.2,207.24,615.61,206.87,192.35,197.01
155_cs,CONF_0014,259.06,206.21,612.75,207.62,189.57,196.97
156_cs,CONF_0001,248.26,207.28,618.9,208.36,198.9,186.14
156_cs,CONF_0002,247.61,207.76,614.31,206.66,197.47,188.25
156_cs,CONF_0004,246.66,208.54,613.66,205.73,191.5,195.38
156_cs,CONF_0005,257.72,205.12,613.16,207.82,190.92,194.82
156_cs,CONF_0006,249.59,209.44,620.3,207.88,197.07,185.52
156_cs,CONF_0008,260.14,208.82,615,207.03,198.07,190.39
157_cs,CONF_0001,241.47,206.16,613.32,207.68,189.66,190.51
157_cs,CONF_0005,247.55,206.93,618.96,209.73,187.17,191.7
158_cs,CONF_0005,247.68,207.78,619.58,210.15,186.85,191.89
158_cs,CONF_0007,244.65,205.66,613.24,208.44,194.68,187.99
159_cs,CONF_0007,688.78,206.08,212.12,206.51,268.43,268.3
159_cs,CONF_0008,673.17,209.52,613.78,209,268.88,264.9
159_cs,CONF_0018,673.15,209.42,613.31,208.66,269.16,264.98
159_cs,CONF_0039,686.26,204.59,211.53,205.98,267.6,269.82
159_cs,CONF_0040,685.93,205.02,211.95,206.08,268.58,268.4
16_cs,CONF_0003,177.13,245.33,199.42,168.23,236.13,283.53
16_cs,CONF_0017,237.3,197.93,185.73,217.65,267.16,200.61
16_cs,CONF_0020,227.66,251.67,218.54,144.55,291.36,286.96
16_cs,CONF_0025,145.46,197.71,195.77,207.91,275.78,186.44
16_cs,CONF_0026,237.03,217.61,185.49,198.32,200.14,267.15
160_cs,CONF_0001,684.16,204.63,214.41,206.53,267.06,267.3
160_cs,CONF_0002,680.37,209.65,614.51,208.31,268.05,268.39
160_cs,CONF_0005,687.21,206.2,210.81,206.31,266.68,268.77
160_cs,CONF_0007,688.7,206.39,211.83,206.38,268.7,268.43
160_cs,CONF_0024,672.58,209.51,613.56,208.51,268.69,264.75
160_cs,CONF_0028,687.91,203.84,212.68,207.06,268.13,266.68
161_cs,CONF_0001,730.27,208.45,613.37,209.18,286.13,287.59
161_cs,CONF_0013,728.18,208.7,613.89,209.94,287.43,286.91
161_cs,CONF_0017,728.29,208.79,613.7,209.91,287.46,286.93
162_cs,CONF_0001,730.27,208.68,613.75,208.7,286.2,287.51
162_cs,CONF_0011,724.25,208.1,615.63,210.6,287.92,286.86
162_cs,CONF_0018,725.15,208.3,615.75,210.49,287.4,286.79
163_cs,CONF_0011,276.05,208.64,616.32,209.37,196.99,199.96
163_cs,CONF_0032,272.56,210.14,620.95,210.23,191.99,204.89
164_cs,CONF_0009,281.88,208.34,616.71,208.52,198.87,200.11
164_cs,CONF_0012,278.36,209.68,615.63,209.7,200.46,196.31
164_cs,CONF_0020,261.04,208.41,608.86,205.06,188.11,199.34
164_cs,CONF_0022,272.68,209.99,620.68,210.11,191.82,204.96
164_cs,CONF_0023,275.84,212.24,626.45,210.83,198.1,198.15
164_cs,CONF_0027,260.49,205.09,608.53,208.35,199.12,188
164_cs,CONF_0028,279.35,208.35,617.53,211.24,197.99,198.39
164_cs,CONF_0029,266.78,207.82,614.92,209.06,200.03,194.3
165_cs,CONF_0001,212.61,204.93,215.33,200.6,250.26,250.61
165_cs,CONF_0003,191.64,206.2,609.35,205.24,193.94,234.35
165_cs,CONF_0010,233.9,206.71,604.84,206.55,236.84,237
166_cs,CONF_0001,213.08,205.34,215.45,200.62,250.28,251.25
166_cs,CONF_0005,203.87,202.21,210.8,205.91,254.61,252.48
166_cs,CONF_0009,231.4,206.87,603.96,206.81,229.01,229
166_cs,CONF_0011,231.33,206.88,603.75,206.8,229.01,228.96
167_cs,CONF_0005,689.97,207.57,214.45,202.38,268.28,267.48
167_cs,CONF_0006,688.66,206.34,211.91,205.94,268.61,268.62
167_cs,CONF_0008,672.69,208.52,613.38,209.5,264.87,268.71
167_cs,CONF_0027,687.79,207.33,212.97,205.26,266.82,268.46
167_cs,CONF_0036,689.36,205.26,209.54,202.71,267.45,266.45
168_cs,CONF_0006,689.05,206.47,212.34,206.84,268.95,268.6
168_cs,CONF_0023,695.55,205.36,210.26,204.37,268.8,267.48
168_cs,CONF_0027,690.71,205.1,209.19,204.33,268.68,266.38
168_cs,CONF_0040,691.38,204.77,210.06,204.52,269.83,265.63
169_cs,CONF_0003,127.57,203.72,203.63,201.12,161.41,215.09
17_cs,CONF_0003,388.2,203.38,203.23,202.38,184.99,272.53
17_cs,CONF_0007,379.37,203.56,203.08,205.31,184.25,274.01
17_cs,CONF_0012,388.2,203.56,203.23,202.35,184.95,272.43
171_cs,CONF_0002,298,203.41,213.41,200.09,282.93,284.43
171_cs,CONF_0021,301.94,205.19,215.96,206.41,271.85,267.67
171_cs,CONF_0025,271.26,205.35,214.33,207.76,255.09,245.43
172_cs,CONF_0021,302.64,205.3,210.25,207.46,275.47,271.15
172_cs,CONF_0028,296.4,211.47,601.46,211.45,269.59,269.22
173_cs,CONF_0004,135.69,198.65,199.48,204.3,183.25,187.5
173_cs,CONF_0005,130.69,202.78,201.97,202.31,183.77,186.69
173_cs,CONF_0011,131.41,201.33,207.33,197.74,180.06,188.73
174_cs,CONF_0004,135.36,199.52,200.03,204.7,183.31,187.25
174_cs,CONF_0011,132.95,200.55,199.47,201.61,189.28,179.89
177_cs,CONF_0010,249.49,224.54,182.11,168.41,219.62,250.99
177_cs,CONF_0011,219.71,206.82,185.91,195.71,184.86,260.03
177_cs,CONF_0013,227.75,204.76,227.19,255.11,182.73,212.64
177_cs,CONF_0014,263,234.04,190.96,172.78,226.49,253.8
178_cs,CONF_0001,234.23,209.02,164.35,183.71,182.79,208.54
178_cs,CONF_0002,234.68,181.31,156.06,207.19,208.45,183.05
178_cs,CONF_0005,277.93,248.89,219.27,199.03,255.51,254.26
178_cs,CONF_0016,227.93,205.48,228.49,255.93,181.83,212
178_cs,CONF_0019,282.86,238.51,201.67,183.01,261.91,256.81
179_cs,CONF_0002,630.15,221.34,616.2,220.97,357.81,366.16
18_cs,CONF_0002,364.87,200.14,160.39,197.52,268.66,182.52
18_cs,CONF_0004,368.19,197.99,158.73,197.26,267.97,182.95
181_cs,CONF_0001,283.04,208.72,611.66,209.66,201.7,194.85
181_cs,CONF_0002,292.18,209.06,607.46,208.74,203.4,200.35
181_cs,CONF_0006,289.55,208.99,217,205.82,202.12,199.75
181_cs,CONF_0020,290.31,209.24,612.94,209.63,199.9,197.55
182_cs,CONF_0003,288.67,207.94,215.06,204.16,200.44,198.31
182_cs,CONF_0005,284.66,208.84,609.87,207.92,196.48,199.95
182_cs,CONF_0008,291.01,209.02,610.75,207.72,202.4,197.5
182_cs,CONF_0031,287.33,209.29,614.21,210.04,199.32,198.49
182_cs,CONF_0032,287.33,209.49,614.31,209.97,199.16,198.36
182_cs,CONF_0037,289.79,209.31,216.82,206.73,202.19,199.53
183_cs,CONF_0010,136.63,201.71,200.16,202.09,186.49,175.09
183_cs,CONF_0012,136.21,199.73,200.04,205.22,178.37,183.25
183_cs,CONF_0014,136.61,199.87,200.54,205.14,178.62,183.12
183_cs,CONF_0023,131.79,203.62,202.77,202.45,179.16,181.83
183_cs,CONF_0032,136.14,201.57,200.62,202.37,185.75,175.17
184_cs,CONF_0008,136.45,202.05,200.87,201.94,174.74,186.43
184_cs,CONF_0014,136.46,199.4,199.99,204.6,178.33,183.22
186_cs,CONF_0001,839.86,204.67,212,202.89,333.57,329.71
187_cs,CONF_0004,144.2,199.16,201.23,203.93,185.29,191.18
189_cs,CONF_0004,354.33,201.58,210.11,200.49,205.27,219.38
189_cs,CONF_0005,354.98,201.5,210.08,200.38,205.58,219.4
189_cs,CONF_0008,276.79,201.36,209.29,200.97,181.56,219.64
189_cs,CONF_0009,358.08,199.85,208.36,201.67,219.1,205.86
189_cs,CONF_0012,228.99,201.96,205.93,203.71,222.17,173.67
19_cs,CONF_0003,708.14,193.25,186.39,204.08,276.17,276.7
19_cs,CONF_0005,737.45,209.8,182.63,197.35,277.67,282.01
19_cs,CONF_0007,737.33,208.77,182.23,196.8,277,282.3
190_cs,CONF_0012,357.11,201.43,209.08,200.3,219.05,205.52
190_cs,CONF_0019,413.77,203.63,610.1,203.24,223.28,211.96
191_cs,CONF_0001,172.69,200.27,204.27,200.17,182.56,202.24
195_cs,CONF_0008,174.95,199.62,208.05,200.8,220.72,199.54
195_cs,CONF_0011,175.41,198.82,203.45,196.44,219.97,198.03
196_cs,CONF_0001,175.94,201.05,201.54,200.57,203.46,216.3
197_cs,CONF_0001,215.4,205.12,615.97,208.09,297.06,202.33
2_cs,CONF_0001,366.16,201.27,208.35,201.68,220.1,213.07
2_cs,CONF_0008,287.69,203.06,209.35,200.17,228.24,175.19
2_cs,CONF_0011,253.25,201.44,209.63,203.66,198.09,192.49
2_cs,CONF_0016,286.35,200.05,207.98,200.54,225.57,175.01
20_cs,CONF_0002,708.86,193.67,186.81,203.51,276.03,276.79
20_cs,CONF_0006,708.88,204.62,186.92,193.71,276.33,276.91
20_cs,CONF_0009,737.43,197.31,182.82,209.11,282.7,276.41
21_cs,CONF_0001,420.72,207.93,617.73,207.7,239.41,239.58
22_cs,CONF_0003,422.81,206.51,616.56,207.22,237.53,237.43
23_cs,CONF_0002,609.82,206.18,614,207.15,256.03,256.42
23_cs,CONF_0004,574.88,204.95,619.13,209.16,252.81,248.41
23_cs,CONF_0005,610.22,207.08,614.25,206.5,256.6,256.23
23_cs,CONF_0006,621.32,207.05,612.61,206.91,256.8,257.5
24_cs,CONF_0003,639.6,205.63,612.72,205.6,259.29,259.85
24_cs,CONF_0004,575.45,205.08,618.88,209.48,252.7,248.24
24_cs,CONF_0005,610.28,206.66,614.05,206.53,256.33,256.18
29_cs,CONF_0026,421.2,200.94,202.42,197.78,340.16,334.34
31_cs,CONF_0009,344.09,197.03,159.37,200.17,176.42,256.83
31_cs,CONF_0013,341.39,196.15,157.16,197.44,177.67,256.16
32_cs,CONF_0010,380.81,202.71,201.7,203.83,264.55,176.93
32_cs,CONF_0015,380.78,202.73,201.73,203.7,264.69,177.06
33_cs,CONF_0001,196.94,203.42,211.02,203.38,229.85,213.62
33_cs,CONF_0003,196.65,209.25,617.33,205.92,231.37,215.89
34_cs,CONF_0001,197.97,205.01,617.03,206.19,216.06,230.51
34_cs,CONF_0002,203.9,202.57,613.81,205.48,217.64,232.02
35_cs,CONF_0006,212.44,203.41,615.64,206.12,161.08,158.7
37_cs,CONF_0001,299.84,200.84,206.86,200.9,213.87,213.31
37_cs,CONF_0005,300.09,201.2,206.67,200.83,213.95,213.6
38_cs,CONF_0004,302.64,200.51,209.52,199.41,211.87,215.52
39_cs,CONF_0002,302.96,199.71,210.32,201.36,215.83,212
4_cs,CONF_0021,225.65,203.56,202.85,203.69,236.69,181.6
40_cs,CONF_0001,299.91,200.63,206.64,201,213.58,213.81
40_cs,CONF_0002,302.6,199.29,209.54,200.55,215.56,212.13
40_cs,CONF_0003,261.03,200.5,206.11,198.68,205.32,203.66
40_cs,CONF_0004,302.56,199.35,209.72,200.53,215.43,212.07
41_cs,CONF_0007,233.57,209.62,622.29,207.53,178.15,192.91
42_cs,CONF_0017,261.11,207.67,618.05,210.28,184.47,185.87
43_cs,CONF_0002,263.91,220.59,623.14,221.07,319.78,319.4
43_cs,CONF_0003,263.73,221.29,623.14,220.49,319.31,319.45
45_cs,CONF_0025,150.13,203.19,607.19,200.73,185.9,200.68
47_cs,CONF_0005,592.74,205,613.08,205.79,256.19,244.92
47_cs,CONF_0008,596.57,205.37,613.36,205.6,254.02,246.83
48_cs,CONF_0005,577.75,208.27,619.17,206.16,254.14,248.43
48_cs,CONF_0010,620.06,205.08,612.87,205.99,246.84,256.87
48_cs,CONF_0013,574.75,203.7,612.23,206.46,256.91,249.89
49_cs,CONF_0007,617.67,206.04,618.36,207.93,264.78,234.73
49_cs,CONF_0012,613.23,205.94,612.38,204.86,255.74,248.58
5_cs,CONF_0004,125.54,201.42,187.75,197.64,147.64,194.86
5_cs,CONF_0006,127.23,199.06,153.33,199.7,210.22,148.66
50_cs,CONF_0001,601.2,206.23,614.37,204.38,253.52,251.47
50_cs,CONF_0002,596.12,205.44,613.59,205.35,246.88,253.83
51_cs,CONF_0004,170.57,199.96,203.77,204.78,188.15,195.24
52_cs,CONF_0008,170.41,204.05,203.29,200.63,195.5,188.14
53_cs,CONF_0001,325.19,203.45,617.04,203.71,222.04,233.89
54_cs,CONF_0001,332.6,202.29,614.76,203.07,219.01,239.56
55_cs,CONF_0004,186.8,199.74,160.39,198.16,297.83,291.86
56_cs,CONF_0001,184.59,200.56,206,200.12,288.06,301.16
56_cs,CONF_0004,186.47,197.59,159.77,199.11,292.17,297.6
57_cs,CONF_0011,435.11,141.77,210.93,252.4,379.19,378.96
58_cs,CONF_0015,444.83,256.14,213.86,146.08,378.86,373.36
59_cs,CONF_0003,246.97,207.05,209.66,203.7,178.6,174.13
59_cs,CONF_0005,241.45,206.02,613.22,206.1,177.13,175
59_cs,CONF_0006,271.03,207.68,621.42,208.79,177.27,176.25
59_cs,CONF_0008,247.79,206.83,211.51,205.41,179.03,174.92
59_cs,CONF_0015,257.66,208.85,618.45,210.42,178.9,178.08
59_cs,CONF_0031,257.1,206.45,617.54,209.54,180.32,175
60_cs,CONF_0001,251.9,208.66,620.7,209.93,177.69,178.05
60_cs,CONF_0003,246.89,206.93,208.88,203.54,178.3,174.27
60_cs,CONF_0005,242.02,205.43,207.75,204.35,177.35,175.31
60_cs,CONF_0006,270.01,208.1,620.55,208.99,177.34,176.23
60_cs,CONF_0008,247.82,205.99,210.85,205.03,178.94,174.95
60_cs,CONF_0009,254.9,204.48,207.11,205.73,178.58,177.78
60_cs,CONF_0010,255.87,206.65,615.33,206.07,178.16,173.53
60_cs,CONF_0025,248.04,204.23,210.18,208.37,178,181.46
60_cs,CONF_0030,246.12,206.88,618.03,210.74,181.15,176.45
61_cs,CONF_0001,247.56,206.6,613,207.24,174.38,178.54
61_cs,CONF_0003,246.75,206.51,612.91,206.8,174.11,178.53
61_cs,CONF_0006,270.27,209.09,620.53,207.35,176.21,177.22
61_cs,CONF_0015,257.69,209.98,618.42,208.83,177.72,178.74
61_cs,CONF_0019,247.63,208.34,209.49,203.27,181.88,177.88
62_cs,CONF_0001,247.77,206.59,612.79,207.64,174.79,178.7
62_cs,CONF_0002,251.32,210.56,619.92,208.81,178.17,177.95
62_cs,CONF_0003,247.55,203.69,209.52,207.38,174.68,178.63
62_cs,CONF_0005,241.99,203.55,208.93,206.27,175.18,177.02
62_cs,CONF_0019,257.19,210.85,617.17,207.49,174.81,180.62
62_cs,CONF_0027,255.2,205.92,617.79,207.79,173.57,177.9
62_cs,CONF_0029,247.45,209.58,210.05,204.31,181.81,177.94
62_cs,CONF_0036,270.3,208.87,619.98,207.04,176.14,177.38
63_cs,CONF_0001,232.12,196.34,201.58,195.93,186.98,181.58
68_cs,CONF_0010,129.32,200.25,203.17,200.68,167.55,201.91
70_cs,CONF_0003,481,221.45,619.07,221.8,298.1,297.56
74_cs,CONF_0001,102.06,205.69,216.73,207.03,166.55,158.55
75_cs,CONF_0002,439.99,215.52,616.09,219.59,264.52,255.52
76_cs,CONF_0004,433.66,211.32,614.23,218.2,261.56,260.37
76_cs,CONF_0023,450.1,218.17,619.24,219.43,263.69,261.9
77_cs,CONF_0002,148.11,209.17,628.69,206.92,244.59,246.02
77_cs,CONF_0004,146.71,206.91,622.86,205.48,242.65,243.9
77_cs,CONF_0005,142.85,206.69,623.32,206.82,238.7,238.63
77_cs,CONF_0010,148.25,206.94,627.01,207.51,245.17,244.82
77_cs,CONF_0011,148.99,206.22,627.03,209.23,247.44,244.2
78_cs,CONF_0001,148.52,207.04,626.18,207.37,245.46,244.72
78_cs,CONF_0005,143.02,206.42,622.95,207.04,238.73,238.63
78_cs,CONF_0006,146.72,207.17,622.96,205.4,242.7,243.85
81_cs,CONF_0004,240.56,200.47,194.15,200.91,206.47,190.63
81_cs,CONF_0008,192.54,194.09,156.08,195.18,211.77,177.95
82_cs,CONF_0004,241.08,199.32,193.85,200.67,206.42,190.5
85_cs,CONF_0011,354.52,204.99,606.99,204.84,200.28,199.75
